observable,sintetico,base,Q,timestamp,P0910,valor,frac
Total,mean,PAGLO,2009-05-15,2023-10-29 02:51:13.676978,12,1.0,0.02
Total,sum,PAGLO,2009-05-15,2023-10-29 02:51:13.676978,12,1016050.0,0.02
gap_indigencia,mean,PAGLO,2009-05-15,2023-10-29 02:51:13.676978,12,451090.0,0.02
gap_indigencia,median,PAGLO,2009-05-15,2023-10-29 02:51:13.676978,12,301360.0,0.02
gap_pobreza,mean,PAGLO,2009-05-15,2023-10-29 02:51:13.676978,12,212680.0,0.02
gap_pobreza,median,PAGLO,2009-05-15,2023-10-29 02:51:13.676978,12,90420.0,0.02
CBA,mean,PAGLO,2009-08-15,2023-10-29 02:56:16.256517,12,171080.0,0.02
CBA,median,PAGLO,2009-08-15,2023-10-29 02:56:16.256517,12,142340.0,0.02
CBT,mean,PAGLO,2009-08-15,2023-10-29 02:56:16.256517,12,409490.0,0.02
CBT,median,PAGLO,2009-08-15,2023-10-29 02:56:16.256517,12,340680.0,0.02
CB_EQUIV,mean,PAGLO,2009-08-15,2023-10-29 02:56:16.256517,12,3.857,0.02
CB_EQUIV,median,PAGLO,2009-08-15,2023-10-29 02:56:16.256517,12,3.19,0.02
Indigencia,mean,PAGLO,2009-08-15,2023-10-29 02:56:16.256517,12,0.0949,0.02
Indigencia,sum,PAGLO,2009-08-15,2023-10-29 02:56:16.256517,12,96400.0,0.02
P47T_hogar,mean,PAGLO,2009-08-15,2023-10-29 02:56:16.256517,12,721930.0,0.02
P47T_hogar,median,PAGLO,2009-08-15,2023-10-29 02:56:16.256517,12,530990.0,0.02
P47T_hogar,q10,PAGLO,2009-08-15,2023-10-29 02:56:16.256517,12,155240.0,0.02
P47T_hogar,q25,PAGLO,2009-08-15,2023-10-29 02:56:16.256517,12,335430.0,0.02
P47T_hogar,q75,PAGLO,2009-08-15,2023-10-29 02:56:16.256517,12,856720.0,0.02
P47T_hogar,q90,PAGLO,2009-08-15,2023-10-29 02:56:16.256517,12,1283770.0,0.02
P47T_persona,mean,PAGLO,2009-08-15,2023-10-29 02:56:16.256517,12,1610.0,0.02
P47T_persona,median,PAGLO,2009-08-15,2023-10-29 02:56:16.256517,12,0.0,0.02
P47T_persona,q10,PAGLO,2009-08-15,2023-10-29 02:56:16.256517,12,0.0,0.02
P47T_persona,q25,PAGLO,2009-08-15,2023-10-29 02:56:16.256517,12,0.0,0.02
P47T_persona,q75,PAGLO,2009-08-15,2023-10-29 02:56:16.256517,12,0.0,0.02
P47T_persona,q90,PAGLO,2009-08-15,2023-10-29 02:56:16.256517,12,0.0,0.02
Pobreza,mean,PAGLO,2009-08-15,2023-10-29 02:56:16.256517,12,0.3076,0.02
Pobreza,sum,PAGLO,2009-08-15,2023-10-29 02:56:16.256517,12,312500.0,0.02
Total,mean,PAGLO,2009-08-15,2023-10-29 02:56:16.256517,12,1.0,0.02
Total,sum,PAGLO,2009-08-15,2023-10-29 02:56:16.256517,12,1016050.0,0.02
gap_indigencia,mean,PAGLO,2009-08-15,2023-10-29 02:56:16.256517,12,550850.0,0.02
gap_indigencia,median,PAGLO,2009-08-15,2023-10-29 02:56:16.256517,12,370510.0,0.02
gap_pobreza,mean,PAGLO,2009-08-15,2023-10-29 02:56:16.256517,12,312440.0,0.02
gap_pobreza,median,PAGLO,2009-08-15,2023-10-29 02:56:16.256517,12,159020.0,0.02
CBA,mean,PAGLO,2009-11-15,2023-10-29 03:01:29.505840,12,171080.0,0.02
CBA,median,PAGLO,2009-11-15,2023-10-29 03:01:29.505840,12,142340.0,0.02
CBT,mean,PAGLO,2009-11-15,2023-10-29 03:01:29.505840,12,409490.0,0.02
CBT,median,PAGLO,2009-11-15,2023-10-29 03:01:29.505840,12,340680.0,0.02
CB_EQUIV,mean,PAGLO,2009-11-15,2023-10-29 03:01:29.505840,12,3.857,0.02
CB_EQUIV,median,PAGLO,2009-11-15,2023-10-29 03:01:29.505840,12,3.19,0.02
Indigencia,mean,PAGLO,2009-11-15,2023-10-29 03:01:29.505840,12,0.1025,0.02
Indigencia,sum,PAGLO,2009-11-15,2023-10-29 03:01:29.505840,12,104100.0,0.02
P47T_hogar,mean,PAGLO,2009-11-15,2023-10-29 03:01:29.505840,12,644650.0,0.02
P47T_hogar,median,PAGLO,2009-11-15,2023-10-29 03:01:29.505840,12,474430.0,0.02
P47T_hogar,q10,PAGLO,2009-11-15,2023-10-29 03:01:29.505840,12,158860.0,0.02
P47T_hogar,q25,PAGLO,2009-11-15,2023-10-29 03:01:29.505840,12,290070.0,0.02
P47T_hogar,q75,PAGLO,2009-11-15,2023-10-29 03:01:29.505840,12,777910.0,0.02
P47T_hogar,q90,PAGLO,2009-11-15,2023-10-29 03:01:29.505840,12,1116170.0,0.02
P47T_persona,mean,PAGLO,2009-11-15,2023-10-29 03:01:29.505840,12,1240.0,0.02
P47T_persona,median,PAGLO,2009-11-15,2023-10-29 03:01:29.505840,12,0.0,0.02
P47T_persona,q10,PAGLO,2009-11-15,2023-10-29 03:01:29.505840,12,0.0,0.02
P47T_persona,q25,PAGLO,2009-11-15,2023-10-29 03:01:29.505840,12,0.0,0.02
P47T_persona,q75,PAGLO,2009-11-15,2023-10-29 03:01:29.505840,12,0.0,0.02
P47T_persona,q90,PAGLO,2009-11-15,2023-10-29 03:01:29.505840,12,0.0,0.02
Pobreza,mean,PAGLO,2009-11-15,2023-10-29 03:01:29.505840,12,0.3582,0.02
Pobreza,sum,PAGLO,2009-11-15,2023-10-29 03:01:29.505840,12,363900.0,0.02
Total,mean,PAGLO,2009-11-15,2023-10-29 03:01:29.505840,12,1.0,0.02
Total,sum,PAGLO,2009-11-15,2023-10-29 03:01:29.505840,12,1016050.0,0.02
gap_indigencia,mean,PAGLO,2009-11-15,2023-10-29 03:01:29.505840,12,473570.0,0.02
gap_indigencia,median,PAGLO,2009-11-15,2023-10-29 03:01:29.505840,12,311780.0,0.02
gap_pobreza,mean,PAGLO,2009-11-15,2023-10-29 03:01:29.505840,12,235160.0,0.02
gap_pobreza,median,PAGLO,2009-11-15,2023-10-29 03:01:29.505840,12,107950.0,0.02
CBA,mean,PAGLO,2010-02-15,2023-10-29 03:06:54.446744,12,162470.0,0.02
CBA,median,PAGLO,2010-02-15,2023-10-29 03:06:54.446744,12,142340.0,0.02
CBT,mean,PAGLO,2010-02-15,2023-10-29 03:06:54.446744,12,389170.0,0.02
CBT,median,PAGLO,2010-02-15,2023-10-29 03:06:54.446744,12,340680.0,0.02
CB_EQUIV,mean,PAGLO,2010-02-15,2023-10-29 03:06:54.446744,12,3.663,0.02
CB_EQUIV,median,PAGLO,2010-02-15,2023-10-29 03:06:54.446744,12,3.19,0.02
Indigencia,mean,PAGLO,2010-02-15,2023-10-29 03:06:54.446744,12,0.0871,0.02
Indigencia,sum,PAGLO,2010-02-15,2023-10-29 03:06:54.446744,12,90250.0,0.02
P47T_hogar,mean,PAGLO,2010-02-15,2023-10-29 03:06:54.446744,12,623830.0,0.02
P47T_hogar,median,PAGLO,2010-02-15,2023-10-29 03:06:54.446744,12,525770.0,0.02
P47T_hogar,q10,PAGLO,2010-02-15,2023-10-29 03:06:54.446744,12,178250.0,0.02
P47T_hogar,q25,PAGLO,2010-02-15,2023-10-29 03:06:54.446744,12,321940.0,0.02
P47T_hogar,q75,PAGLO,2010-02-15,2023-10-29 03:06:54.446744,12,796820.0,0.02
P47T_hogar,q90,PAGLO,2010-02-15,2023-10-29 03:06:54.446744,12,1097400.0,0.02
P47T_persona,mean,PAGLO,2010-02-15,2023-10-29 03:06:54.446744,12,1300.0,0.02
P47T_persona,median,PAGLO,2010-02-15,2023-10-29 03:06:54.446744,12,0.0,0.02
P47T_persona,q10,PAGLO,2010-02-15,2023-10-29 03:06:54.446744,12,0.0,0.02
P47T_persona,q25,PAGLO,2010-02-15,2023-10-29 03:06:54.446744,12,0.0,0.02
P47T_persona,q75,PAGLO,2010-02-15,2023-10-29 03:06:54.446744,12,0.0,0.02
P47T_persona,q90,PAGLO,2010-02-15,2023-10-29 03:06:54.446744,12,0.0,0.02
Pobreza,mean,PAGLO,2010-02-15,2023-10-29 03:06:54.446744,12,0.3134,0.02
Pobreza,sum,PAGLO,2010-02-15,2023-10-29 03:06:54.446744,12,324700.0,0.02
Total,mean,PAGLO,2010-02-15,2023-10-29 03:06:54.446744,12,1.0,0.02
Total,sum,PAGLO,2010-02-15,2023-10-29 03:06:54.446744,12,1036000.0,0.02
gap_indigencia,mean,PAGLO,2010-02-15,2023-10-29 03:06:54.446744,12,461360.0,0.02
gap_indigencia,median,PAGLO,2010-02-15,2023-10-29 03:06:54.446744,12,364390.0,0.02
gap_pobreza,mean,PAGLO,2010-02-15,2023-10-29 03:06:54.446744,12,234660.0,0.02
gap_pobreza,median,PAGLO,2010-02-15,2023-10-29 03:06:54.446744,12,149070.0,0.02
CBA,mean,PAGLO,2010-05-15,2023-10-29 03:12:37.646150,12,162470.0,0.02
CBA,median,PAGLO,2010-05-15,2023-10-29 03:12:37.646150,12,142340.0,0.02
CBT,mean,PAGLO,2010-05-15,2023-10-29 03:12:37.646150,12,389170.0,0.02
CBT,median,PAGLO,2010-05-15,2023-10-29 03:12:37.646150,12,340680.0,0.02
CB_EQUIV,mean,PAGLO,2010-05-15,2023-10-29 03:12:37.646150,12,3.663,0.02
CB_EQUIV,median,PAGLO,2010-05-15,2023-10-29 03:12:37.646150,12,3.19,0.02
Indigencia,mean,PAGLO,2010-05-15,2023-10-29 03:12:37.646150,12,0.0848,0.02
Indigencia,sum,PAGLO,2010-05-15,2023-10-29 03:12:37.646150,12,87850.0,0.02
P47T_hogar,mean,PAGLO,2010-05-15,2023-10-29 03:12:37.646150,12,596490.0,0.02
P47T_hogar,median,PAGLO,2010-05-15,2023-10-29 03:12:37.646150,12,497160.0,0.02
P47T_hogar,q10,PAGLO,2010-05-15,2023-10-29 03:12:37.646150,12,177280.0,0.02
P47T_hogar,q25,PAGLO,2010-05-15,2023-10-29 03:12:37.646150,12,300740.0,0.02
P47T_hogar,q75,PAGLO,2010-05-15,2023-10-29 03:12:37.646150,12,758330.0,0.02
P47T_hogar,q90,PAGLO,2010-05-15,2023-10-29 03:12:37.646150,12,1074730.0,0.02
P47T_persona,mean,PAGLO,2010-05-15,2023-10-29 03:12:37.646150,12,1250.0,0.02
P47T_persona,median,PAGLO,2010-05-15,2023-10-29 03:12:37.646150,12,0.0,0.02
P47T_persona,q10,PAGLO,2010-05-15,2023-10-29 03:12:37.646150,12,0.0,0.02
P47T_persona,q25,PAGLO,2010-05-15,2023-10-29 03:12:37.646150,12,0.0,0.02
P47T_persona,q75,PAGLO,2010-05-15,2023-10-29 03:12:37.646150,12,0.0,0.02
P47T_persona,q90,PAGLO,2010-05-15,2023-10-29 03:12:37.646150,12,0.0,0.02
Pobreza,mean,PAGLO,2010-05-15,2023-10-29 03:12:37.646150,12,0.3327,0.02
Pobreza,sum,PAGLO,2010-05-15,2023-10-29 03:12:37.646150,12,344650.0,0.02
Total,mean,PAGLO,2010-05-15,2023-10-29 03:12:37.646150,12,1.0,0.02
Total,sum,PAGLO,2010-05-15,2023-10-29 03:12:37.646150,12,1036000.0,0.02
gap_indigencia,mean,PAGLO,2010-05-15,2023-10-29 03:12:37.646150,12,434020.0,0.02
gap_indigencia,median,PAGLO,2010-05-15,2023-10-29 03:12:37.646150,12,335200.0,0.02
gap_pobreza,mean,PAGLO,2010-05-15,2023-10-29 03:12:37.646150,12,207310.0,0.02
gap_pobreza,median,PAGLO,2010-05-15,2023-10-29 03:12:37.646150,12,122395.0,0.02
CBA,mean,PAGLO,2010-08-15,2023-10-29 03:18:32.614093,12,162470.0,0.02
CBA,median,PAGLO,2010-08-15,2023-10-29 03:18:32.614093,12,142340.0,0.02
CBT,mean,PAGLO,2010-08-15,2023-10-29 03:18:32.614093,12,389170.0,0.02
CBT,median,PAGLO,2010-08-15,2023-10-29 03:18:32.614093,12,340680.0,0.02
CB_EQUIV,mean,PAGLO,2010-08-15,2023-10-29 03:18:32.614093,12,3.663,0.02
CB_EQUIV,median,PAGLO,2010-08-15,2023-10-29 03:18:32.614093,12,3.19,0.02
Indigencia,mean,PAGLO,2010-08-15,2023-10-29 03:18:32.614093,12,0.0813,0.02
Indigencia,sum,PAGLO,2010-08-15,2023-10-29 03:18:32.614093,12,84200.0,0.02
P47T_hogar,mean,PAGLO,2010-08-15,2023-10-29 03:18:32.614093,12,660580.0,0.02
P47T_hogar,median,PAGLO,2010-08-15,2023-10-29 03:18:32.614093,12,555190.0,0.02
P47T_hogar,q10,PAGLO,2010-08-15,2023-10-29 03:18:32.614093,12,182920.0,0.02
P47T_hogar,q25,PAGLO,2010-08-15,2023-10-29 03:18:32.614093,12,339680.0,0.02
P47T_hogar,q75,PAGLO,2010-08-15,2023-10-29 03:18:32.614093,12,839350.0,0.02
P47T_hogar,q90,PAGLO,2010-08-15,2023-10-29 03:18:32.614093,12,1200720.0,0.02
P47T_persona,mean,PAGLO,2010-08-15,2023-10-29 03:18:32.614093,12,1460.0,0.02
P47T_persona,median,PAGLO,2010-08-15,2023-10-29 03:18:32.614093,12,0.0,0.02
P47T_persona,q10,PAGLO,2010-08-15,2023-10-29 03:18:32.614093,12,0.0,0.02
P47T_persona,q25,PAGLO,2010-08-15,2023-10-29 03:18:32.614093,12,0.0,0.02
P47T_persona,q75,PAGLO,2010-08-15,2023-10-29 03:18:32.614093,12,0.0,0.02
P47T_persona,q90,PAGLO,2010-08-15,2023-10-29 03:18:32.614093,12,0.0,0.02
Pobreza,mean,PAGLO,2010-08-15,2023-10-29 03:18:32.614093,12,0.2895,0.02
Pobreza,sum,PAGLO,2010-08-15,2023-10-29 03:18:32.614093,12,299900.0,0.02
Total,mean,PAGLO,2010-08-15,2023-10-29 03:18:32.614093,12,1.0,0.02
Total,sum,PAGLO,2010-08-15,2023-10-29 03:18:32.614093,12,1036000.0,0.02
gap_indigencia,mean,PAGLO,2010-08-15,2023-10-29 03:18:32.614093,12,498110.0,0.02
gap_indigencia,median,PAGLO,2010-08-15,2023-10-29 03:18:32.614093,12,388185.0,0.02
gap_pobreza,mean,PAGLO,2010-08-15,2023-10-29 03:18:32.614093,12,271410.0,0.02
gap_pobreza,median,PAGLO,2010-08-15,2023-10-29 03:18:32.614093,12,173330.0,0.02
CBA,mean,PAGLO,2010-11-15,2023-10-29 03:24:32.282550,12,162470.0,0.02
CBA,median,PAGLO,2010-11-15,2023-10-29 03:24:32.282550,12,142340.0,0.02
CBT,mean,PAGLO,2010-11-15,2023-10-29 03:24:32.282550,12,389170.0,0.02
CBT,median,PAGLO,2010-11-15,2023-10-29 03:24:32.282550,12,340680.0,0.02
CB_EQUIV,mean,PAGLO,2010-11-15,2023-10-29 03:24:32.282550,12,3.663,0.02
CB_EQUIV,median,PAGLO,2010-11-15,2023-10-29 03:24:32.282550,12,3.19,0.02
Indigencia,mean,PAGLO,2010-11-15,2023-10-29 03:24:32.282550,12,0.0804,0.02
Indigencia,sum,PAGLO,2010-11-15,2023-10-29 03:24:32.282550,12,83300.0,0.02
P47T_hogar,mean,PAGLO,2010-11-15,2023-10-29 03:24:32.282550,12,594700.0,0.02
P47T_hogar,median,PAGLO,2010-11-15,2023-10-29 03:24:32.282550,12,503600.0,0.02
P47T_hogar,q10,PAGLO,2010-11-15,2023-10-29 03:24:32.282550,12,185110.0,0.02
P47T_hogar,q25,PAGLO,2010-11-15,2023-10-29 03:24:32.282550,12,324390.0,0.02
P47T_hogar,q75,PAGLO,2010-11-15,2023-10-29 03:24:32.282550,12,750120.0,0.02
P47T_hogar,q90,PAGLO,2010-11-15,2023-10-29 03:24:32.282550,12,1042400.0,0.02
P47T_persona,mean,PAGLO,2010-11-15,2023-10-29 03:24:32.282550,12,1350.0,0.02
P47T_persona,median,PAGLO,2010-11-15,2023-10-29 03:24:32.282550,12,0.0,0.02
P47T_persona,q10,PAGLO,2010-11-15,2023-10-29 03:24:32.282550,12,0.0,0.02
P47T_persona,q25,PAGLO,2010-11-15,2023-10-29 03:24:32.282550,12,0.0,0.02
P47T_persona,q75,PAGLO,2010-11-15,2023-10-29 03:24:32.282550,12,0.0,0.02
P47T_persona,q90,PAGLO,2010-11-15,2023-10-29 03:24:32.282550,12,0.0,0.02
Pobreza,mean,PAGLO,2010-11-15,2023-10-29 03:24:32.282550,12,0.3145,0.02
Pobreza,sum,PAGLO,2010-11-15,2023-10-29 03:24:32.282550,12,325800.0,0.02
Total,mean,PAGLO,2010-11-15,2023-10-29 03:24:32.282550,12,1.0,0.02
Total,sum,PAGLO,2010-11-15,2023-10-29 03:24:32.282550,12,1036000.0,0.02
gap_indigencia,mean,PAGLO,2010-11-15,2023-10-29 03:24:32.282550,12,432240.0,0.02
gap_indigencia,median,PAGLO,2010-11-15,2023-10-29 03:24:32.282550,12,344120.0,0.02
gap_pobreza,mean,PAGLO,2010-11-15,2023-10-29 03:24:32.282550,12,205530.0,0.02
gap_pobreza,median,PAGLO,2010-11-15,2023-10-29 03:24:32.282550,12,131250.0,0.02
CBA,mean,PAGLO,2011-02-15,2023-10-29 03:30:47.769522,12,167400.0,0.02
CBA,median,PAGLO,2011-02-15,2023-10-29 03:30:47.769522,12,142340.0,0.02
CBT,mean,PAGLO,2011-02-15,2023-10-29 03:30:47.769522,12,400630.0,0.02
CBT,median,PAGLO,2011-02-15,2023-10-29 03:30:47.769522,12,340680.0,0.02
CB_EQUIV,mean,PAGLO,2011-02-15,2023-10-29 03:30:47.769522,12,3.773,0.02
CB_EQUIV,median,PAGLO,2011-02-15,2023-10-29 03:30:47.769522,12,3.19,0.02
Indigencia,mean,PAGLO,2011-02-15,2023-10-29 03:30:47.769522,12,0.069,0.02
Indigencia,sum,PAGLO,2011-02-15,2023-10-29 03:30:47.769522,12,72450.0,0.02
P47T_hogar,mean,PAGLO,2011-02-15,2023-10-29 03:30:47.769522,12,684170.0,0.02
P47T_hogar,median,PAGLO,2011-02-15,2023-10-29 03:30:47.769522,12,559400.0,0.02
P47T_hogar,q10,PAGLO,2011-02-15,2023-10-29 03:30:47.769522,12,204660.0,0.02
P47T_hogar,q25,PAGLO,2011-02-15,2023-10-29 03:30:47.769522,12,339680.0,0.02
P47T_hogar,q75,PAGLO,2011-02-15,2023-10-29 03:30:47.769522,12,828820.0,0.02
P47T_hogar,q90,PAGLO,2011-02-15,2023-10-29 03:30:47.769522,12,1188420.0,0.02
P47T_persona,mean,PAGLO,2011-02-15,2023-10-29 03:30:47.769522,12,1100.0,0.02
P47T_persona,median,PAGLO,2011-02-15,2023-10-29 03:30:47.769522,12,0.0,0.02
P47T_persona,q10,PAGLO,2011-02-15,2023-10-29 03:30:47.769522,12,0.0,0.02
P47T_persona,q25,PAGLO,2011-02-15,2023-10-29 03:30:47.769522,12,0.0,0.02
P47T_persona,q75,PAGLO,2011-02-15,2023-10-29 03:30:47.769522,12,0.0,0.02
P47T_persona,q90,PAGLO,2011-02-15,2023-10-29 03:30:47.769522,12,0.0,0.02
Pobreza,mean,PAGLO,2011-02-15,2023-10-29 03:30:47.769522,12,0.2752,0.02
Pobreza,sum,PAGLO,2011-02-15,2023-10-29 03:30:47.769522,12,289050.0,0.02
Total,mean,PAGLO,2011-02-15,2023-10-29 03:30:47.769522,12,1.0,0.02
Total,sum,PAGLO,2011-02-15,2023-10-29 03:30:47.769522,12,1050200.0,0.02
gap_indigencia,mean,PAGLO,2011-02-15,2023-10-29 03:30:47.769522,12,516770.0,0.02
gap_indigencia,median,PAGLO,2011-02-15,2023-10-29 03:30:47.769522,12,399900.0,0.02
gap_pobreza,mean,PAGLO,2011-02-15,2023-10-29 03:30:47.769522,12,283530.0,0.02
gap_pobreza,median,PAGLO,2011-02-15,2023-10-29 03:30:47.769522,12,187040.0,0.02
CBA,mean,PAGLO,2011-05-15,2023-10-29 03:37:16.013306,12,167400.0,0.02
CBA,median,PAGLO,2011-05-15,2023-10-29 03:37:16.013306,12,142340.0,0.02
CBT,mean,PAGLO,2011-05-15,2023-10-29 03:37:16.013306,12,400630.0,0.02
CBT,median,PAGLO,2011-05-15,2023-10-29 03:37:16.013306,12,340680.0,0.02
CB_EQUIV,mean,PAGLO,2011-05-15,2023-10-29 03:37:16.013306,12,3.773,0.02
CB_EQUIV,median,PAGLO,2011-05-15,2023-10-29 03:37:16.013306,12,3.19,0.02
Indigencia,mean,PAGLO,2011-05-15,2023-10-29 03:37:16.013306,12,0.0798,0.02
Indigencia,sum,PAGLO,2011-05-15,2023-10-29 03:37:16.013306,12,83850.0,0.02
P47T_hogar,mean,PAGLO,2011-05-15,2023-10-29 03:37:16.013306,12,643480.0,0.02
P47T_hogar,median,PAGLO,2011-05-15,2023-10-29 03:37:16.013306,12,526120.0,0.02
P47T_hogar,q10,PAGLO,2011-05-15,2023-10-29 03:37:16.013306,12,182440.0,0.02
P47T_hogar,q25,PAGLO,2011-05-15,2023-10-29 03:37:16.013306,12,321500.0,0.02
P47T_hogar,q75,PAGLO,2011-05-15,2023-10-29 03:37:16.013306,12,789520.0,0.02
P47T_hogar,q90,PAGLO,2011-05-15,2023-10-29 03:37:16.013306,12,1105110.0,0.02
P47T_persona,mean,PAGLO,2011-05-15,2023-10-29 03:37:16.013306,12,1190.0,0.02
P47T_persona,median,PAGLO,2011-05-15,2023-10-29 03:37:16.013306,12,0.0,0.02
P47T_persona,q10,PAGLO,2011-05-15,2023-10-29 03:37:16.013306,12,0.0,0.02
P47T_persona,q25,PAGLO,2011-05-15,2023-10-29 03:37:16.013306,12,0.0,0.02
P47T_persona,q75,PAGLO,2011-05-15,2023-10-29 03:37:16.013306,12,0.0,0.02
P47T_persona,q90,PAGLO,2011-05-15,2023-10-29 03:37:16.013306,12,0.0,0.02
Pobreza,mean,PAGLO,2011-05-15,2023-10-29 03:37:16.013306,12,0.3084,0.02
Pobreza,sum,PAGLO,2011-05-15,2023-10-29 03:37:16.013306,12,323850.0,0.02
Total,mean,PAGLO,2011-05-15,2023-10-29 03:37:16.013306,12,1.0,0.02
Total,sum,PAGLO,2011-05-15,2023-10-29 03:37:16.013306,12,1050200.0,0.02
gap_indigencia,mean,PAGLO,2011-05-15,2023-10-29 03:37:16.013306,12,476080.0,0.02
gap_indigencia,median,PAGLO,2011-05-15,2023-10-29 03:37:16.013306,12,360810.0,0.02
gap_pobreza,mean,PAGLO,2011-05-15,2023-10-29 03:37:16.013306,12,242850.0,0.02
gap_pobreza,median,PAGLO,2011-05-15,2023-10-29 03:37:16.013306,12,147810.0,0.02
CBA,mean,PAGLO,2011-08-15,2023-10-29 03:42:20.718594,12,167400.0,0.02
CBA,median,PAGLO,2011-08-15,2023-10-29 03:42:20.718594,12,142340.0,0.02
CBT,mean,PAGLO,2011-08-15,2023-10-29 03:42:20.718594,12,400630.0,0.02
CBT,median,PAGLO,2011-08-15,2023-10-29 03:42:20.718594,12,340680.0,0.02
CB_EQUIV,mean,PAGLO,2011-08-15,2023-10-29 03:42:20.718594,12,3.773,0.02
CB_EQUIV,median,PAGLO,2011-08-15,2023-10-29 03:42:20.718594,12,3.19,0.02
Indigencia,mean,PAGLO,2011-08-15,2023-10-29 03:42:20.718594,12,0.0701,0.02
Indigencia,sum,PAGLO,2011-08-15,2023-10-29 03:42:20.718594,12,73600.0,0.02
P47T_hogar,mean,PAGLO,2011-08-15,2023-10-29 03:42:20.718594,12,720750.0,0.02
P47T_hogar,median,PAGLO,2011-08-15,2023-10-29 03:42:20.718594,12,576880.0,0.02
P47T_hogar,q10,PAGLO,2011-08-15,2023-10-29 03:42:20.718594,12,204660.0,0.02
P47T_hogar,q25,PAGLO,2011-08-15,2023-10-29 03:42:20.718594,12,355690.0,0.02
P47T_hogar,q75,PAGLO,2011-08-15,2023-10-29 03:42:20.718594,12,864530.0,0.02
P47T_hogar,q90,PAGLO,2011-08-15,2023-10-29 03:42:20.718594,12,1185640.0,0.02
P47T_persona,mean,PAGLO,2011-08-15,2023-10-29 03:42:20.718594,12,1220.0,0.02
P47T_persona,median,PAGLO,2011-08-15,2023-10-29 03:42:20.718594,12,0.0,0.02
P47T_persona,q10,PAGLO,2011-08-15,2023-10-29 03:42:20.718594,12,0.0,0.02
P47T_persona,q25,PAGLO,2011-08-15,2023-10-29 03:42:20.718594,12,0.0,0.02
P47T_persona,q75,PAGLO,2011-08-15,2023-10-29 03:42:20.718594,12,0.0,0.02
P47T_persona,q90,PAGLO,2011-08-15,2023-10-29 03:42:20.718594,12,0.0,0.02
Pobreza,mean,PAGLO,2011-08-15,2023-10-29 03:42:20.718594,12,0.2569,0.02
Pobreza,sum,PAGLO,2011-08-15,2023-10-29 03:42:20.718594,12,269800.0,0.02
Total,mean,PAGLO,2011-08-15,2023-10-29 03:42:20.718594,12,1.0,0.02
Total,sum,PAGLO,2011-08-15,2023-10-29 03:42:20.718594,12,1050200.0,0.02
gap_indigencia,mean,PAGLO,2011-08-15,2023-10-29 03:42:20.718594,12,553350.0,0.02
gap_indigencia,median,PAGLO,2011-08-15,2023-10-29 03:42:20.718594,12,413700.0,0.02
gap_pobreza,mean,PAGLO,2011-08-15,2023-10-29 03:42:20.718594,12,320110.0,0.02
gap_pobreza,median,PAGLO,2011-08-15,2023-10-29 03:42:20.718594,12,198415.0,0.02
CBA,mean,PAGLO,2011-11-15,2023-10-29 03:47:17.840165,12,167400.0,0.02
CBA,median,PAGLO,2011-11-15,2023-10-29 03:47:17.840165,12,142340.0,0.02
CBT,mean,PAGLO,2011-11-15,2023-10-29 03:47:17.840165,12,400630.0,0.02
CBT,median,PAGLO,2011-11-15,2023-10-29 03:47:17.840165,12,340680.0,0.02
CB_EQUIV,mean,PAGLO,2011-11-15,2023-10-29 03:47:17.840165,12,3.773,0.02
CB_EQUIV,median,PAGLO,2011-11-15,2023-10-29 03:47:17.840165,12,3.19,0.02
Indigencia,mean,PAGLO,2011-11-15,2023-10-29 03:47:17.840165,12,0.0737,0.02
Indigencia,sum,PAGLO,2011-11-15,2023-10-29 03:47:17.840165,12,77450.0,0.02
P47T_hogar,mean,PAGLO,2011-11-15,2023-10-29 03:47:17.840165,12,664630.0,0.02
P47T_hogar,median,PAGLO,2011-11-15,2023-10-29 03:47:17.840165,12,543970.0,0.02
P47T_hogar,q10,PAGLO,2011-11-15,2023-10-29 03:47:17.840165,12,200040.0,0.02
P47T_hogar,q25,PAGLO,2011-11-15,2023-10-29 03:47:17.840165,12,324390.0,0.02
P47T_hogar,q75,PAGLO,2011-11-15,2023-10-29 03:47:17.840165,12,811770.0,0.02
P47T_hogar,q90,PAGLO,2011-11-15,2023-10-29 03:47:17.840165,12,1105410.0,0.02
P47T_persona,mean,PAGLO,2011-11-15,2023-10-29 03:47:17.840165,12,1300.0,0.02
P47T_persona,median,PAGLO,2011-11-15,2023-10-29 03:47:17.840165,12,0.0,0.02
P47T_persona,q10,PAGLO,2011-11-15,2023-10-29 03:47:17.840165,12,0.0,0.02
P47T_persona,q25,PAGLO,2011-11-15,2023-10-29 03:47:17.840165,12,0.0,0.02
P47T_persona,q75,PAGLO,2011-11-15,2023-10-29 03:47:17.840165,12,0.0,0.02
P47T_persona,q90,PAGLO,2011-11-15,2023-10-29 03:47:17.840165,12,0.0,0.02
Pobreza,mean,PAGLO,2011-11-15,2023-10-29 03:47:17.840165,12,0.29,0.02
Pobreza,sum,PAGLO,2011-11-15,2023-10-29 03:47:17.840165,12,304550.0,0.02
Total,mean,PAGLO,2011-11-15,2023-10-29 03:47:17.840165,12,1.0,0.02
Total,sum,PAGLO,2011-11-15,2023-10-29 03:47:17.840165,12,1050200.0,0.02
gap_indigencia,mean,PAGLO,2011-11-15,2023-10-29 03:47:17.840165,12,497230.0,0.02
gap_indigencia,median,PAGLO,2011-11-15,2023-10-29 03:47:17.840165,12,378455.0,0.02
