observable,sintetico,base,Q,timestamp,PROV,valor,frac
P47T_persona,q10,M24,2022-11-15,2023-10-29 08:41:29.782015,18,11750.0,0.02
P47T_persona,q10,M24,2023-02-15,2023-10-29 13:10:10.408126,22,34730.0,0.02
P47T_persona,q25,M24,2022-11-15,2023-10-29 08:41:29.782015,18,69330.0,0.02
P47T_persona,q25,M24,2023-02-15,2023-10-29 13:10:10.408126,22,77790.0,0.02
P47T_persona,q75,M24,2022-11-15,2023-10-29 08:41:29.782015,18,195450.0,0.02
P47T_persona,q75,M24,2023-02-15,2023-10-29 13:10:10.408126,22,214310.0,0.02
P47T_persona,q90,M24,2022-11-15,2023-10-29 08:41:29.782015,18,302730.0,0.02
P47T_persona,q90,M24,2023-02-15,2023-10-29 13:10:10.408126,22,276090.0,0.02
Pobreza,mean,M24,2022-11-15,2023-10-29 08:41:29.782015,18,0.4032,0.02
Pobreza,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,22,0.4144,0.02
Pobreza,sum,M24,2022-11-15,2023-10-29 08:41:29.782015,18,237750.0,0.02
Pobreza,sum,M24,2023-02-15,2023-10-29 13:10:10.408126,22,265450.0,0.02
Total,mean,M24,2022-11-15,2023-10-29 08:41:29.782015,18,1.0,0.02
Total,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,22,1.0,0.02
Total,sum,M24,2022-11-15,2023-10-29 08:41:29.782015,18,589600.0,0.02
Total,sum,M24,2023-02-15,2023-10-29 13:10:10.408126,22,640500.0,0.02
gap_indigencia,mean,M24,2022-11-15,2023-10-29 08:41:29.782015,18,280010.0,0.02
gap_indigencia,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,22,721660.0,0.02
gap_indigencia,median,M24,2022-11-15,2023-10-29 08:41:29.782015,18,183435.0,0.02
gap_indigencia,median,M24,2023-02-15,2023-10-29 13:10:10.408126,22,179060.0,0.02
gap_pobreza,mean,M24,2022-11-15,2023-10-29 08:41:29.782015,18,111140.0,0.02
gap_pobreza,mean,M24,2023-02-15,2023-10-29 13:10:10.408126,22,442200.0,0.02
gap_pobreza,median,M24,2022-11-15,2023-10-29 08:41:29.782015,18,46055.0,0.02
gap_pobreza,median,M24,2023-02-15,2023-10-29 13:10:10.408126,22,43990.0,0.02
CBA,mean,M24,2003-08-15,2023-10-29 01:35:47.861943,22,136570.0,0.02
CBA,median,M24,2003-08-15,2023-10-29 01:35:47.861943,22,127410.0,0.02
CBT,mean,M24,2003-08-15,2023-10-29 01:35:47.861943,22,306000.0,0.02
CBT,median,M24,2003-08-15,2023-10-29 01:35:47.861943,22,285470.0,0.02
CB_EQUIV,mean,M24,2003-08-15,2023-10-29 01:35:47.861943,22,3.355,0.02
CB_EQUIV,median,M24,2003-08-15,2023-10-29 01:35:47.861943,22,3.13,0.02
Indigencia,mean,M24,2003-08-15,2023-10-29 01:35:47.861943,22,0.3503,0.02
Indigencia,sum,M24,2003-08-15,2023-10-29 01:35:47.861943,22,175750.0,0.02
P47T_hogar,mean,M24,2003-08-15,2023-10-29 01:35:47.861943,22,251930.0,0.02
P47T_hogar,median,M24,2003-08-15,2023-10-29 01:35:47.861943,22,192170.0,0.02
P47T_hogar,q10,M24,2003-08-15,2023-10-29 01:35:47.861943,22,21400.0,0.02
P47T_hogar,q25,M24,2003-08-15,2023-10-29 01:35:47.861943,22,78100.0,0.02
P47T_hogar,q75,M24,2003-08-15,2023-10-29 01:35:47.861943,22,355490.0,0.02
P47T_hogar,q90,M24,2003-08-15,2023-10-29 01:35:47.861943,22,550180.0,0.02
P47T_persona,mean,M24,2003-08-15,2023-10-29 01:35:47.861943,22,103910.0,0.02
P47T_persona,median,M24,2003-08-15,2023-10-29 01:35:47.861943,22,69330.0,0.02
P47T_persona,q10,M24,2003-08-15,2023-10-29 01:35:47.861943,22,0.0,0.02
P47T_persona,q25,M24,2003-08-15,2023-10-29 01:35:47.861943,22,0.0,0.02
P47T_persona,q75,M24,2003-08-15,2023-10-29 01:35:47.861943,22,178250.0,0.02
P47T_persona,q90,M24,2003-08-15,2023-10-29 01:35:47.861943,22,240460.0,0.02
Pobreza,mean,M24,2003-08-15,2023-10-29 01:35:47.861943,22,0.6349,0.02
Pobreza,sum,M24,2003-08-15,2023-10-29 01:35:47.861943,22,318550.0,0.02
Total,mean,M24,2003-08-15,2023-10-29 01:35:47.861943,22,1.0,0.02
Total,sum,M24,2003-08-15,2023-10-29 01:35:47.861943,22,501700.0,0.02
gap_indigencia,mean,M24,2003-08-15,2023-10-29 01:35:47.861943,22,115360.0,0.02
gap_indigencia,median,M24,2003-08-15,2023-10-29 01:35:47.861943,22,66690.0,0.02
gap_pobreza,mean,M24,2003-08-15,2023-10-29 01:35:47.861943,22,-54070.0,0.02
gap_pobreza,median,M24,2003-08-15,2023-10-29 01:35:47.861943,22,-71290.0,0.02
CBA,mean,M24,2003-11-15,2023-10-29 01:36:51.452271,22,136570.0,0.02
CBA,median,M24,2003-11-15,2023-10-29 01:36:51.452271,22,127410.0,0.02
CBT,mean,M24,2003-11-15,2023-10-29 01:36:51.452271,22,306000.0,0.02
CBT,median,M24,2003-11-15,2023-10-29 01:36:51.452271,22,285470.0,0.02
CB_EQUIV,mean,M24,2003-11-15,2023-10-29 01:36:51.452271,22,3.355,0.02
CB_EQUIV,median,M24,2003-11-15,2023-10-29 01:36:51.452271,22,3.13,0.02
Indigencia,mean,M24,2003-11-15,2023-10-29 01:36:51.452271,22,0.3263,0.02
Indigencia,sum,M24,2003-11-15,2023-10-29 01:36:51.452271,22,163700.0,0.02
P47T_hogar,mean,M24,2003-11-15,2023-10-29 01:36:51.452271,22,272750.0,0.02
P47T_hogar,median,M24,2003-11-15,2023-10-29 01:36:51.452271,22,204660.0,0.02
P47T_hogar,q10,M24,2003-11-15,2023-10-29 01:36:51.452271,22,35540.0,0.02
P47T_hogar,q25,M24,2003-11-15,2023-10-29 01:36:51.452271,22,93530.0,0.02
P47T_hogar,q75,M24,2003-11-15,2023-10-29 01:36:51.452271,22,363970.0,0.02
P47T_hogar,q90,M24,2003-11-15,2023-10-29 01:36:51.452271,22,563530.0,0.02
P47T_persona,mean,M24,2003-11-15,2023-10-29 01:36:51.452271,22,111030.0,0.02
P47T_persona,median,M24,2003-11-15,2023-10-29 01:36:51.452271,22,70940.0,0.02
P47T_persona,q10,M24,2003-11-15,2023-10-29 01:36:51.452271,22,0.0,0.02
P47T_persona,q25,M24,2003-11-15,2023-10-29 01:36:51.452271,22,0.0,0.02
P47T_persona,q75,M24,2003-11-15,2023-10-29 01:36:51.452271,22,178250.0,0.02
P47T_persona,q90,M24,2003-11-15,2023-10-29 01:36:51.452271,22,263670.0,0.02
Pobreza,mean,M24,2003-11-15,2023-10-29 01:36:51.452271,22,0.6237,0.02
Pobreza,sum,M24,2003-11-15,2023-10-29 01:36:51.452271,22,312900.0,0.02
Total,mean,M24,2003-11-15,2023-10-29 01:36:51.452271,22,1.0,0.02
Total,sum,M24,2003-11-15,2023-10-29 01:36:51.452271,22,501700.0,0.02
gap_indigencia,mean,M24,2003-11-15,2023-10-29 01:36:51.452271,22,136180.0,0.02
gap_indigencia,median,M24,2003-11-15,2023-10-29 01:36:51.452271,22,74140.0,0.02
gap_pobreza,mean,M24,2003-11-15,2023-10-29 01:36:51.452271,22,-33250.0,0.02
gap_pobreza,median,M24,2003-11-15,2023-10-29 01:36:51.452271,22,-66890.0,0.02
CBA,mean,M24,2004-02-15,2023-10-29 01:38:03.380189,22,170670.0,0.02
CBA,median,M24,2004-02-15,2023-10-29 01:38:03.380189,22,128220.0,0.02
CBT,mean,M24,2004-02-15,2023-10-29 01:38:03.380189,22,382410.0,0.02
CBT,median,M24,2004-02-15,2023-10-29 01:38:03.380189,22,287290.0,0.02
CB_EQUIV,mean,M24,2004-02-15,2023-10-29 01:38:03.380189,22,4.193,0.02
CB_EQUIV,median,M24,2004-02-15,2023-10-29 01:38:03.380189,22,3.15,0.02
Indigencia,mean,M24,2004-02-15,2023-10-29 01:38:03.380189,22,0.3105,0.02
Indigencia,sum,M24,2004-02-15,2023-10-29 01:38:03.380189,22,161800.0,0.02
P47T_hogar,mean,M24,2004-02-15,2023-10-29 01:38:03.380189,22,454210.0,0.02
P47T_hogar,median,M24,2004-02-15,2023-10-29 01:38:03.380189,22,214310.0,0.02
P47T_hogar,q10,M24,2004-02-15,2023-10-29 01:38:03.380189,22,51380.0,0.02
P47T_hogar,q25,M24,2004-02-15,2023-10-29 01:38:03.380189,22,102540.0,0.02
P47T_hogar,q75,M24,2004-02-15,2023-10-29 01:38:03.380189,22,396250.0,0.02
P47T_hogar,q90,M24,2004-02-15,2023-10-29 01:38:03.380189,22,647670.0,0.02
P47T_persona,mean,M24,2004-02-15,2023-10-29 01:38:03.380189,22,117650.0,0.02
P47T_persona,median,M24,2004-02-15,2023-10-29 01:38:03.380189,22,72600.0,0.02
P47T_persona,q10,M24,2004-02-15,2023-10-29 01:38:03.380189,22,0.0,0.02
P47T_persona,q25,M24,2004-02-15,2023-10-29 01:38:03.380189,22,0.0,0.02
P47T_persona,q75,M24,2004-02-15,2023-10-29 01:38:03.380189,22,182400.0,0.02
P47T_persona,q90,M24,2004-02-15,2023-10-29 01:38:03.380189,22,263670.0,0.02
Pobreza,mean,M24,2004-02-15,2023-10-29 01:38:03.380189,22,0.5935,0.02
Pobreza,sum,M24,2004-02-15,2023-10-29 01:38:03.380189,22,309300.0,0.02
Total,mean,M24,2004-02-15,2023-10-29 01:38:03.380189,22,1.0,0.02
Total,sum,M24,2004-02-15,2023-10-29 01:38:03.380189,22,521150.0,0.02
gap_indigencia,mean,M24,2004-02-15,2023-10-29 01:38:03.380189,22,283540.0,0.02
gap_indigencia,median,M24,2004-02-15,2023-10-29 01:38:03.380189,22,84550.0,0.02
gap_pobreza,mean,M24,2004-02-15,2023-10-29 01:38:03.380189,22,71800.0,0.02
gap_pobreza,median,M24,2004-02-15,2023-10-29 01:38:03.380189,22,-51580.0,0.02
CBA,mean,M24,2004-05-15,2023-10-29 01:39:27.113194,22,170670.0,0.02
CBA,median,M24,2004-05-15,2023-10-29 01:39:27.113194,22,128220.0,0.02
CBT,mean,M24,2004-05-15,2023-10-29 01:39:27.113194,22,382410.0,0.02
CBT,median,M24,2004-05-15,2023-10-29 01:39:27.113194,22,287290.0,0.02
CB_EQUIV,mean,M24,2004-05-15,2023-10-29 01:39:27.113194,22,4.193,0.02
CB_EQUIV,median,M24,2004-05-15,2023-10-29 01:39:27.113194,22,3.15,0.02
Indigencia,mean,M24,2004-05-15,2023-10-29 01:39:27.113194,22,0.3237,0.02
Indigencia,sum,M24,2004-05-15,2023-10-29 01:39:27.113194,22,168700.0,0.02
P47T_hogar,mean,M24,2004-05-15,2023-10-29 01:39:27.113194,22,391390.0,0.02
P47T_hogar,median,M24,2004-05-15,2023-10-29 01:39:27.113194,22,200000.0,0.02
P47T_hogar,q10,M24,2004-05-15,2023-10-29 01:39:27.113194,22,41760.0,0.02
P47T_hogar,q25,M24,2004-05-15,2023-10-29 01:39:27.113194,22,89320.0,0.02
P47T_hogar,q75,M24,2004-05-15,2023-10-29 01:39:27.113194,22,360430.0,0.02
P47T_hogar,q90,M24,2004-05-15,2023-10-29 01:39:27.113194,22,562470.0,0.02
P47T_persona,mean,M24,2004-05-15,2023-10-29 01:39:27.113194,22,106440.0,0.02
P47T_persona,median,M24,2004-05-15,2023-10-29 01:39:27.113194,22,69330.0,0.02
P47T_persona,q10,M24,2004-05-15,2023-10-29 01:39:27.113194,22,0.0,0.02
P47T_persona,q25,M24,2004-05-15,2023-10-29 01:39:27.113194,22,0.0,0.02
P47T_persona,q75,M24,2004-05-15,2023-10-29 01:39:27.113194,22,182400.0,0.02
P47T_persona,q90,M24,2004-05-15,2023-10-29 01:39:27.113194,22,246070.0,0.02
Pobreza,mean,M24,2004-05-15,2023-10-29 01:39:27.113194,22,0.6185,0.02
Pobreza,sum,M24,2004-05-15,2023-10-29 01:39:27.113194,22,322350.0,0.02
Total,mean,M24,2004-05-15,2023-10-29 01:39:27.113194,22,1.0,0.02
Total,sum,M24,2004-05-15,2023-10-29 01:39:27.113194,22,521150.0,0.02
gap_indigencia,mean,M24,2004-05-15,2023-10-29 01:39:27.113194,22,220720.0,0.02
gap_indigencia,median,M24,2004-05-15,2023-10-29 01:39:27.113194,22,71060.0,0.02
gap_pobreza,mean,M24,2004-05-15,2023-10-29 01:39:27.113194,22,8980.0,0.02
gap_pobreza,median,M24,2004-05-15,2023-10-29 01:39:27.113194,22,-64030.0,0.02
CBA,mean,M24,2004-08-15,2023-10-29 01:41:11.731116,22,170670.0,0.02
CBA,median,M24,2004-08-15,2023-10-29 01:41:11.731116,22,128220.0,0.02
CBT,mean,M24,2004-08-15,2023-10-29 01:41:11.731116,22,382410.0,0.02
CBT,median,M24,2004-08-15,2023-10-29 01:41:11.731116,22,287290.0,0.02
CB_EQUIV,mean,M24,2004-08-15,2023-10-29 01:41:11.731116,22,4.193,0.02
CB_EQUIV,median,M24,2004-08-15,2023-10-29 01:41:11.731116,22,3.15,0.02
Indigencia,mean,M24,2004-08-15,2023-10-29 01:41:11.731116,22,0.3035,0.02
Indigencia,sum,M24,2004-08-15,2023-10-29 01:41:11.731116,22,158150.0,0.02
P47T_hogar,mean,M24,2004-08-15,2023-10-29 01:41:11.731116,22,512070.0,0.02
P47T_hogar,median,M24,2004-08-15,2023-10-29 01:41:11.731116,22,219460.0,0.02
P47T_hogar,q10,M24,2004-08-15,2023-10-29 01:41:11.731116,22,51380.0,0.02
P47T_hogar,q25,M24,2004-08-15,2023-10-29 01:41:11.731116,22,102770.0,0.02
P47T_hogar,q75,M24,2004-08-15,2023-10-29 01:41:11.731116,22,401340.0,0.02
P47T_hogar,q90,M24,2004-08-15,2023-10-29 01:41:11.731116,22,648130.0,0.02
P47T_persona,mean,M24,2004-08-15,2023-10-29 01:41:11.731116,22,122930.0,0.02
P47T_persona,median,M24,2004-08-15,2023-10-29 01:41:11.731116,22,67750.0,0.02
P47T_persona,q10,M24,2004-08-15,2023-10-29 01:41:11.731116,22,0.0,0.02
P47T_persona,q25,M24,2004-08-15,2023-10-29 01:41:11.731116,22,0.0,0.02
P47T_persona,q75,M24,2004-08-15,2023-10-29 01:41:11.731116,22,182400.0,0.02
P47T_persona,q90,M24,2004-08-15,2023-10-29 01:41:11.731116,22,269810.0,0.02
Pobreza,mean,M24,2004-08-15,2023-10-29 01:41:11.731116,22,0.5787,0.02
Pobreza,sum,M24,2004-08-15,2023-10-29 01:41:11.731116,22,301600.0,0.02
Total,mean,M24,2004-08-15,2023-10-29 01:41:11.731116,22,1.0,0.02
Total,sum,M24,2004-08-15,2023-10-29 01:41:11.731116,22,521150.0,0.02
gap_indigencia,mean,M24,2004-08-15,2023-10-29 01:41:11.731116,22,341390.0,0.02
gap_indigencia,median,M24,2004-08-15,2023-10-29 01:41:11.731116,22,89520.0,0.02
gap_pobreza,mean,M24,2004-08-15,2023-10-29 01:41:11.731116,22,129660.0,0.02
gap_pobreza,median,M24,2004-08-15,2023-10-29 01:41:11.731116,22,-49960.0,0.02
CBA,mean,M24,2004-11-15,2023-10-29 01:42:53.675674,22,170670.0,0.02
CBA,median,M24,2004-11-15,2023-10-29 01:42:53.675674,22,128220.0,0.02
CBT,mean,M24,2004-11-15,2023-10-29 01:42:53.675674,22,382410.0,0.02
CBT,median,M24,2004-11-15,2023-10-29 01:42:53.675674,22,287290.0,0.02
CB_EQUIV,mean,M24,2004-11-15,2023-10-29 01:42:53.675674,22,4.193,0.02
CB_EQUIV,median,M24,2004-11-15,2023-10-29 01:42:53.675674,22,3.15,0.02
Indigencia,mean,M24,2004-11-15,2023-10-29 01:42:53.675674,22,0.2924,0.02
Indigencia,sum,M24,2004-11-15,2023-10-29 01:42:53.675674,22,152400.0,0.02
P47T_hogar,mean,M24,2004-11-15,2023-10-29 01:42:53.675674,22,530070.0,0.02
P47T_hogar,median,M24,2004-11-15,2023-10-29 01:42:53.675674,22,223690.0,0.02
P47T_hogar,q10,M24,2004-11-15,2023-10-29 01:42:53.675674,22,50210.0,0.02
P47T_hogar,q25,M24,2004-11-15,2023-10-29 01:42:53.675674,22,104950.0,0.02
P47T_hogar,q75,M24,2004-11-15,2023-10-29 01:42:53.675674,22,387570.0,0.02
P47T_hogar,q90,M24,2004-11-15,2023-10-29 01:42:53.675674,22,608450.0,0.02
P47T_persona,mean,M24,2004-11-15,2023-10-29 01:42:53.675674,22,119590.0,0.02
P47T_persona,median,M24,2004-11-15,2023-10-29 01:42:53.675674,22,81460.0,0.02
P47T_persona,q10,M24,2004-11-15,2023-10-29 01:42:53.675674,22,0.0,0.02
P47T_persona,q25,M24,2004-11-15,2023-10-29 01:42:53.675674,22,0.0,0.02
P47T_persona,q75,M24,2004-11-15,2023-10-29 01:42:53.675674,22,174190.0,0.02
P47T_persona,q90,M24,2004-11-15,2023-10-29 01:42:53.675674,22,246070.0,0.02
Pobreza,mean,M24,2004-11-15,2023-10-29 01:42:53.675674,22,0.5853,0.02
Pobreza,sum,M24,2004-11-15,2023-10-29 01:42:53.675674,22,305050.0,0.02
Total,mean,M24,2004-11-15,2023-10-29 01:42:53.675674,22,1.0,0.02
Total,sum,M24,2004-11-15,2023-10-29 01:42:53.675674,22,521150.0,0.02
gap_indigencia,mean,M24,2004-11-15,2023-10-29 01:42:53.675674,22,359400.0,0.02
gap_indigencia,median,M24,2004-11-15,2023-10-29 01:42:53.675674,22,93690.0,0.02
gap_pobreza,mean,M24,2004-11-15,2023-10-29 01:42:53.675674,22,147660.0,0.02
gap_pobreza,median,M24,2004-11-15,2023-10-29 01:42:53.675674,22,-45440.0,0.02
CBA,mean,M24,2005-02-15,2023-10-29 01:44:39.327302,22,141530.0,0.02
CBA,median,M24,2005-02-15,2023-10-29 01:44:39.327302,22,127205.0,0.02
CBT,mean,M24,2005-02-15,2023-10-29 01:44:39.327302,22,317100.0,0.02
CBT,median,M24,2005-02-15,2023-10-29 01:44:39.327302,22,285015.0,0.02
CB_EQUIV,mean,M24,2005-02-15,2023-10-29 01:44:39.327302,22,3.477,0.02
CB_EQUIV,median,M24,2005-02-15,2023-10-29 01:44:39.327302,22,3.125,0.02
Indigencia,mean,M24,2005-02-15,2023-10-29 01:44:39.327302,22,0.2634,0.02
Indigencia,sum,M24,2005-02-15,2023-10-29 01:44:39.327302,22,138450.0,0.02
P47T_hogar,mean,M24,2005-02-15,2023-10-29 01:44:39.327302,22,350510.0,0.02
P47T_hogar,median,M24,2005-02-15,2023-10-29 01:44:39.327302,22,256210.0,0.02
P47T_hogar,q10,M24,2005-02-15,2023-10-29 01:44:39.327302,22,49070.0,0.02
P47T_hogar,q25,M24,2005-02-15,2023-10-29 01:44:39.327302,22,115080.0,0.02
P47T_hogar,q75,M24,2005-02-15,2023-10-29 01:44:39.327302,22,438660.0,0.02
P47T_hogar,q90,M24,2005-02-15,2023-10-29 01:44:39.327302,22,704230.0,0.02
P47T_persona,mean,M24,2005-02-15,2023-10-29 01:44:39.327302,22,134390.0,0.02
P47T_persona,median,M24,2005-02-15,2023-10-29 01:44:39.327302,22,83360.0,0.02
P47T_persona,q10,M24,2005-02-15,2023-10-29 01:44:39.327302,22,0.0,0.02
P47T_persona,q25,M24,2005-02-15,2023-10-29 01:44:39.327302,22,0.0,0.02
P47T_persona,q75,M24,2005-02-15,2023-10-29 01:44:39.327302,22,224410.0,0.02
P47T_persona,q90,M24,2005-02-15,2023-10-29 01:44:39.327302,22,295840.0,0.02
Pobreza,mean,M24,2005-02-15,2023-10-29 01:44:39.327302,22,0.5449,0.02
Pobreza,sum,M24,2005-02-15,2023-10-29 01:44:39.327302,22,286400.0,0.02
Total,mean,M24,2005-02-15,2023-10-29 01:44:39.327302,22,1.0,0.02
Total,sum,M24,2005-02-15,2023-10-29 01:44:39.327302,22,525600.0,0.02
gap_indigencia,mean,M24,2005-02-15,2023-10-29 01:44:39.327302,22,208990.0,0.02
gap_indigencia,median,M24,2005-02-15,2023-10-29 01:44:39.327302,22,121120.0,0.02
gap_pobreza,mean,M24,2005-02-15,2023-10-29 01:44:39.327302,22,33410.0,0.02
gap_pobreza,median,M24,2005-02-15,2023-10-29 01:44:39.327302,22,-23625.0,0.02
CBA,mean,M24,2005-05-15,2023-10-29 01:47:06.999255,22,141530.0,0.02
CBA,median,M24,2005-05-15,2023-10-29 01:47:06.999255,22,127205.0,0.02
CBT,mean,M24,2005-05-15,2023-10-29 01:47:06.999255,22,317100.0,0.02
CBT,median,M24,2005-05-15,2023-10-29 01:47:06.999255,22,285015.0,0.02
CB_EQUIV,mean,M24,2005-05-15,2023-10-29 01:47:06.999255,22,3.477,0.02
CB_EQUIV,median,M24,2005-05-15,2023-10-29 01:47:06.999255,22,3.125,0.02
Indigencia,mean,M24,2005-05-15,2023-10-29 01:47:06.999255,22,0.289,0.02
Indigencia,sum,M24,2005-05-15,2023-10-29 01:47:06.999255,22,151900.0,0.02
P47T_hogar,mean,M24,2005-05-15,2023-10-29 01:47:06.999255,22,305900.0,0.02
P47T_hogar,median,M24,2005-05-15,2023-10-29 01:47:06.999255,22,224410.0,0.02
P47T_hogar,q10,M24,2005-05-15,2023-10-29 01:47:06.999255,22,47950.0,0.02
P47T_hogar,q25,M24,2005-05-15,2023-10-29 01:47:06.999255,22,110920.0,0.02
P47T_hogar,q75,M24,2005-05-15,2023-10-29 01:47:06.999255,22,386890.0,0.02
P47T_hogar,q90,M24,2005-05-15,2023-10-29 01:47:06.999255,22,615730.0,0.02
P47T_persona,mean,M24,2005-05-15,2023-10-29 01:47:06.999255,22,116870.0,0.02
P47T_persona,median,M24,2005-05-15,2023-10-29 01:47:06.999255,22,79600.0,0.02
P47T_persona,q10,M24,2005-05-15,2023-10-29 01:47:06.999255,22,0.0,0.02
P47T_persona,q25,M24,2005-05-15,2023-10-29 01:47:06.999255,22,0.0,0.02
P47T_persona,q75,M24,2005-05-15,2023-10-29 01:47:06.999255,22,182400.0,0.02
P47T_persona,q90,M24,2005-05-15,2023-10-29 01:47:06.999255,22,257660.0,0.02
Pobreza,mean,M24,2005-05-15,2023-10-29 01:47:06.999255,22,0.5933,0.02
Pobreza,sum,M24,2005-05-15,2023-10-29 01:47:06.999255,22,311850.0,0.02
Total,mean,M24,2005-05-15,2023-10-29 01:47:06.999255,22,1.0,0.02
Total,sum,M24,2005-05-15,2023-10-29 01:47:06.999255,22,525600.0,0.02
gap_indigencia,mean,M24,2005-05-15,2023-10-29 01:47:06.999255,22,164380.0,0.02
gap_indigencia,median,M24,2005-05-15,2023-10-29 01:47:06.999255,22,92900.0,0.02
gap_pobreza,mean,M24,2005-05-15,2023-10-29 01:47:06.999255,22,-11200.0,0.02
gap_pobreza,median,M24,2005-05-15,2023-10-29 01:47:06.999255,22,-51300.0,0.02
CBA,mean,M24,2005-08-15,2023-10-29 01:50:07.304152,22,141530.0,0.02
CBA,median,M24,2005-08-15,2023-10-29 01:50:07.304152,22,127205.0,0.02
CBT,mean,M24,2005-08-15,2023-10-29 01:50:07.304152,22,317100.0,0.02
CBT,median,M24,2005-08-15,2023-10-29 01:50:07.304152,22,285015.0,0.02
CB_EQUIV,mean,M24,2005-08-15,2023-10-29 01:50:07.304152,22,3.477,0.02
CB_EQUIV,median,M24,2005-08-15,2023-10-29 01:50:07.304152,22,3.125,0.02
Indigencia,mean,M24,2005-08-15,2023-10-29 01:50:07.304152,22,0.2369,0.02
Indigencia,sum,M24,2005-08-15,2023-10-29 01:50:07.304152,22,124500.0,0.02
P47T_hogar,mean,M24,2005-08-15,2023-10-29 01:50:07.304152,22,416500.0,0.02
P47T_hogar,median,M24,2005-08-15,2023-10-29 01:50:07.304152,22,257660.0,0.02
P47T_hogar,q10,M24,2005-08-15,2023-10-29 01:50:07.304152,22,61780.0,0.02
P47T_hogar,q25,M24,2005-08-15,2023-10-29 01:50:07.304152,22,129120.0,0.02
P47T_hogar,q75,M24,2005-08-15,2023-10-29 01:50:07.304152,22,462380.0,0.02
P47T_hogar,q90,M24,2005-08-15,2023-10-29 01:50:07.304152,22,733260.0,0.02
P47T_persona,mean,M24,2005-08-15,2023-10-29 01:50:07.304152,22,146870.0,0.02
P47T_persona,median,M24,2005-08-15,2023-10-29 01:50:07.304152,22,97940.0,0.02
P47T_persona,q10,M24,2005-08-15,2023-10-29 01:50:07.304152,22,0.0,0.02
P47T_persona,q25,M24,2005-08-15,2023-10-29 01:50:07.304152,22,0.0,0.02
P47T_persona,q75,M24,2005-08-15,2023-10-29 01:50:07.304152,22,224410.0,0.02
P47T_persona,q90,M24,2005-08-15,2023-10-29 01:50:07.304152,22,295840.0,0.02
Pobreza,mean,M24,2005-08-15,2023-10-29 01:50:07.304152,22,0.5372,0.02
Pobreza,sum,M24,2005-08-15,2023-10-29 01:50:07.304152,22,282350.0,0.02
Total,mean,M24,2005-08-15,2023-10-29 01:50:07.304152,22,1.0,0.02
Total,sum,M24,2005-08-15,2023-10-29 01:50:07.304152,22,525600.0,0.02
gap_indigencia,mean,M24,2005-08-15,2023-10-29 01:50:07.304152,22,274980.0,0.02
gap_indigencia,median,M24,2005-08-15,2023-10-29 01:50:07.304152,22,123130.0,0.02
gap_pobreza,mean,M24,2005-08-15,2023-10-29 01:50:07.304152,22,99400.0,0.02
gap_pobreza,median,M24,2005-08-15,2023-10-29 01:50:07.304152,22,-21160.0,0.02
CBA,mean,M24,2005-11-15,2023-10-29 01:53:30.563109,22,141530.0,0.02
CBA,median,M24,2005-11-15,2023-10-29 01:53:30.563109,22,127205.0,0.02
CBT,mean,M24,2005-11-15,2023-10-29 01:53:30.563109,22,317100.0,0.02
CBT,median,M24,2005-11-15,2023-10-29 01:53:30.563109,22,285015.0,0.02
CB_EQUIV,mean,M24,2005-11-15,2023-10-29 01:53:30.563109,22,3.477,0.02
CB_EQUIV,median,M24,2005-11-15,2023-10-29 01:53:30.563109,22,3.125,0.02
Indigencia,mean,M24,2005-11-15,2023-10-29 01:53:30.563109,22,0.2547,0.02
Indigencia,sum,M24,2005-11-15,2023-10-29 01:53:30.563109,22,133850.0,0.02
P47T_hogar,mean,M24,2005-11-15,2023-10-29 01:53:30.563109,22,324500.0,0.02
P47T_hogar,median,M24,2005-11-15,2023-10-29 01:53:30.563109,22,248420.0,0.02
P47T_hogar,q10,M24,2005-11-15,2023-10-29 01:53:30.563109,22,51380.0,0.02
P47T_hogar,q25,M24,2005-11-15,2023-10-29 01:53:30.563109,22,120500.0,0.02
P47T_hogar,q75,M24,2005-11-15,2023-10-29 01:53:30.563109,22,422020.0,0.02
P47T_hogar,q90,M24,2005-11-15,2023-10-29 01:53:30.563109,22,657220.0,0.02
P47T_persona,mean,M24,2005-11-15,2023-10-29 01:53:30.563109,22,128910.0,0.02
P47T_persona,median,M24,2005-11-15,2023-10-29 01:53:30.563109,22,95710.0,0.02
P47T_persona,q10,M24,2005-11-15,2023-10-29 01:53:30.563109,22,0.0,0.02
P47T_persona,q25,M24,2005-11-15,2023-10-29 01:53:30.563109,22,0.0,0.02
P47T_persona,q75,M24,2005-11-15,2023-10-29 01:53:30.563109,22,209430.0,0.02
P47T_persona,q90,M24,2005-11-15,2023-10-29 01:53:30.563109,22,295840.0,0.02
Pobreza,mean,M24,2005-11-15,2023-10-29 01:53:30.563109,22,0.5507,0.02
Pobreza,sum,M24,2005-11-15,2023-10-29 01:53:30.563109,22,289450.0,0.02
Total,mean,M24,2005-11-15,2023-10-29 01:53:30.563109,22,1.0,0.02
Total,sum,M24,2005-11-15,2023-10-29 01:53:30.563109,22,525600.0,0.02
gap_indigencia,mean,M24,2005-11-15,2023-10-29 01:53:30.563109,22,182980.0,0.02
gap_indigencia,median,M24,2005-11-15,2023-10-29 01:53:30.563109,22,110920.0,0.02
