observable,sintetico,base,Q,timestamp,AGLOMERADO,valor,frac
CBA,median,Hi,2013-02-15,2023-10-29 04:15:43.000480,2,114480.0,0.02
CBT,mean,Hi,2013-02-15,2023-10-29 04:15:43.000480,2,306600.0,0.02
CBT,median,Hi,2013-02-15,2023-10-29 04:15:43.000480,2,273900.0,0.02
CB_EQUIV,mean,Hi,2013-02-15,2023-10-29 04:15:43.000480,2,2.843,0.02
CB_EQUIV,median,Hi,2013-02-15,2023-10-29 04:15:43.000480,2,2.54,0.02
Indigencia,mean,Hi,2013-02-15,2023-10-29 04:15:43.000480,2,1.0,0.02
Indigencia,sum,Hi,2013-02-15,2023-10-29 04:15:43.000480,2,7600.0,0.02
P47T_hogar,mean,Hi,2013-02-15,2023-10-29 04:15:43.000480,2,57620.0,0.02
P47T_hogar,median,Hi,2013-02-15,2023-10-29 04:15:43.000480,2,16680.0,0.02
P47T_hogar,q10,Hi,2013-02-15,2023-10-29 04:15:43.000480,2,0.0,0.02
P47T_hogar,q25,Hi,2013-02-15,2023-10-29 04:15:43.000480,2,0.0,0.02
P47T_hogar,q75,Hi,2013-02-15,2023-10-29 04:15:43.000480,2,91720.0,0.02
P47T_hogar,q90,Hi,2013-02-15,2023-10-29 04:15:43.000480,2,154890.0,0.02
Pobreza,mean,Hi,2013-02-15,2023-10-29 04:15:43.000480,2,1.0,0.02
Pobreza,sum,Hi,2013-02-15,2023-10-29 04:15:43.000480,2,7600.0,0.02
Total,mean,Hi,2013-02-15,2023-10-29 04:15:43.000480,2,1.0,0.02
Total,sum,Hi,2013-02-15,2023-10-29 04:15:43.000480,2,7600.0,0.02
gap_indigencia,mean,Hi,2013-02-15,2023-10-29 04:15:43.000480,2,-70520.0,0.02
gap_indigencia,median,Hi,2013-02-15,2023-10-29 04:15:43.000480,2,-69570.0,0.02
gap_pobreza,mean,Hi,2013-02-15,2023-10-29 04:15:43.000480,2,-248980.0,0.02
gap_pobreza,median,Hi,2013-02-15,2023-10-29 04:15:43.000480,2,-232020.0,0.02
CBA,mean,Hi,2013-05-15,2023-10-29 04:21:06.490947,2,126280.0,0.02
CBA,median,Hi,2013-05-15,2023-10-29 04:21:06.490947,2,113570.0,0.02
CBT,mean,Hi,2013-05-15,2023-10-29 04:21:06.490947,2,302140.0,0.02
CBT,median,Hi,2013-05-15,2023-10-29 04:21:06.490947,2,271740.0,0.02
CB_EQUIV,mean,Hi,2013-05-15,2023-10-29 04:21:06.490947,2,2.802,0.02
CB_EQUIV,median,Hi,2013-05-15,2023-10-29 04:21:06.490947,2,2.52,0.02
Indigencia,mean,Hi,2013-05-15,2023-10-29 04:21:06.490947,2,1.0,0.02
Indigencia,sum,Hi,2013-05-15,2023-10-29 04:21:06.490947,2,7250.0,0.02
P47T_hogar,mean,Hi,2013-05-15,2023-10-29 04:21:06.490947,2,52900.0,0.02
P47T_hogar,median,Hi,2013-05-15,2023-10-29 04:21:06.490947,2,7070.0,0.02
P47T_hogar,q10,Hi,2013-05-15,2023-10-29 04:21:06.490947,2,0.0,0.02
P47T_hogar,q25,Hi,2013-05-15,2023-10-29 04:21:06.490947,2,0.0,0.02
P47T_hogar,q75,Hi,2013-05-15,2023-10-29 04:21:06.490947,2,77790.0,0.02
P47T_hogar,q90,Hi,2013-05-15,2023-10-29 04:21:06.490947,2,166350.0,0.02
Pobreza,mean,Hi,2013-05-15,2023-10-29 04:21:06.490947,2,1.0,0.02
Pobreza,sum,Hi,2013-05-15,2023-10-29 04:21:06.490947,2,7250.0,0.02
Total,mean,Hi,2013-05-15,2023-10-29 04:21:06.490947,2,1.0,0.02
Total,sum,Hi,2013-05-15,2023-10-29 04:21:06.490947,2,7250.0,0.02
gap_indigencia,mean,Hi,2013-05-15,2023-10-29 04:21:06.490947,2,-73370.0,0.02
gap_indigencia,median,Hi,2013-05-15,2023-10-29 04:21:06.490947,2,-72110.0,0.02
gap_pobreza,mean,Hi,2013-05-15,2023-10-29 04:21:06.490947,2,-249230.0,0.02
gap_pobreza,median,Hi,2013-05-15,2023-10-29 04:21:06.490947,2,-229150.0,0.02
CBA,mean,Hi,2013-08-15,2023-10-29 04:26:36.850998,2,118380.0,0.02
CBA,median,Hi,2013-08-15,2023-10-29 04:26:36.850998,2,105010.0,0.02
CBT,mean,Hi,2013-08-15,2023-10-29 04:26:36.850998,2,283240.0,0.02
CBT,median,Hi,2013-08-15,2023-10-29 04:26:36.850998,2,251255.0,0.02
CB_EQUIV,mean,Hi,2013-08-15,2023-10-29 04:26:36.850998,2,2.627,0.02
CB_EQUIV,median,Hi,2013-08-15,2023-10-29 04:26:36.850998,2,2.33,0.02
Indigencia,mean,Hi,2013-08-15,2023-10-29 04:26:36.850998,2,1.0,0.02
Indigencia,sum,Hi,2013-08-15,2023-10-29 04:26:36.850998,2,9000.0,0.02
P47T_hogar,mean,Hi,2013-08-15,2023-10-29 04:26:36.850998,2,55970.0,0.02
P47T_hogar,median,Hi,2013-08-15,2023-10-29 04:26:36.850998,2,32410.0,0.02
P47T_hogar,q10,Hi,2013-08-15,2023-10-29 04:26:36.850998,2,0.0,0.02
P47T_hogar,q25,Hi,2013-08-15,2023-10-29 04:26:36.850998,2,0.0,0.02
P47T_hogar,q75,Hi,2013-08-15,2023-10-29 04:26:36.850998,2,97300.0,0.02
P47T_hogar,q90,Hi,2013-08-15,2023-10-29 04:26:36.850998,2,161440.0,0.02
Pobreza,mean,Hi,2013-08-15,2023-10-29 04:26:36.850998,2,1.0,0.02
Pobreza,sum,Hi,2013-08-15,2023-10-29 04:26:36.850998,2,9000.0,0.02
Total,mean,Hi,2013-08-15,2023-10-29 04:26:36.850998,2,1.0,0.02
Total,sum,Hi,2013-08-15,2023-10-29 04:26:36.850998,2,9000.0,0.02
gap_indigencia,mean,Hi,2013-08-15,2023-10-29 04:26:36.850998,2,-62400.0,0.02
gap_indigencia,median,Hi,2013-08-15,2023-10-29 04:26:36.850998,2,-60070.0,0.02
gap_pobreza,mean,Hi,2013-08-15,2023-10-29 04:26:36.850998,2,-227260.0,0.02
gap_pobreza,median,Hi,2013-08-15,2023-10-29 04:26:36.850998,2,-215980.0,0.02
CBA,mean,Hi,2013-11-15,2023-10-29 04:32:14.682989,2,118550.0,0.02
CBA,median,Hi,2013-11-15,2023-10-29 04:32:14.682989,2,107945.0,0.02
CBT,mean,Hi,2013-11-15,2023-10-29 04:32:14.682989,2,283660.0,0.02
CBT,median,Hi,2013-11-15,2023-10-29 04:32:14.682989,2,258260.0,0.02
CB_EQUIV,mean,Hi,2013-11-15,2023-10-29 04:32:14.682989,2,2.63,0.02
CB_EQUIV,median,Hi,2013-11-15,2023-10-29 04:32:14.682989,2,2.395,0.02
Indigencia,mean,Hi,2013-11-15,2023-10-29 04:32:14.682989,2,1.0,0.02
Indigencia,sum,Hi,2013-11-15,2023-10-29 04:32:14.682989,2,8300.0,0.02
P47T_hogar,mean,Hi,2013-11-15,2023-10-29 04:32:14.682989,2,52640.0,0.02
P47T_hogar,median,Hi,2013-11-15,2023-10-29 04:32:14.682989,2,30240.0,0.02
P47T_hogar,q10,Hi,2013-11-15,2023-10-29 04:32:14.682989,2,0.0,0.02
P47T_hogar,q25,Hi,2013-11-15,2023-10-29 04:32:14.682989,2,0.0,0.02
P47T_hogar,q75,Hi,2013-11-15,2023-10-29 04:32:14.682989,2,85300.0,0.02
P47T_hogar,q90,Hi,2013-11-15,2023-10-29 04:32:14.682989,2,149980.0,0.02
Pobreza,mean,Hi,2013-11-15,2023-10-29 04:32:14.682989,2,1.0,0.02
Pobreza,sum,Hi,2013-11-15,2023-10-29 04:32:14.682989,2,8300.0,0.02
Total,mean,Hi,2013-11-15,2023-10-29 04:32:14.682989,2,1.0,0.02
Total,sum,Hi,2013-11-15,2023-10-29 04:32:14.682989,2,8300.0,0.02
gap_indigencia,mean,Hi,2013-11-15,2023-10-29 04:32:14.682989,2,-65920.0,0.02
gap_indigencia,median,Hi,2013-11-15,2023-10-29 04:32:14.682989,2,-61410.0,0.02
gap_pobreza,mean,Hi,2013-11-15,2023-10-29 04:32:14.682989,2,-231020.0,0.02
gap_pobreza,median,Hi,2013-11-15,2023-10-29 04:32:14.682989,2,-220885.0,0.02
CBA,mean,Hi,2014-02-15,2023-10-29 04:37:55.718451,2,136010.0,0.02
CBA,median,Hi,2014-02-15,2023-10-29 04:37:55.718451,2,115830.0,0.02
CBT,mean,Hi,2014-02-15,2023-10-29 04:37:55.718451,2,325410.0,0.02
CBT,median,Hi,2014-02-15,2023-10-29 04:37:55.718451,2,277130.0,0.02
CB_EQUIV,mean,Hi,2014-02-15,2023-10-29 04:37:55.718451,2,3.018,0.02
CB_EQUIV,median,Hi,2014-02-15,2023-10-29 04:37:55.718451,2,2.5700000000000003,0.02
Indigencia,mean,Hi,2014-02-15,2023-10-29 04:37:55.718451,2,1.0,0.02
Indigencia,sum,Hi,2014-02-15,2023-10-29 04:37:55.718451,2,8250.0,0.02
P47T_hogar,mean,Hi,2014-02-15,2023-10-29 04:37:55.718451,2,59300.0,0.02
P47T_hogar,median,Hi,2014-02-15,2023-10-29 04:37:55.718451,2,33460.0,0.02
P47T_hogar,q10,Hi,2014-02-15,2023-10-29 04:37:55.718451,2,0.0,0.02
P47T_hogar,q25,Hi,2014-02-15,2023-10-29 04:37:55.718451,2,0.0,0.02
P47T_hogar,q75,Hi,2014-02-15,2023-10-29 04:37:55.718451,2,87290.0,0.02
P47T_hogar,q90,Hi,2014-02-15,2023-10-29 04:37:55.718451,2,171050.0,0.02
Pobreza,mean,Hi,2014-02-15,2023-10-29 04:37:55.718451,2,1.0,0.02
Pobreza,sum,Hi,2014-02-15,2023-10-29 04:37:55.718451,2,8250.0,0.02
Total,mean,Hi,2014-02-15,2023-10-29 04:37:55.718451,2,1.0,0.02
Total,sum,Hi,2014-02-15,2023-10-29 04:37:55.718451,2,8250.0,0.02
gap_indigencia,mean,Hi,2014-02-15,2023-10-29 04:37:55.718451,2,-76700.0,0.02
gap_indigencia,median,Hi,2014-02-15,2023-10-29 04:37:55.718451,2,-73930.0,0.02
gap_pobreza,mean,Hi,2014-02-15,2023-10-29 04:37:55.718451,2,-266110.0,0.02
gap_pobreza,median,Hi,2014-02-15,2023-10-29 04:37:55.718451,2,-253350.0,0.02
CBA,mean,Hi,2014-05-15,2023-10-29 04:43:51.583059,2,132080.0,0.02
CBA,median,Hi,2014-05-15,2023-10-29 04:43:51.583059,2,115380.0,0.02
CBT,mean,Hi,2014-05-15,2023-10-29 04:43:51.583059,2,316010.0,0.02
CBT,median,Hi,2014-05-15,2023-10-29 04:43:51.583059,2,276060.0,0.02
CB_EQUIV,mean,Hi,2014-05-15,2023-10-29 04:43:51.583059,2,2.931,0.02
CB_EQUIV,median,Hi,2014-05-15,2023-10-29 04:43:51.583059,2,2.56,0.02
Indigencia,mean,Hi,2014-05-15,2023-10-29 04:43:51.583059,2,1.0,0.02
Indigencia,sum,Hi,2014-05-15,2023-10-29 04:43:51.583059,2,9050.0,0.02
P47T_hogar,mean,Hi,2014-05-15,2023-10-29 04:43:51.583059,2,62970.0,0.02
P47T_hogar,median,Hi,2014-05-15,2023-10-29 04:43:51.583059,2,34730.0,0.02
P47T_hogar,q10,Hi,2014-05-15,2023-10-29 04:43:51.583059,2,0.0,0.02
P47T_hogar,q25,Hi,2014-05-15,2023-10-29 04:43:51.583059,2,0.0,0.02
P47T_hogar,q75,Hi,2014-05-15,2023-10-29 04:43:51.583059,2,117760.0,0.02
P47T_hogar,q90,Hi,2014-05-15,2023-10-29 04:43:51.583059,2,166350.0,0.02
Pobreza,mean,Hi,2014-05-15,2023-10-29 04:43:51.583059,2,1.0,0.02
Pobreza,sum,Hi,2014-05-15,2023-10-29 04:43:51.583059,2,9050.0,0.02
Total,mean,Hi,2014-05-15,2023-10-29 04:43:51.583059,2,1.0,0.02
Total,sum,Hi,2014-05-15,2023-10-29 04:43:51.583059,2,9050.0,0.02
gap_indigencia,mean,Hi,2014-05-15,2023-10-29 04:43:51.583059,2,-69110.0,0.02
gap_indigencia,median,Hi,2014-05-15,2023-10-29 04:43:51.583059,2,-57810.0,0.02
gap_pobreza,mean,Hi,2014-05-15,2023-10-29 04:43:51.583059,2,-253050.0,0.02
gap_pobreza,median,Hi,2014-05-15,2023-10-29 04:43:51.583059,2,-235040.0,0.02
CBA,mean,Hi,2014-08-15,2023-10-29 04:49:51.877187,2,120580.0,0.02
CBA,median,Hi,2014-08-15,2023-10-29 04:49:51.877187,2,105685.0,0.02
CBT,mean,Hi,2014-08-15,2023-10-29 04:49:51.877187,2,288500.0,0.02
CBT,median,Hi,2014-08-15,2023-10-29 04:49:51.877187,2,252870.0,0.02
CB_EQUIV,mean,Hi,2014-08-15,2023-10-29 04:49:51.877187,2,2.675,0.02
CB_EQUIV,median,Hi,2014-08-15,2023-10-29 04:49:51.877187,2,2.345,0.02
Indigencia,mean,Hi,2014-08-15,2023-10-29 04:49:51.877187,2,1.0,0.02
Indigencia,sum,Hi,2014-08-15,2023-10-29 04:49:51.877187,2,8400.0,0.02
P47T_hogar,mean,Hi,2014-08-15,2023-10-29 04:49:51.877187,2,51480.0,0.02
P47T_hogar,median,Hi,2014-08-15,2023-10-29 04:49:51.877187,2,17020.0,0.02
P47T_hogar,q10,Hi,2014-08-15,2023-10-29 04:49:51.877187,2,0.0,0.02
P47T_hogar,q25,Hi,2014-08-15,2023-10-29 04:49:51.877187,2,0.0,0.02
P47T_hogar,q75,Hi,2014-08-15,2023-10-29 04:49:51.877187,2,89320.0,0.02
P47T_hogar,q90,Hi,2014-08-15,2023-10-29 04:49:51.877187,2,149120.0,0.02
Pobreza,mean,Hi,2014-08-15,2023-10-29 04:49:51.877187,2,1.0,0.02
Pobreza,sum,Hi,2014-08-15,2023-10-29 04:49:51.877187,2,8400.0,0.02
Total,mean,Hi,2014-08-15,2023-10-29 04:49:51.877187,2,1.0,0.02
Total,sum,Hi,2014-08-15,2023-10-29 04:49:51.877187,2,8400.0,0.02
gap_indigencia,mean,Hi,2014-08-15,2023-10-29 04:49:51.877187,2,-69100.0,0.02
gap_indigencia,median,Hi,2014-08-15,2023-10-29 04:49:51.877187,2,-65555.0,0.02
gap_pobreza,mean,Hi,2014-08-15,2023-10-29 04:49:51.877187,2,-237020.0,0.02
gap_pobreza,median,Hi,2014-08-15,2023-10-29 04:49:51.877187,2,-223825.0,0.02
CBA,mean,Hi,2014-11-15,2023-10-29 04:55:57.776811,2,129650.0,0.02
CBA,median,Hi,2014-11-15,2023-10-29 04:55:57.776811,2,111995.0,0.02
CBT,mean,Hi,2014-11-15,2023-10-29 04:55:57.776811,2,310200.0,0.02
CBT,median,Hi,2014-11-15,2023-10-29 04:55:57.776811,2,267970.0,0.02
CB_EQUIV,mean,Hi,2014-11-15,2023-10-29 04:55:57.776811,2,2.877,0.02
CB_EQUIV,median,Hi,2014-11-15,2023-10-29 04:55:57.776811,2,2.4850000000000003,0.02
Indigencia,mean,Hi,2014-11-15,2023-10-29 04:55:57.776811,2,1.0,0.02
Indigencia,sum,Hi,2014-11-15,2023-10-29 04:55:57.776811,2,9100.0,0.02
P47T_hogar,mean,Hi,2014-11-15,2023-10-29 04:55:57.776811,2,58660.0,0.02
P47T_hogar,median,Hi,2014-11-15,2023-10-29 04:55:57.776811,2,43730.0,0.02
P47T_hogar,q10,Hi,2014-11-15,2023-10-29 04:55:57.776811,2,0.0,0.02
P47T_hogar,q25,Hi,2014-11-15,2023-10-29 04:55:57.776811,2,0.0,0.02
P47T_hogar,q75,Hi,2014-11-15,2023-10-29 04:55:57.776811,2,87290.0,0.02
P47T_hogar,q90,Hi,2014-11-15,2023-10-29 04:55:57.776811,2,158860.0,0.02
Pobreza,mean,Hi,2014-11-15,2023-10-29 04:55:57.776811,2,1.0,0.02
Pobreza,sum,Hi,2014-11-15,2023-10-29 04:55:57.776811,2,9100.0,0.02
Total,mean,Hi,2014-11-15,2023-10-29 04:55:57.776811,2,1.0,0.02
Total,sum,Hi,2014-11-15,2023-10-29 04:55:57.776811,2,9100.0,0.02
gap_indigencia,mean,Hi,2014-11-15,2023-10-29 04:55:57.776811,2,-70990.0,0.02
gap_indigencia,median,Hi,2014-11-15,2023-10-29 04:55:57.776811,2,-64905.0,0.02
gap_pobreza,mean,Hi,2014-11-15,2023-10-29 04:55:57.776811,2,-251540.0,0.02
gap_pobreza,median,Hi,2014-11-15,2023-10-29 04:55:57.776811,2,-229800.0,0.02
CBA,mean,Hi,2015-02-15,2023-10-29 05:02:13.147842,2,123650.0,0.02
CBA,median,Hi,2015-02-15,2023-10-29 05:02:13.147842,2,111320.0,0.02
CBT,mean,Hi,2015-02-15,2023-10-29 05:02:13.147842,2,295840.0,0.02
CBT,median,Hi,2015-02-15,2023-10-29 05:02:13.147842,2,266350.0,0.02
CB_EQUIV,mean,Hi,2015-02-15,2023-10-29 05:02:13.147842,2,2.743,0.02
CB_EQUIV,median,Hi,2015-02-15,2023-10-29 05:02:13.147842,2,2.47,0.02
Indigencia,mean,Hi,2015-02-15,2023-10-29 05:02:13.147842,2,1.0,0.02
Indigencia,sum,Hi,2015-02-15,2023-10-29 05:02:13.147842,2,9950.0,0.02
P47T_hogar,mean,Hi,2015-02-15,2023-10-29 05:02:13.147842,2,55720.0,0.02
P47T_hogar,median,Hi,2015-02-15,2023-10-29 05:02:13.147842,2,20910.0,0.02
P47T_hogar,q10,Hi,2015-02-15,2023-10-29 05:02:13.147842,2,0.0,0.02
P47T_hogar,q25,Hi,2015-02-15,2023-10-29 05:02:13.147842,2,0.0,0.02
P47T_hogar,q75,Hi,2015-02-15,2023-10-29 05:02:13.147842,2,104860.0,0.02
P47T_hogar,q90,Hi,2015-02-15,2023-10-29 05:02:13.147842,2,164030.0,0.02
Pobreza,mean,Hi,2015-02-15,2023-10-29 05:02:13.147842,2,1.0,0.02
Pobreza,sum,Hi,2015-02-15,2023-10-29 05:02:13.147842,2,9950.0,0.02
Total,mean,Hi,2015-02-15,2023-10-29 05:02:13.147842,2,1.0,0.02
Total,sum,Hi,2015-02-15,2023-10-29 05:02:13.147842,2,9950.0,0.02
gap_indigencia,mean,Hi,2015-02-15,2023-10-29 05:02:13.147842,2,-67920.0,0.02
gap_indigencia,median,Hi,2015-02-15,2023-10-29 05:02:13.147842,2,-64450.0,0.02
gap_pobreza,mean,Hi,2015-02-15,2023-10-29 05:02:13.147842,2,-240120.0,0.02
gap_pobreza,median,Hi,2015-02-15,2023-10-29 05:02:13.147842,2,-216750.0,0.02
CBA,mean,Hi,2015-05-15,2023-10-29 05:08:42.744165,2,126080.0,0.02
CBA,median,Hi,2015-05-15,2023-10-29 05:08:42.744165,2,117180.0,0.02
CBT,mean,Hi,2015-05-15,2023-10-29 05:08:42.744165,2,301660.0,0.02
CBT,median,Hi,2015-05-15,2023-10-29 05:08:42.744165,2,280370.0,0.02
CB_EQUIV,mean,Hi,2015-05-15,2023-10-29 05:08:42.744165,2,2.797,0.02
CB_EQUIV,median,Hi,2015-05-15,2023-10-29 05:08:42.744165,2,2.6,0.02
Indigencia,mean,Hi,2015-05-15,2023-10-29 05:08:42.744165,2,1.0,0.02
Indigencia,sum,Hi,2015-05-15,2023-10-29 05:08:42.744165,2,10750.0,0.02
P47T_hogar,mean,Hi,2015-05-15,2023-10-29 05:08:42.744165,2,57890.0,0.02
P47T_hogar,median,Hi,2015-05-15,2023-10-29 05:08:42.744165,2,27580.0,0.02
P47T_hogar,q10,Hi,2015-05-15,2023-10-29 05:08:42.744165,2,0.0,0.02
P47T_hogar,q25,Hi,2015-05-15,2023-10-29 05:08:42.744165,2,0.0,0.02
P47T_hogar,q75,Hi,2015-05-15,2023-10-29 05:08:42.744165,2,95740.0,0.02
P47T_hogar,q90,Hi,2015-05-15,2023-10-29 05:08:42.744165,2,158860.0,0.02
Pobreza,mean,Hi,2015-05-15,2023-10-29 05:08:42.744165,2,1.0,0.02
Pobreza,sum,Hi,2015-05-15,2023-10-29 05:08:42.744165,2,10750.0,0.02
Total,mean,Hi,2015-05-15,2023-10-29 05:08:42.744165,2,1.0,0.02
Total,sum,Hi,2015-05-15,2023-10-29 05:08:42.744165,2,10750.0,0.02
gap_indigencia,mean,Hi,2015-05-15,2023-10-29 05:08:42.744165,2,-68190.0,0.02
gap_indigencia,median,Hi,2015-05-15,2023-10-29 05:08:42.744165,2,-64450.0,0.02
gap_pobreza,mean,Hi,2015-05-15,2023-10-29 05:08:42.744165,2,-243770.0,0.02
gap_pobreza,median,Hi,2015-05-15,2023-10-29 05:08:42.744165,2,-219980.0,0.02
CBA,mean,Hi,2016-05-15,2023-10-29 05:15:13.752252,2,118390.0,0.02
CBA,median,Hi,2016-05-15,2023-10-29 05:15:13.752252,2,111120.0,0.02
CBT,mean,Hi,2016-05-15,2023-10-29 05:15:13.752252,2,288480.0,0.02
CBT,median,Hi,2016-05-15,2023-10-29 05:15:13.752252,2,270750.0,0.02
CB_EQUIV,mean,Hi,2016-05-15,2023-10-29 05:15:13.752252,2,2.706,0.02
CB_EQUIV,median,Hi,2016-05-15,2023-10-29 05:15:13.752252,2,2.54,0.02
Indigencia,mean,Hi,2016-05-15,2023-10-29 05:15:13.752252,2,1.0,0.02
Indigencia,sum,Hi,2016-05-15,2023-10-29 05:15:13.752252,2,11650.0,0.02
P47T_hogar,mean,Hi,2016-05-15,2023-10-29 05:15:13.752252,2,52700.0,0.02
P47T_hogar,median,Hi,2016-05-15,2023-10-29 05:15:13.752252,2,17800.0,0.02
P47T_hogar,q10,Hi,2016-05-15,2023-10-29 05:15:13.752252,2,0.0,0.02
P47T_hogar,q25,Hi,2016-05-15,2023-10-29 05:15:13.752252,2,0.0,0.02
P47T_hogar,q75,Hi,2016-05-15,2023-10-29 05:15:13.752252,2,87290.0,0.02
P47T_hogar,q90,Hi,2016-05-15,2023-10-29 05:15:13.752252,2,156820.0,0.02
Pobreza,mean,Hi,2016-05-15,2023-10-29 05:15:13.752252,2,1.0,0.02
Pobreza,sum,Hi,2016-05-15,2023-10-29 05:15:13.752252,2,11650.0,0.02
Total,mean,Hi,2016-05-15,2023-10-29 05:15:13.752252,2,1.0,0.02
Total,sum,Hi,2016-05-15,2023-10-29 05:15:13.752252,2,11650.0,0.02
gap_indigencia,mean,Hi,2016-05-15,2023-10-29 05:15:13.752252,2,-65700.0,0.02
gap_indigencia,median,Hi,2016-05-15,2023-10-29 05:15:13.752252,2,-56950.0,0.02
gap_pobreza,mean,Hi,2016-05-15,2023-10-29 05:15:13.752252,2,-235780.0,0.02
gap_pobreza,median,Hi,2016-05-15,2023-10-29 05:15:13.752252,2,-236530.0,0.02
CBA,mean,Hi,2016-08-15,2023-10-29 05:21:54.490158,2,123950.0,0.02
CBA,median,Hi,2016-08-15,2023-10-29 05:21:54.490158,2,112980.0,0.02
CBT,mean,Hi,2016-08-15,2023-10-29 05:21:54.490158,2,298290.0,0.02
CBT,median,Hi,2016-08-15,2023-10-29 05:21:54.490158,2,271890.0,0.02
CB_EQUIV,mean,Hi,2016-08-15,2023-10-29 05:21:54.490158,2,2.798,0.02
CB_EQUIV,median,Hi,2016-08-15,2023-10-29 05:21:54.490158,2,2.55,0.02
Indigencia,mean,Hi,2016-08-15,2023-10-29 05:21:54.490158,2,1.0,0.02
Indigencia,sum,Hi,2016-08-15,2023-10-29 05:21:54.490158,2,10850.0,0.02
P47T_hogar,mean,Hi,2016-08-15,2023-10-29 05:21:54.490158,2,57870.0,0.02
P47T_hogar,median,Hi,2016-08-15,2023-10-29 05:21:54.490158,2,39880.0,0.02
P47T_hogar,q10,Hi,2016-08-15,2023-10-29 05:21:54.490158,2,0.0,0.02
P47T_hogar,q25,Hi,2016-08-15,2023-10-29 05:21:54.490158,2,0.0,0.02
P47T_hogar,q75,Hi,2016-08-15,2023-10-29 05:21:54.490158,2,104950.0,0.02
P47T_hogar,q90,Hi,2016-08-15,2023-10-29 05:21:54.490158,2,151710.0,0.02
Pobreza,mean,Hi,2016-08-15,2023-10-29 05:21:54.490158,2,1.0,0.02
Pobreza,sum,Hi,2016-08-15,2023-10-29 05:21:54.490158,2,10850.0,0.02
Total,mean,Hi,2016-08-15,2023-10-29 05:21:54.490158,2,1.0,0.02
Total,sum,Hi,2016-08-15,2023-10-29 05:21:54.490158,2,10850.0,0.02
gap_indigencia,mean,Hi,2016-08-15,2023-10-29 05:21:54.490158,2,-66080.0,0.02
gap_indigencia,median,Hi,2016-08-15,2023-10-29 05:21:54.490158,2,-58040.0,0.02
gap_pobreza,mean,Hi,2016-08-15,2023-10-29 05:21:54.490158,2,-240420.0,0.02
gap_pobreza,median,Hi,2016-08-15,2023-10-29 05:21:54.490158,2,-223940.0,0.02
CBA,mean,Hi,2016-11-15,2023-10-29 05:28:41.701215,2,116620.0,0.02
CBA,median,Hi,2016-11-15,2023-10-29 05:28:41.701215,2,109010.0,0.02
CBT,mean,Hi,2016-11-15,2023-10-29 05:28:41.701215,2,281060.0,0.02
CBT,median,Hi,2016-11-15,2023-10-29 05:28:41.701215,2,262720.0,0.02
CB_EQUIV,mean,Hi,2016-11-15,2023-10-29 05:28:41.701215,2,2.653,0.02
CB_EQUIV,median,Hi,2016-11-15,2023-10-29 05:28:41.701215,2,2.48,0.02
Indigencia,mean,Hi,2016-11-15,2023-10-29 05:28:41.701215,2,1.0,0.02
Indigencia,sum,Hi,2016-11-15,2023-10-29 05:28:41.701215,2,10400.0,0.02
P47T_hogar,mean,Hi,2016-11-15,2023-10-29 05:28:41.701215,2,48740.0,0.02
P47T_hogar,median,Hi,2016-11-15,2023-10-29 05:28:41.701215,2,30240.0,0.02
P47T_hogar,q10,Hi,2016-11-15,2023-10-29 05:28:41.701215,2,0.0,0.02
P47T_hogar,q25,Hi,2016-11-15,2023-10-29 05:28:41.701215,2,0.0,0.02
P47T_hogar,q75,Hi,2016-11-15,2023-10-29 05:28:41.701215,2,76020.0,0.02
P47T_hogar,q90,Hi,2016-11-15,2023-10-29 05:28:41.701215,2,126180.0,0.02
Pobreza,mean,Hi,2016-11-15,2023-10-29 05:28:41.701215,2,1.0,0.02
Pobreza,sum,Hi,2016-11-15,2023-10-29 05:28:41.701215,2,10400.0,0.02
Total,mean,Hi,2016-11-15,2023-10-29 05:28:41.701215,2,1.0,0.02
Total,sum,Hi,2016-11-15,2023-10-29 05:28:41.701215,2,10400.0,0.02
gap_indigencia,mean,Hi,2016-11-15,2023-10-29 05:28:41.701215,2,-67890.0,0.02
gap_indigencia,median,Hi,2016-11-15,2023-10-29 05:28:41.701215,2,-61190.0,0.02
gap_pobreza,mean,Hi,2016-11-15,2023-10-29 05:28:41.701215,2,-232330.0,0.02
gap_pobreza,median,Hi,2016-11-15,2023-10-29 05:28:41.701215,2,-216110.0,0.02
CBA,mean,Hi,2017-02-15,2023-10-29 05:35:38.444228,2,120900.0,0.02
CBA,median,Hi,2017-02-15,2023-10-29 05:35:38.444228,2,105810.0,0.02
CBT,mean,Hi,2017-02-15,2023-10-29 05:35:38.444228,2,292990.0,0.02
CBT,median,Hi,2017-02-15,2023-10-29 05:35:38.444228,2,256400.0,0.02
CB_EQUIV,mean,Hi,2017-02-15,2023-10-29 05:35:38.444228,2,2.788,0.02
CB_EQUIV,median,Hi,2017-02-15,2023-10-29 05:35:38.444228,2,2.44,0.02
Indigencia,mean,Hi,2017-02-15,2023-10-29 05:35:38.444228,2,1.0,0.02
Indigencia,sum,Hi,2017-02-15,2023-10-29 05:35:38.444228,2,9950.0,0.02
P47T_hogar,mean,Hi,2017-02-15,2023-10-29 05:35:38.444228,2,55660.0,0.02
P47T_hogar,median,Hi,2017-02-15,2023-10-29 05:35:38.444228,2,33170.0,0.02
P47T_hogar,q10,Hi,2017-02-15,2023-10-29 05:35:38.444228,2,0.0,0.02
