observable,sintetico,base,Q,timestamp,AGLOMERADO,valor,frac
gap_pobreza,median,H,2011-11-15,2023-10-29 03:48:31.561519,12,176420.0,0.02
CBA,mean,H,2012-02-15,2023-10-29 03:53:26.914339,12,118210.0,0.02
CBA,median,H,2012-02-15,2023-10-29 03:53:26.914339,12,107050.0,0.02
CBT,mean,H,2012-02-15,2023-10-29 03:53:26.914339,12,264850.0,0.02
CBT,median,H,2012-02-15,2023-10-29 03:53:26.914339,12,239870.0,0.02
CB_EQUIV,mean,H,2012-02-15,2023-10-29 03:53:26.914339,12,2.904,0.02
CB_EQUIV,median,H,2012-02-15,2023-10-29 03:53:26.914339,12,2.63,0.02
Indigencia,mean,H,2012-02-15,2023-10-29 03:53:26.914339,12,0.0723,0.02
Indigencia,sum,H,2012-02-15,2023-10-29 03:53:26.914339,12,7000.0,0.02
P47T_hogar,mean,H,2012-02-15,2023-10-29 03:53:26.914339,12,569160.0,0.02
P47T_hogar,median,H,2012-02-15,2023-10-29 03:53:26.914339,12,457060.0,0.02
P47T_hogar,q10,H,2012-02-15,2023-10-29 03:53:26.914339,12,132130.0,0.02
P47T_hogar,q25,H,2012-02-15,2023-10-29 03:53:26.914339,12,269810.0,0.02
P47T_hogar,q75,H,2012-02-15,2023-10-29 03:53:26.914339,12,725600.0,0.02
P47T_hogar,q90,H,2012-02-15,2023-10-29 03:53:26.914339,12,1095210.0,0.02
Pobreza,mean,H,2012-02-15,2023-10-29 03:53:26.914339,12,0.1999,0.02
Pobreza,sum,H,2012-02-15,2023-10-29 03:53:26.914339,12,19350.0,0.02
Total,mean,H,2012-02-15,2023-10-29 03:53:26.914339,12,1.0,0.02
Total,sum,H,2012-02-15,2023-10-29 03:53:26.914339,12,96800.0,0.02
gap_indigencia,mean,H,2012-02-15,2023-10-29 03:53:26.914339,12,450950.0,0.02
gap_indigencia,median,H,2012-02-15,2023-10-29 03:53:26.914339,12,338580.0,0.02
gap_pobreza,mean,H,2012-02-15,2023-10-29 03:53:26.914339,12,304310.0,0.02
gap_pobreza,median,H,2012-02-15,2023-10-29 03:53:26.914339,12,211530.0,0.02
CBA,mean,H,2012-05-15,2023-10-29 03:58:29.673140,12,118210.0,0.02
CBA,median,H,2012-05-15,2023-10-29 03:58:29.673140,12,107050.0,0.02
CBT,mean,H,2012-05-15,2023-10-29 03:58:29.673140,12,264850.0,0.02
CBT,median,H,2012-05-15,2023-10-29 03:58:29.673140,12,239870.0,0.02
CB_EQUIV,mean,H,2012-05-15,2023-10-29 03:58:29.673140,12,2.904,0.02
CB_EQUIV,median,H,2012-05-15,2023-10-29 03:58:29.673140,12,2.63,0.02
Indigencia,mean,H,2012-05-15,2023-10-29 03:58:29.673140,12,0.0764,0.02
Indigencia,sum,H,2012-05-15,2023-10-29 03:58:29.673140,12,7400.0,0.02
P47T_hogar,mean,H,2012-05-15,2023-10-29 03:58:29.673140,12,510930.0,0.02
P47T_hogar,median,H,2012-05-15,2023-10-29 03:58:29.673140,12,421310.0,0.02
P47T_hogar,q10,H,2012-05-15,2023-10-29 03:58:29.673140,12,109900.0,0.02
P47T_hogar,q25,H,2012-05-15,2023-10-29 03:58:29.673140,12,257420.0,0.02
P47T_hogar,q75,H,2012-05-15,2023-10-29 03:58:29.673140,12,681360.0,0.02
P47T_hogar,q90,H,2012-05-15,2023-10-29 03:58:29.673140,12,939240.0,0.02
Pobreza,mean,H,2012-05-15,2023-10-29 03:58:29.673140,12,0.2252,0.02
Pobreza,sum,H,2012-05-15,2023-10-29 03:58:29.673140,12,21800.0,0.02
Total,mean,H,2012-05-15,2023-10-29 03:58:29.673140,12,1.0,0.02
Total,sum,H,2012-05-15,2023-10-29 03:58:29.673140,12,96800.0,0.02
gap_indigencia,mean,H,2012-05-15,2023-10-29 03:58:29.673140,12,392730.0,0.02
gap_indigencia,median,H,2012-05-15,2023-10-29 03:58:29.673140,12,306890.0,0.02
gap_pobreza,mean,H,2012-05-15,2023-10-29 03:58:29.673140,12,246080.0,0.02
gap_pobreza,median,H,2012-05-15,2023-10-29 03:58:29.673140,12,178615.0,0.02
CBA,mean,H,2012-08-15,2023-10-29 04:03:37.761024,12,118210.0,0.02
CBA,median,H,2012-08-15,2023-10-29 04:03:37.761024,12,107050.0,0.02
CBT,mean,H,2012-08-15,2023-10-29 04:03:37.761024,12,264850.0,0.02
CBT,median,H,2012-08-15,2023-10-29 04:03:37.761024,12,239870.0,0.02
CB_EQUIV,mean,H,2012-08-15,2023-10-29 04:03:37.761024,12,2.904,0.02
CB_EQUIV,median,H,2012-08-15,2023-10-29 04:03:37.761024,12,2.63,0.02
Indigencia,mean,H,2012-08-15,2023-10-29 04:03:37.761024,12,0.0708,0.02
Indigencia,sum,H,2012-08-15,2023-10-29 04:03:37.761024,12,6850.0,0.02
P47T_hogar,mean,H,2012-08-15,2023-10-29 04:03:37.761024,12,524550.0,0.02
P47T_hogar,median,H,2012-08-15,2023-10-29 04:03:37.761024,12,434500.0,0.02
P47T_hogar,q10,H,2012-08-15,2023-10-29 04:03:37.761024,12,117760.0,0.02
P47T_hogar,q25,H,2012-08-15,2023-10-29 04:03:37.761024,12,276090.0,0.02
P47T_hogar,q75,H,2012-08-15,2023-10-29 04:03:37.761024,12,680980.0,0.02
P47T_hogar,q90,H,2012-08-15,2023-10-29 04:03:37.761024,12,1000460.0,0.02
Pobreza,mean,H,2012-08-15,2023-10-29 04:03:37.761024,12,0.2175,0.02
Pobreza,sum,H,2012-08-15,2023-10-29 04:03:37.761024,12,21050.0,0.02
Total,mean,H,2012-08-15,2023-10-29 04:03:37.761024,12,1.0,0.02
Total,sum,H,2012-08-15,2023-10-29 04:03:37.761024,12,96800.0,0.02
gap_indigencia,mean,H,2012-08-15,2023-10-29 04:03:37.761024,12,406340.0,0.02
gap_indigencia,median,H,2012-08-15,2023-10-29 04:03:37.761024,12,317155.0,0.02
gap_pobreza,mean,H,2012-08-15,2023-10-29 04:03:37.761024,12,259700.0,0.02
gap_pobreza,median,H,2012-08-15,2023-10-29 04:03:37.761024,12,194325.0,0.02
CBA,mean,H,2012-11-15,2023-10-29 04:08:54.067304,12,118210.0,0.02
CBA,median,H,2012-11-15,2023-10-29 04:08:54.067304,12,107050.0,0.02
CBT,mean,H,2012-11-15,2023-10-29 04:08:54.067304,12,264850.0,0.02
CBT,median,H,2012-11-15,2023-10-29 04:08:54.067304,12,239870.0,0.02
CB_EQUIV,mean,H,2012-11-15,2023-10-29 04:08:54.067304,12,2.904,0.02
CB_EQUIV,median,H,2012-11-15,2023-10-29 04:08:54.067304,12,2.63,0.02
Indigencia,mean,H,2012-11-15,2023-10-29 04:08:54.067304,12,0.0759,0.02
Indigencia,sum,H,2012-11-15,2023-10-29 04:08:54.067304,12,7350.0,0.02
P47T_hogar,mean,H,2012-11-15,2023-10-29 04:08:54.067304,12,468170.0,0.02
P47T_hogar,median,H,2012-11-15,2023-10-29 04:08:54.067304,12,394840.0,0.02
P47T_hogar,q10,H,2012-11-15,2023-10-29 04:08:54.067304,12,120500.0,0.02
P47T_hogar,q25,H,2012-11-15,2023-10-29 04:08:54.067304,12,244520.0,0.02
P47T_hogar,q75,H,2012-11-15,2023-10-29 04:08:54.067304,12,631540.0,0.02
P47T_hogar,q90,H,2012-11-15,2023-10-29 04:08:54.067304,12,901590.0,0.02
Pobreza,mean,H,2012-11-15,2023-10-29 04:08:54.067304,12,0.2335,0.02
Pobreza,sum,H,2012-11-15,2023-10-29 04:08:54.067304,12,22600.0,0.02
Total,mean,H,2012-11-15,2023-10-29 04:08:54.067304,12,1.0,0.02
Total,sum,H,2012-11-15,2023-10-29 04:08:54.067304,12,96800.0,0.02
gap_indigencia,mean,H,2012-11-15,2023-10-29 04:08:54.067304,12,349970.0,0.02
gap_indigencia,median,H,2012-11-15,2023-10-29 04:08:54.067304,12,276715.0,0.02
gap_pobreza,mean,H,2012-11-15,2023-10-29 04:08:54.067304,12,203320.0,0.02
gap_pobreza,median,H,2012-11-15,2023-10-29 04:08:54.067304,12,150600.0,0.02
CBA,mean,H,2013-02-15,2023-10-29 04:14:07.067533,12,121180.0,0.02
CBA,median,H,2013-02-15,2023-10-29 04:14:07.067533,12,110720.0,0.02
CBT,mean,H,2013-02-15,2023-10-29 04:14:07.067533,12,271510.0,0.02
CBT,median,H,2013-02-15,2023-10-29 04:14:07.067533,12,248070.0,0.02
CB_EQUIV,mean,H,2013-02-15,2023-10-29 04:14:07.067533,12,2.977,0.02
CB_EQUIV,median,H,2013-02-15,2023-10-29 04:14:07.067533,12,2.72,0.02
Indigencia,mean,H,2013-02-15,2023-10-29 04:14:07.067533,12,0.0862,0.02
Indigencia,sum,H,2013-02-15,2023-10-29 04:14:07.067533,12,8400.0,0.02
P47T_hogar,mean,H,2013-02-15,2023-10-29 04:14:07.067533,12,552100.0,0.02
P47T_hogar,median,H,2013-02-15,2023-10-29 04:14:07.067533,12,428340.0,0.02
P47T_hogar,q10,H,2013-02-15,2023-10-29 04:14:07.067533,12,119670.0,0.02
P47T_hogar,q25,H,2013-02-15,2023-10-29 04:14:07.067533,12,234990.0,0.02
P47T_hogar,q75,H,2013-02-15,2023-10-29 04:14:07.067533,12,695290.0,0.02
P47T_hogar,q90,H,2013-02-15,2023-10-29 04:14:07.067533,12,1096200.0,0.02
Pobreza,mean,H,2013-02-15,2023-10-29 04:14:07.067533,12,0.2387,0.02
Pobreza,sum,H,2013-02-15,2023-10-29 04:14:07.067533,12,23250.0,0.02
Total,mean,H,2013-02-15,2023-10-29 04:14:07.067533,12,1.0,0.02
Total,sum,H,2013-02-15,2023-10-29 04:14:07.067533,12,97400.0,0.02
gap_indigencia,mean,H,2013-02-15,2023-10-29 04:14:07.067533,12,430920.0,0.02
gap_indigencia,median,H,2013-02-15,2023-10-29 04:14:07.067533,12,316805.0,0.02
gap_pobreza,mean,H,2013-02-15,2023-10-29 04:14:07.067533,12,280580.0,0.02
gap_pobreza,median,H,2013-02-15,2023-10-29 04:14:07.067533,12,187250.0,0.02
CBA,mean,H,2013-05-15,2023-10-29 04:19:25.447629,12,121180.0,0.02
CBA,median,H,2013-05-15,2023-10-29 04:19:25.447629,12,110720.0,0.02
CBT,mean,H,2013-05-15,2023-10-29 04:19:25.447629,12,271510.0,0.02
CBT,median,H,2013-05-15,2023-10-29 04:19:25.447629,12,248070.0,0.02
CB_EQUIV,mean,H,2013-05-15,2023-10-29 04:19:25.447629,12,2.977,0.02
CB_EQUIV,median,H,2013-05-15,2023-10-29 04:19:25.447629,12,2.72,0.02
Indigencia,mean,H,2013-05-15,2023-10-29 04:19:25.447629,12,0.0801,0.02
Indigencia,sum,H,2013-05-15,2023-10-29 04:19:25.447629,12,7800.0,0.02
P47T_hogar,mean,H,2013-05-15,2023-10-29 04:19:25.447629,12,495330.0,0.02
P47T_hogar,median,H,2013-05-15,2023-10-29 04:19:25.447629,12,411650.0,0.02
P47T_hogar,q10,H,2013-05-15,2023-10-29 04:19:25.447629,12,119680.0,0.02
P47T_hogar,q25,H,2013-05-15,2023-10-29 04:19:25.447629,12,240660.0,0.02
P47T_hogar,q75,H,2013-05-15,2023-10-29 04:19:25.447629,12,659820.0,0.02
P47T_hogar,q90,H,2013-05-15,2023-10-29 04:19:25.447629,12,958330.0,0.02
Pobreza,mean,H,2013-05-15,2023-10-29 04:19:25.447629,12,0.2408,0.02
Pobreza,sum,H,2013-05-15,2023-10-29 04:19:25.447629,12,23450.0,0.02
Total,mean,H,2013-05-15,2023-10-29 04:19:25.447629,12,1.0,0.02
Total,sum,H,2013-05-15,2023-10-29 04:19:25.447629,12,97400.0,0.02
gap_indigencia,mean,H,2013-05-15,2023-10-29 04:19:25.447629,12,374150.0,0.02
gap_indigencia,median,H,2013-05-15,2023-10-29 04:19:25.447629,12,289360.0,0.02
gap_pobreza,mean,H,2013-05-15,2023-10-29 04:19:25.447629,12,223820.0,0.02
gap_pobreza,median,H,2013-05-15,2023-10-29 04:19:25.447629,12,163615.0,0.02
CBA,mean,H,2013-08-15,2023-10-29 04:24:57.195661,12,121180.0,0.02
CBA,median,H,2013-08-15,2023-10-29 04:24:57.195661,12,110720.0,0.02
CBT,mean,H,2013-08-15,2023-10-29 04:24:57.195661,12,271510.0,0.02
CBT,median,H,2013-08-15,2023-10-29 04:24:57.195661,12,248070.0,0.02
CB_EQUIV,mean,H,2013-08-15,2023-10-29 04:24:57.195661,12,2.977,0.02
CB_EQUIV,median,H,2013-08-15,2023-10-29 04:24:57.195661,12,2.72,0.02
Indigencia,mean,H,2013-08-15,2023-10-29 04:24:57.195661,12,0.0703,0.02
Indigencia,sum,H,2013-08-15,2023-10-29 04:24:57.195661,12,6850.0,0.02
P47T_hogar,mean,H,2013-08-15,2023-10-29 04:24:57.195661,12,521750.0,0.02
P47T_hogar,median,H,2013-08-15,2023-10-29 04:24:57.195661,12,423410.0,0.02
P47T_hogar,q10,H,2013-08-15,2023-10-29 04:24:57.195661,12,115080.0,0.02
P47T_hogar,q25,H,2013-08-15,2023-10-29 04:24:57.195661,12,239350.0,0.02
P47T_hogar,q75,H,2013-08-15,2023-10-29 04:24:57.195661,12,667480.0,0.02
P47T_hogar,q90,H,2013-08-15,2023-10-29 04:24:57.195661,12,1009990.0,0.02
Pobreza,mean,H,2013-08-15,2023-10-29 04:24:57.195661,12,0.2325,0.02
Pobreza,sum,H,2013-08-15,2023-10-29 04:24:57.195661,12,22650.0,0.02
Total,mean,H,2013-08-15,2023-10-29 04:24:57.195661,12,1.0,0.02
Total,sum,H,2013-08-15,2023-10-29 04:24:57.195661,12,97400.0,0.02
gap_indigencia,mean,H,2013-08-15,2023-10-29 04:24:57.195661,12,400570.0,0.02
gap_indigencia,median,H,2013-08-15,2023-10-29 04:24:57.195661,12,304905.0,0.02
gap_pobreza,mean,H,2013-08-15,2023-10-29 04:24:57.195661,12,250240.0,0.02
gap_pobreza,median,H,2013-08-15,2023-10-29 04:24:57.195661,12,169430.0,0.02
CBA,mean,H,2013-11-15,2023-10-29 04:30:30.199006,12,121180.0,0.02
CBA,median,H,2013-11-15,2023-10-29 04:30:30.199006,12,110720.0,0.02
CBT,mean,H,2013-11-15,2023-10-29 04:30:30.199006,12,271510.0,0.02
CBT,median,H,2013-11-15,2023-10-29 04:30:30.199006,12,248070.0,0.02
CB_EQUIV,mean,H,2013-11-15,2023-10-29 04:30:30.199006,12,2.977,0.02
CB_EQUIV,median,H,2013-11-15,2023-10-29 04:30:30.199006,12,2.72,0.02
Indigencia,mean,H,2013-11-15,2023-10-29 04:30:30.199006,12,0.0642,0.02
Indigencia,sum,H,2013-11-15,2023-10-29 04:30:30.199006,12,6250.0,0.02
P47T_hogar,mean,H,2013-11-15,2023-10-29 04:30:30.199006,12,477520.0,0.02
P47T_hogar,median,H,2013-11-15,2023-10-29 04:30:30.199006,12,395990.0,0.02
P47T_hogar,q10,H,2013-11-15,2023-10-29 04:30:30.199006,12,127650.0,0.02
P47T_hogar,q25,H,2013-11-15,2023-10-29 04:30:30.199006,12,237520.0,0.02
P47T_hogar,q75,H,2013-11-15,2023-10-29 04:30:30.199006,12,625280.0,0.02
P47T_hogar,q90,H,2013-11-15,2023-10-29 04:30:30.199006,12,940670.0,0.02
Pobreza,mean,H,2013-11-15,2023-10-29 04:30:30.199006,12,0.2387,0.02
Pobreza,sum,H,2013-11-15,2023-10-29 04:30:30.199006,12,23250.0,0.02
Total,mean,H,2013-11-15,2023-10-29 04:30:30.199006,12,1.0,0.02
Total,sum,H,2013-11-15,2023-10-29 04:30:30.199006,12,97400.0,0.02
gap_indigencia,mean,H,2013-11-15,2023-10-29 04:30:30.199006,12,356340.0,0.02
gap_indigencia,median,H,2013-11-15,2023-10-29 04:30:30.199006,12,278590.0,0.02
gap_pobreza,mean,H,2013-11-15,2023-10-29 04:30:30.199006,12,206000.0,0.02
gap_pobreza,median,H,2013-11-15,2023-10-29 04:30:30.199006,12,151220.0,0.02
CBA,mean,H,2014-02-15,2023-10-29 04:36:10.636522,12,119180.0,0.02
CBA,median,H,2014-02-15,2023-10-29 04:36:10.636522,12,107460.0,0.02
CBT,mean,H,2014-02-15,2023-10-29 04:36:10.636522,12,267030.0,0.02
CBT,median,H,2014-02-15,2023-10-29 04:36:10.636522,12,240780.0,0.02
CB_EQUIV,mean,H,2014-02-15,2023-10-29 04:36:10.636522,12,2.928,0.02
CB_EQUIV,median,H,2014-02-15,2023-10-29 04:36:10.636522,12,2.64,0.02
Indigencia,mean,H,2014-02-15,2023-10-29 04:36:10.636522,12,0.0547,0.02
Indigencia,sum,H,2014-02-15,2023-10-29 04:36:10.636522,12,5400.0,0.02
P47T_hogar,mean,H,2014-02-15,2023-10-29 04:36:10.636522,12,525330.0,0.02
P47T_hogar,median,H,2014-02-15,2023-10-29 04:36:10.636522,12,424320.0,0.02
P47T_hogar,q10,H,2014-02-15,2023-10-29 04:36:10.636522,12,129120.0,0.02
P47T_hogar,q25,H,2014-02-15,2023-10-29 04:36:10.636522,12,257170.0,0.02
P47T_hogar,q75,H,2014-02-15,2023-10-29 04:36:10.636522,12,679610.0,0.02
P47T_hogar,q90,H,2014-02-15,2023-10-29 04:36:10.636522,12,968700.0,0.02
Pobreza,mean,H,2014-02-15,2023-10-29 04:36:10.636522,12,0.2166,0.02
Pobreza,sum,H,2014-02-15,2023-10-29 04:36:10.636522,12,21400.0,0.02
Total,mean,H,2014-02-15,2023-10-29 04:36:10.636522,12,1.0,0.02
Total,sum,H,2014-02-15,2023-10-29 04:36:10.636522,12,98800.0,0.02
gap_indigencia,mean,H,2014-02-15,2023-10-29 04:36:10.636522,12,406150.0,0.02
gap_indigencia,median,H,2014-02-15,2023-10-29 04:36:10.636522,12,311980.0,0.02
gap_pobreza,mean,H,2014-02-15,2023-10-29 04:36:10.636522,12,258300.0,0.02
gap_pobreza,median,H,2014-02-15,2023-10-29 04:36:10.636522,12,178375.0,0.02
CBA,mean,H,2014-05-15,2023-10-29 04:42:02.768133,12,119180.0,0.02
CBA,median,H,2014-05-15,2023-10-29 04:42:02.768133,12,107460.0,0.02
CBT,mean,H,2014-05-15,2023-10-29 04:42:02.768133,12,267030.0,0.02
CBT,median,H,2014-05-15,2023-10-29 04:42:02.768133,12,240780.0,0.02
CB_EQUIV,mean,H,2014-05-15,2023-10-29 04:42:02.768133,12,2.928,0.02
CB_EQUIV,median,H,2014-05-15,2023-10-29 04:42:02.768133,12,2.64,0.02
Indigencia,mean,H,2014-05-15,2023-10-29 04:42:02.768133,12,0.0557,0.02
Indigencia,sum,H,2014-05-15,2023-10-29 04:42:02.768133,12,5500.0,0.02
P47T_hogar,mean,H,2014-05-15,2023-10-29 04:42:02.768133,12,436770.0,0.02
P47T_hogar,median,H,2014-05-15,2023-10-29 04:42:02.768133,12,371880.0,0.02
P47T_hogar,q10,H,2014-05-15,2023-10-29 04:42:02.768133,12,129120.0,0.02
P47T_hogar,q25,H,2014-05-15,2023-10-29 04:42:02.768133,12,236080.0,0.02
P47T_hogar,q75,H,2014-05-15,2023-10-29 04:42:02.768133,12,573620.0,0.02
P47T_hogar,q90,H,2014-05-15,2023-10-29 04:42:02.768133,12,786580.0,0.02
Pobreza,mean,H,2014-05-15,2023-10-29 04:42:02.768133,12,0.2657,0.02
Pobreza,sum,H,2014-05-15,2023-10-29 04:42:02.768133,12,26250.0,0.02
Total,mean,H,2014-05-15,2023-10-29 04:42:02.768133,12,1.0,0.02
Total,sum,H,2014-05-15,2023-10-29 04:42:02.768133,12,98800.0,0.02
gap_indigencia,mean,H,2014-05-15,2023-10-29 04:42:02.768133,12,317590.0,0.02
gap_indigencia,median,H,2014-05-15,2023-10-29 04:42:02.768133,12,259085.0,0.02
gap_pobreza,mean,H,2014-05-15,2023-10-29 04:42:02.768133,12,169740.0,0.02
gap_pobreza,median,H,2014-05-15,2023-10-29 04:42:02.768133,12,129780.0,0.02
CBA,mean,H,2014-08-15,2023-10-29 04:47:57.989304,12,119180.0,0.02
CBA,median,H,2014-08-15,2023-10-29 04:47:57.989304,12,107460.0,0.02
CBT,mean,H,2014-08-15,2023-10-29 04:47:57.989304,12,267030.0,0.02
CBT,median,H,2014-08-15,2023-10-29 04:47:57.989304,12,240780.0,0.02
CB_EQUIV,mean,H,2014-08-15,2023-10-29 04:47:57.989304,12,2.928,0.02
CB_EQUIV,median,H,2014-08-15,2023-10-29 04:47:57.989304,12,2.64,0.02
Indigencia,mean,H,2014-08-15,2023-10-29 04:47:57.989304,12,0.0577,0.02
Indigencia,sum,H,2014-08-15,2023-10-29 04:47:57.989304,12,5700.0,0.02
P47T_hogar,mean,H,2014-08-15,2023-10-29 04:47:57.989304,12,500420.0,0.02
P47T_hogar,median,H,2014-08-15,2023-10-29 04:47:57.989304,12,410450.0,0.02
P47T_hogar,q10,H,2014-08-15,2023-10-29 04:47:57.989304,12,138360.0,0.02
P47T_hogar,q25,H,2014-08-15,2023-10-29 04:47:57.989304,12,240460.0,0.02
P47T_hogar,q75,H,2014-08-15,2023-10-29 04:47:57.989304,12,648820.0,0.02
P47T_hogar,q90,H,2014-08-15,2023-10-29 04:47:57.989304,12,961370.0,0.02
Pobreza,mean,H,2014-08-15,2023-10-29 04:47:57.989304,12,0.2252,0.02
Pobreza,sum,H,2014-08-15,2023-10-29 04:47:57.989304,12,22250.0,0.02
Total,mean,H,2014-08-15,2023-10-29 04:47:57.989304,12,1.0,0.02
Total,sum,H,2014-08-15,2023-10-29 04:47:57.989304,12,98800.0,0.02
gap_indigencia,mean,H,2014-08-15,2023-10-29 04:47:57.989304,12,381240.0,0.02
gap_indigencia,median,H,2014-08-15,2023-10-29 04:47:57.989304,12,297700.0,0.02
gap_pobreza,mean,H,2014-08-15,2023-10-29 04:47:57.989304,12,233390.0,0.02
gap_pobreza,median,H,2014-08-15,2023-10-29 04:47:57.989304,12,160405.0,0.02
CBA,mean,H,2014-11-15,2023-10-29 04:54:06.210626,12,119180.0,0.02
CBA,median,H,2014-11-15,2023-10-29 04:54:06.210626,12,107460.0,0.02
CBT,mean,H,2014-11-15,2023-10-29 04:54:06.210626,12,267030.0,0.02
CBT,median,H,2014-11-15,2023-10-29 04:54:06.210626,12,240780.0,0.02
CB_EQUIV,mean,H,2014-11-15,2023-10-29 04:54:06.210626,12,2.928,0.02
CB_EQUIV,median,H,2014-11-15,2023-10-29 04:54:06.210626,12,2.64,0.02
Indigencia,mean,H,2014-11-15,2023-10-29 04:54:06.210626,12,0.0628,0.02
Indigencia,sum,H,2014-11-15,2023-10-29 04:54:06.210626,12,6200.0,0.02
P47T_hogar,mean,H,2014-11-15,2023-10-29 04:54:06.210626,12,462750.0,0.02
P47T_hogar,median,H,2014-11-15,2023-10-29 04:54:06.210626,12,395220.0,0.02
P47T_hogar,q10,H,2014-11-15,2023-10-29 04:54:06.210626,12,132130.0,0.02
P47T_hogar,q25,H,2014-11-15,2023-10-29 04:54:06.210626,12,239700.0,0.02
P47T_hogar,q75,H,2014-11-15,2023-10-29 04:54:06.210626,12,617400.0,0.02
P47T_hogar,q90,H,2014-11-15,2023-10-29 04:54:06.210626,12,832290.0,0.02
Pobreza,mean,H,2014-11-15,2023-10-29 04:54:06.210626,12,0.2399,0.02
Pobreza,sum,H,2014-11-15,2023-10-29 04:54:06.210626,12,23700.0,0.02
Total,mean,H,2014-11-15,2023-10-29 04:54:06.210626,12,1.0,0.02
Total,sum,H,2014-11-15,2023-10-29 04:54:06.210626,12,98800.0,0.02
gap_indigencia,mean,H,2014-11-15,2023-10-29 04:54:06.210626,12,343580.0,0.02
gap_indigencia,median,H,2014-11-15,2023-10-29 04:54:06.210626,12,278420.0,0.02
gap_pobreza,mean,H,2014-11-15,2023-10-29 04:54:06.210626,12,195720.0,0.02
gap_pobreza,median,H,2014-11-15,2023-10-29 04:54:06.210626,12,159555.0,0.02
CBA,mean,H,2015-02-15,2023-10-29 05:00:17.589051,12,117860.0,0.02
CBA,median,H,2015-02-15,2023-10-29 05:00:17.589051,12,104210.0,0.02
CBT,mean,H,2015-02-15,2023-10-29 05:00:17.589051,12,264080.0,0.02
CBT,median,H,2015-02-15,2023-10-29 05:00:17.589051,12,233480.0,0.02
CB_EQUIV,mean,H,2015-02-15,2023-10-29 05:00:17.589051,12,2.895,0.02
CB_EQUIV,median,H,2015-02-15,2023-10-29 05:00:17.589051,12,2.56,0.02
Indigencia,mean,H,2015-02-15,2023-10-29 05:00:17.589051,12,0.0698,0.02
Indigencia,sum,H,2015-02-15,2023-10-29 05:00:17.589051,12,7000.0,0.02
P47T_hogar,mean,H,2015-02-15,2023-10-29 05:00:17.589051,12,522320.0,0.02
P47T_hogar,median,H,2015-02-15,2023-10-29 05:00:17.589051,12,436890.0,0.02
P47T_hogar,q10,H,2015-02-15,2023-10-29 05:00:17.589051,12,126180.0,0.02
P47T_hogar,q25,H,2015-02-15,2023-10-29 05:00:17.589051,12,251800.0,0.02
P47T_hogar,q75,H,2015-02-15,2023-10-29 05:00:17.589051,12,707010.0,0.02
P47T_hogar,q90,H,2015-02-15,2023-10-29 05:00:17.589051,12,1016920.0,0.02
Pobreza,mean,H,2015-02-15,2023-10-29 05:00:17.589051,12,0.2175,0.02
Pobreza,sum,H,2015-02-15,2023-10-29 05:00:17.589051,12,21800.0,0.02
Total,mean,H,2015-02-15,2023-10-29 05:00:17.589051,12,1.0,0.02
Total,sum,H,2015-02-15,2023-10-29 05:00:17.589051,12,100250.0,0.02
gap_indigencia,mean,H,2015-02-15,2023-10-29 05:00:17.589051,12,404460.0,0.02
gap_indigencia,median,H,2015-02-15,2023-10-29 05:00:17.589051,12,327000.0,0.02
gap_pobreza,mean,H,2015-02-15,2023-10-29 05:00:17.589051,12,258240.0,0.02
gap_pobreza,median,H,2015-02-15,2023-10-29 05:00:17.589051,12,187950.0,0.02
CBA,mean,H,2015-05-15,2023-10-29 05:06:42.371233,12,117860.0,0.02
CBA,median,H,2015-05-15,2023-10-29 05:06:42.371233,12,104210.0,0.02
CBT,mean,H,2015-05-15,2023-10-29 05:06:42.371233,12,264080.0,0.02
CBT,median,H,2015-05-15,2023-10-29 05:06:42.371233,12,233480.0,0.02
CB_EQUIV,mean,H,2015-05-15,2023-10-29 05:06:42.371233,12,2.895,0.02
CB_EQUIV,median,H,2015-05-15,2023-10-29 05:06:42.371233,12,2.56,0.02
Indigencia,mean,H,2015-05-15,2023-10-29 05:06:42.371233,12,0.0603,0.02
Indigencia,sum,H,2015-05-15,2023-10-29 05:06:42.371233,12,6050.0,0.02
P47T_hogar,mean,H,2015-05-15,2023-10-29 05:06:42.371233,12,518500.0,0.02
P47T_hogar,median,H,2015-05-15,2023-10-29 05:06:42.371233,12,425520.0,0.02
P47T_hogar,q10,H,2015-05-15,2023-10-29 05:06:42.371233,12,120730.0,0.02
P47T_hogar,q25,H,2015-05-15,2023-10-29 05:06:42.371233,12,234990.0,0.02
P47T_hogar,q75,H,2015-05-15,2023-10-29 05:06:42.371233,12,701830.0,0.02
P47T_hogar,q90,H,2015-05-15,2023-10-29 05:06:42.371233,12,1023500.0,0.02
Pobreza,mean,H,2015-05-15,2023-10-29 05:06:42.371233,12,0.2349,0.02
Pobreza,sum,H,2015-05-15,2023-10-29 05:06:42.371233,12,23550.0,0.02
Total,mean,H,2015-05-15,2023-10-29 05:06:42.371233,12,1.0,0.02
Total,sum,H,2015-05-15,2023-10-29 05:06:42.371233,12,100250.0,0.02
gap_indigencia,mean,H,2015-05-15,2023-10-29 05:06:42.371233,12,400640.0,0.02
gap_indigencia,median,H,2015-05-15,2023-10-29 05:06:42.371233,12,310250.0,0.02
gap_pobreza,mean,H,2015-05-15,2023-10-29 05:06:42.371233,12,254430.0,0.02
gap_pobreza,median,H,2015-05-15,2023-10-29 05:06:42.371233,12,178200.0,0.02
