observable,sintetico,base,Q,timestamp,P0910,valor,frac
CBT,mean,M24,2017-05-15,2023-10-29 05:40:16.096744,20,877190.0,0.02
CBT,median,M24,2017-05-15,2023-10-29 05:40:16.096744,20,289020.0,0.02
CB_EQUIV,mean,M24,2017-05-15,2023-10-29 05:40:16.096744,20,8.482,0.02
CB_EQUIV,median,M24,2017-05-15,2023-10-29 05:40:16.096744,20,2.8200000000000003,0.02
Indigencia,mean,M24,2017-05-15,2023-10-29 05:40:16.096744,20,0.0637,0.02
Indigencia,sum,M24,2017-05-15,2023-10-29 05:40:16.096744,20,211800.0,0.02
P47T_hogar,mean,M24,2017-05-15,2023-10-29 05:40:16.096744,20,1912510.0,0.02
P47T_hogar,median,M24,2017-05-15,2023-10-29 05:40:16.096744,20,414690.0,0.02
P47T_hogar,q10,M24,2017-05-15,2023-10-29 05:40:16.096744,20,141580.0,0.02
P47T_hogar,q25,M24,2017-05-15,2023-10-29 05:40:16.096744,20,251800.0,0.02
P47T_hogar,q75,M24,2017-05-15,2023-10-29 05:40:16.096744,20,676740.0,0.02
P47T_hogar,q90,M24,2017-05-15,2023-10-29 05:40:16.096744,20,1022370.0,0.02
P47T_persona,mean,M24,2017-05-15,2023-10-29 05:40:16.096744,20,194730.0,0.02
P47T_persona,median,M24,2017-05-15,2023-10-29 05:40:16.096744,20,155240.0,0.02
P47T_persona,q10,M24,2017-05-15,2023-10-29 05:40:16.096744,20,17800.0,0.02
P47T_persona,q25,M24,2017-05-15,2023-10-29 05:40:16.096744,20,102560.0,0.02
P47T_persona,q75,M24,2017-05-15,2023-10-29 05:40:16.096744,20,251800.0,0.02
P47T_persona,q90,M24,2017-05-15,2023-10-29 05:40:16.096744,20,355690.0,0.02
Pobreza,mean,M24,2017-05-15,2023-10-29 05:40:16.096744,20,0.261,0.02
Pobreza,sum,M24,2017-05-15,2023-10-29 05:40:16.096744,20,867600.0,0.02
Total,mean,M24,2017-05-15,2023-10-29 05:40:16.096744,20,1.0,0.02
Total,sum,M24,2017-05-15,2023-10-29 05:40:16.096744,20,3324400.0,0.02
gap_indigencia,mean,M24,2017-05-15,2023-10-29 05:40:16.096744,20,1553260.0,0.02
gap_indigencia,median,M24,2017-05-15,2023-10-29 05:40:16.096744,20,294300.0,0.02
gap_pobreza,mean,M24,2017-05-15,2023-10-29 05:40:16.096744,20,1035320.0,0.02
gap_pobreza,median,M24,2017-05-15,2023-10-29 05:40:16.096744,20,144840.0,0.02
CBA,mean,M24,2017-08-15,2023-10-29 05:47:16.278846,20,357660.0,0.02
CBA,median,M24,2017-08-15,2023-10-29 05:47:16.278846,20,118760.0,0.02
CBT,mean,M24,2017-08-15,2023-10-29 05:47:16.278846,20,871950.0,0.02
CBT,median,M24,2017-08-15,2023-10-29 05:47:16.278846,20,286810.0,0.02
CB_EQUIV,mean,M24,2017-08-15,2023-10-29 05:47:16.278846,20,8.482,0.02
CB_EQUIV,median,M24,2017-08-15,2023-10-29 05:47:16.278846,20,2.8200000000000003,0.02
Indigencia,mean,M24,2017-08-15,2023-10-29 05:47:16.278846,20,0.0623,0.02
Indigencia,sum,M24,2017-08-15,2023-10-29 05:47:16.278846,20,207150.0,0.02
P47T_hogar,mean,M24,2017-08-15,2023-10-29 05:47:16.278846,20,2185030.0,0.02
P47T_hogar,median,M24,2017-08-15,2023-10-29 05:47:16.278846,20,457500.0,0.02
P47T_hogar,q10,M24,2017-08-15,2023-10-29 05:47:16.278846,20,148260.0,0.02
P47T_hogar,q25,M24,2017-08-15,2023-10-29 05:47:16.278846,20,264660.0,0.02
P47T_hogar,q75,M24,2017-08-15,2023-10-29 05:47:16.278846,20,749830.0,0.02
P47T_hogar,q90,M24,2017-08-15,2023-10-29 05:47:16.278846,20,1119160.0,0.02
P47T_persona,mean,M24,2017-08-15,2023-10-29 05:47:16.278846,20,213430.0,0.02
P47T_persona,median,M24,2017-08-15,2023-10-29 05:47:16.278846,20,178250.0,0.02
P47T_persona,q10,M24,2017-08-15,2023-10-29 05:47:16.278846,20,20910.0,0.02
P47T_persona,q25,M24,2017-08-15,2023-10-29 05:47:16.278846,20,107390.0,0.02
P47T_persona,q75,M24,2017-08-15,2023-10-29 05:47:16.278846,20,276090.0,0.02
P47T_persona,q90,M24,2017-08-15,2023-10-29 05:47:16.278846,20,417900.0,0.02
Pobreza,mean,M24,2017-08-15,2023-10-29 05:47:16.278846,20,0.2406,0.02
Pobreza,sum,M24,2017-08-15,2023-10-29 05:47:16.278846,20,799900.0,0.02
Total,mean,M24,2017-08-15,2023-10-29 05:47:16.278846,20,1.0,0.02
Total,sum,M24,2017-08-15,2023-10-29 05:47:16.278846,20,3324400.0,0.02
gap_indigencia,mean,M24,2017-08-15,2023-10-29 05:47:16.278846,20,1827370.0,0.02
gap_indigencia,median,M24,2017-08-15,2023-10-29 05:47:16.278846,20,339110.0,0.02
gap_pobreza,mean,M24,2017-08-15,2023-10-29 05:47:16.278846,20,1313080.0,0.02
gap_pobreza,median,M24,2017-08-15,2023-10-29 05:47:16.278846,20,186945.0,0.02
CBA,mean,M24,2017-11-15,2023-10-29 05:54:36.351151,20,357790.0,0.02
CBA,median,M24,2017-11-15,2023-10-29 05:54:36.351151,20,118810.0,0.02
CBT,mean,M24,2017-11-15,2023-10-29 05:54:36.351151,20,879390.0,0.02
CBT,median,M24,2017-11-15,2023-10-29 05:54:36.351151,20,289080.0,0.02
CB_EQUIV,mean,M24,2017-11-15,2023-10-29 05:54:36.351151,20,8.482,0.02
CB_EQUIV,median,M24,2017-11-15,2023-10-29 05:54:36.351151,20,2.8200000000000003,0.02
Indigencia,mean,M24,2017-11-15,2023-10-29 05:54:36.351151,20,0.0552,0.02
Indigencia,sum,M24,2017-11-15,2023-10-29 05:54:36.351151,20,183550.0,0.02
P47T_hogar,mean,M24,2017-11-15,2023-10-29 05:54:36.351151,20,1900590.0,0.02
P47T_hogar,median,M24,2017-11-15,2023-10-29 05:54:36.351151,20,429640.0,0.02
P47T_hogar,q10,M24,2017-11-15,2023-10-29 05:54:36.351151,20,144880.0,0.02
P47T_hogar,q25,M24,2017-11-15,2023-10-29 05:54:36.351151,20,263670.0,0.02
P47T_hogar,q75,M24,2017-11-15,2023-10-29 05:54:36.351151,20,702530.0,0.02
P47T_hogar,q90,M24,2017-11-15,2023-10-29 05:54:36.351151,20,1050670.0,0.02
P47T_persona,mean,M24,2017-11-15,2023-10-29 05:54:36.351151,20,200550.0,0.02
P47T_persona,median,M24,2017-11-15,2023-10-29 05:54:36.351151,20,162560.0,0.02
P47T_persona,q10,M24,2017-11-15,2023-10-29 05:54:36.351151,20,28220.0,0.02
P47T_persona,q25,M24,2017-11-15,2023-10-29 05:54:36.351151,20,112460.0,0.02
P47T_persona,q75,M24,2017-11-15,2023-10-29 05:54:36.351151,20,263670.0,0.02
P47T_persona,q90,M24,2017-11-15,2023-10-29 05:54:36.351151,20,372450.0,0.02
Pobreza,mean,M24,2017-11-15,2023-10-29 05:54:36.351151,20,0.2515,0.02
Pobreza,sum,M24,2017-11-15,2023-10-29 05:54:36.351151,20,836050.0,0.02
Total,mean,M24,2017-11-15,2023-10-29 05:54:36.351151,20,1.0,0.02
Total,sum,M24,2017-11-15,2023-10-29 05:54:36.351151,20,3324400.0,0.02
gap_indigencia,mean,M24,2017-11-15,2023-10-29 05:54:36.351151,20,1542800.0,0.02
gap_indigencia,median,M24,2017-11-15,2023-10-29 05:54:36.351151,20,308055.0,0.02
gap_pobreza,mean,M24,2017-11-15,2023-10-29 05:54:36.351151,20,1021200.0,0.02
gap_pobreza,median,M24,2017-11-15,2023-10-29 05:54:36.351151,20,154095.0,0.02
CBA,mean,M24,2018-02-15,2023-10-29 06:01:54.918120,20,935620.0,0.02
CBA,median,M24,2018-02-15,2023-10-29 06:01:54.918120,20,118360.0,0.02
CBT,mean,M24,2018-02-15,2023-10-29 06:01:54.918120,20,2381900.0,0.02
CBT,median,M24,2018-02-15,2023-10-29 06:01:54.918120,20,295150.0,0.02
CB_EQUIV,mean,M24,2018-02-15,2023-10-29 06:01:54.918120,20,22.643,0.02
CB_EQUIV,median,M24,2018-02-15,2023-10-29 06:01:54.918120,20,2.87,0.02
Indigencia,mean,M24,2018-02-15,2023-10-29 06:01:54.918120,20,0.057,0.02
Indigencia,sum,M24,2018-02-15,2023-10-29 06:01:54.918120,20,196000.0,0.02
P47T_hogar,mean,M24,2018-02-15,2023-10-29 06:01:54.918120,20,5485770.0,0.02
P47T_hogar,median,M24,2018-02-15,2023-10-29 06:01:54.918120,20,454750.0,0.02
P47T_hogar,q10,M24,2018-02-15,2023-10-29 06:01:54.918120,20,145320.0,0.02
P47T_hogar,q25,M24,2018-02-15,2023-10-29 06:01:54.918120,20,264540.0,0.02
P47T_hogar,q75,M24,2018-02-15,2023-10-29 06:01:54.918120,20,750900.0,0.02
P47T_hogar,q90,M24,2018-02-15,2023-10-29 06:01:54.918120,20,1161350.0,0.02
P47T_persona,mean,M24,2018-02-15,2023-10-29 06:01:54.918120,20,208650.0,0.02
P47T_persona,median,M24,2018-02-15,2023-10-29 06:01:54.918120,20,170230.0,0.02
P47T_persona,q10,M24,2018-02-15,2023-10-29 06:01:54.918120,20,19070.0,0.02
P47T_persona,q25,M24,2018-02-15,2023-10-29 06:01:54.918120,20,104950.0,0.02
P47T_persona,q75,M24,2018-02-15,2023-10-29 06:01:54.918120,20,282530.0,0.02
P47T_persona,q90,M24,2018-02-15,2023-10-29 06:01:54.918120,20,417900.0,0.02
Pobreza,mean,M24,2018-02-15,2023-10-29 06:01:54.918120,20,0.2513,0.02
Pobreza,sum,M24,2018-02-15,2023-10-29 06:01:54.918120,20,864200.0,0.02
Total,mean,M24,2018-02-15,2023-10-29 06:01:54.918120,20,1.0,0.02
Total,sum,M24,2018-02-15,2023-10-29 06:01:54.918120,20,3438500.0,0.02
gap_indigencia,mean,M24,2018-02-15,2023-10-29 06:01:54.918120,20,4550160.0,0.02
gap_indigencia,median,M24,2018-02-15,2023-10-29 06:01:54.918120,20,337130.0,0.02
gap_pobreza,mean,M24,2018-02-15,2023-10-29 06:01:54.918120,20,3103880.0,0.02
gap_pobreza,median,M24,2018-02-15,2023-10-29 06:01:54.918120,20,177315.0,0.02
CBA,mean,M24,2018-05-15,2023-10-29 06:09:25.468277,20,927750.0,0.02
CBA,median,M24,2018-05-15,2023-10-29 06:09:25.468277,20,117390.0,0.02
CBT,mean,M24,2018-05-15,2023-10-29 06:09:25.468277,20,2376900.0,0.02
CBT,median,M24,2018-05-15,2023-10-29 06:09:25.468277,20,294430.0,0.02
CB_EQUIV,mean,M24,2018-05-15,2023-10-29 06:09:25.468277,20,22.643,0.02
CB_EQUIV,median,M24,2018-05-15,2023-10-29 06:09:25.468277,20,2.87,0.02
Indigencia,mean,M24,2018-05-15,2023-10-29 06:09:25.468277,20,0.0713,0.02
Indigencia,sum,M24,2018-05-15,2023-10-29 06:09:25.468277,20,245150.0,0.02
P47T_hogar,mean,M24,2018-05-15,2023-10-29 06:09:25.468277,20,5381960.0,0.02
P47T_hogar,median,M24,2018-05-15,2023-10-29 06:09:25.468277,20,400820.0,0.02
P47T_hogar,q10,M24,2018-05-15,2023-10-29 06:09:25.468277,20,132130.0,0.02
P47T_hogar,q25,M24,2018-05-15,2023-10-29 06:09:25.468277,20,240160.0,0.02
P47T_hogar,q75,M24,2018-05-15,2023-10-29 06:09:25.468277,20,658380.0,0.02
P47T_hogar,q90,M24,2018-05-15,2023-10-29 06:09:25.468277,20,1004150.0,0.02
P47T_persona,mean,M24,2018-05-15,2023-10-29 06:09:25.468277,20,181480.0,0.02
P47T_persona,median,M24,2018-05-15,2023-10-29 06:09:25.468277,20,141580.0,0.02
P47T_persona,q10,M24,2018-05-15,2023-10-29 06:09:25.468277,20,15860.0,0.02
P47T_persona,q25,M24,2018-05-15,2023-10-29 06:09:25.468277,20,87290.0,0.02
P47T_persona,q75,M24,2018-05-15,2023-10-29 06:09:25.468277,20,251800.0,0.02
P47T_persona,q90,M24,2018-05-15,2023-10-29 06:09:25.468277,20,347590.0,0.02
Pobreza,mean,M24,2018-05-15,2023-10-29 06:09:25.468277,20,0.2892,0.02
Pobreza,sum,M24,2018-05-15,2023-10-29 06:09:25.468277,20,994400.0,0.02
Total,mean,M24,2018-05-15,2023-10-29 06:09:25.468277,20,1.0,0.02
Total,sum,M24,2018-05-15,2023-10-29 06:09:25.468277,20,3438500.0,0.02
gap_indigencia,mean,M24,2018-05-15,2023-10-29 06:09:25.468277,20,4454210.0,0.02
gap_indigencia,median,M24,2018-05-15,2023-10-29 06:09:25.468277,20,281465.0,0.02
gap_pobreza,mean,M24,2018-05-15,2023-10-29 06:09:25.468277,20,3005050.0,0.02
gap_pobreza,median,M24,2018-05-15,2023-10-29 06:09:25.468277,20,125230.0,0.02
CBA,mean,M24,2018-08-15,2023-10-29 06:16:56.766414,20,949370.0,0.02
CBA,median,M24,2018-08-15,2023-10-29 06:16:56.766414,20,119880.0,0.02
CBT,mean,M24,2018-08-15,2023-10-29 06:16:56.766414,20,2397980.0,0.02
CBT,median,M24,2018-08-15,2023-10-29 06:16:56.766414,20,297420.0,0.02
CB_EQUIV,mean,M24,2018-08-15,2023-10-29 06:16:56.766414,20,22.643,0.02
CB_EQUIV,median,M24,2018-08-15,2023-10-29 06:16:56.766414,20,2.87,0.02
Indigencia,mean,M24,2018-08-15,2023-10-29 06:16:56.766414,20,0.0707,0.02
Indigencia,sum,M24,2018-08-15,2023-10-29 06:16:56.766414,20,243200.0,0.02
P47T_hogar,mean,M24,2018-08-15,2023-10-29 06:16:56.766414,20,5776620.0,0.02
P47T_hogar,median,M24,2018-08-15,2023-10-29 06:16:56.766414,20,410300.0,0.02
P47T_hogar,q10,M24,2018-08-15,2023-10-29 06:16:56.766414,20,129120.0,0.02
P47T_hogar,q25,M24,2018-08-15,2023-10-29 06:16:56.766414,20,238640.0,0.02
P47T_hogar,q75,M24,2018-08-15,2023-10-29 06:16:56.766414,20,671820.0,0.02
P47T_hogar,q90,M24,2018-08-15,2023-10-29 06:16:56.766414,20,1073840.0,0.02
P47T_persona,mean,M24,2018-08-15,2023-10-29 06:16:56.766414,20,186640.0,0.02
P47T_persona,median,M24,2018-08-15,2023-10-29 06:16:56.766414,20,158860.0,0.02
P47T_persona,q10,M24,2018-08-15,2023-10-29 06:16:56.766414,20,17390.0,0.02
P47T_persona,q25,M24,2018-08-15,2023-10-29 06:16:56.766414,20,95710.0,0.02
P47T_persona,q75,M24,2018-08-15,2023-10-29 06:16:56.766414,20,246070.0,0.02
P47T_persona,q90,M24,2018-08-15,2023-10-29 06:16:56.766414,20,363970.0,0.02
Pobreza,mean,M24,2018-08-15,2023-10-29 06:16:56.766414,20,0.2817,0.02
Pobreza,sum,M24,2018-08-15,2023-10-29 06:16:56.766414,20,968600.0,0.02
Total,mean,M24,2018-08-15,2023-10-29 06:16:56.766414,20,1.0,0.02
Total,sum,M24,2018-08-15,2023-10-29 06:16:56.766414,20,3438500.0,0.02
gap_indigencia,mean,M24,2018-08-15,2023-10-29 06:16:56.766414,20,4827250.0,0.02
gap_indigencia,median,M24,2018-08-15,2023-10-29 06:16:56.766414,20,288945.0,0.02
gap_pobreza,mean,M24,2018-08-15,2023-10-29 06:16:56.766414,20,3378630.0,0.02
gap_pobreza,median,M24,2018-08-15,2023-10-29 06:16:56.766414,20,128425.0,0.02
CBA,mean,M24,2018-11-15,2023-10-29 06:24:41.748072,20,976990.0,0.02
CBA,median,M24,2018-11-15,2023-10-29 06:24:41.748072,20,123490.0,0.02
CBT,mean,M24,2018-11-15,2023-10-29 06:24:41.748072,20,2470960.0,0.02
CBT,median,M24,2018-11-15,2023-10-29 06:24:41.748072,20,306130.0,0.02
CB_EQUIV,mean,M24,2018-11-15,2023-10-29 06:24:41.748072,20,22.643,0.02
CB_EQUIV,median,M24,2018-11-15,2023-10-29 06:24:41.748072,20,2.87,0.02
Indigencia,mean,M24,2018-11-15,2023-10-29 06:24:41.748072,20,0.0833,0.02
Indigencia,sum,M24,2018-11-15,2023-10-29 06:24:41.748072,20,286500.0,0.02
P47T_hogar,mean,M24,2018-11-15,2023-10-29 06:24:41.748072,20,6684530.0,0.02
P47T_hogar,median,M24,2018-11-15,2023-10-29 06:24:41.748072,20,362580.0,0.02
P47T_hogar,q10,M24,2018-11-15,2023-10-29 06:24:41.748072,20,117760.0,0.02
P47T_hogar,q25,M24,2018-11-15,2023-10-29 06:24:41.748072,20,219790.0,0.02
P47T_hogar,q75,M24,2018-11-15,2023-10-29 06:24:41.748072,20,593660.0,0.02
P47T_hogar,q90,M24,2018-11-15,2023-10-29 06:24:41.748072,20,919660.0,0.02
P47T_persona,mean,M24,2018-11-15,2023-10-29 06:24:41.748072,20,167910.0,0.02
P47T_persona,median,M24,2018-11-15,2023-10-29 06:24:41.748072,20,123310.0,0.02
P47T_persona,q10,M24,2018-11-15,2023-10-29 06:24:41.748072,20,16610.0,0.02
P47T_persona,q25,M24,2018-11-15,2023-10-29 06:24:41.748072,20,83360.0,0.02
P47T_persona,q75,M24,2018-11-15,2023-10-29 06:24:41.748072,20,229640.0,0.02
P47T_persona,q90,M24,2018-11-15,2023-10-29 06:24:41.748072,20,317000.0,0.02
Pobreza,mean,M24,2018-11-15,2023-10-29 06:24:41.748072,20,0.339,0.02
Pobreza,sum,M24,2018-11-15,2023-10-29 06:24:41.748072,20,1165600.0,0.02
Total,mean,M24,2018-11-15,2023-10-29 06:24:41.748072,20,1.0,0.02
Total,sum,M24,2018-11-15,2023-10-29 06:24:41.748072,20,3438500.0,0.02
gap_indigencia,mean,M24,2018-11-15,2023-10-29 06:24:41.748072,20,5707530.0,0.02
gap_indigencia,median,M24,2018-11-15,2023-10-29 06:24:41.748072,20,238960.0,0.02
gap_pobreza,mean,M24,2018-11-15,2023-10-29 06:24:41.748072,20,4213560.0,0.02
gap_pobreza,median,M24,2018-11-15,2023-10-29 06:24:41.748072,20,79960.0,0.02
CBA,mean,M24,2019-02-15,2023-10-29 06:32:27.706382,20,167120.0,0.02
CBA,median,M24,2019-02-15,2023-10-29 06:32:27.706382,20,123560.0,0.02
CBT,mean,M24,2019-02-15,2023-10-29 06:32:27.706382,20,414220.0,0.02
CBT,median,M24,2019-02-15,2023-10-29 06:32:27.706382,20,303190.0,0.02
CB_EQUIV,mean,M24,2019-02-15,2023-10-29 06:32:27.706382,20,3.896,0.02
CB_EQUIV,median,M24,2019-02-15,2023-10-29 06:32:27.706382,20,2.83,0.02
Indigencia,mean,M24,2019-02-15,2023-10-29 06:32:27.706382,20,0.0763,0.02
Indigencia,sum,M24,2019-02-15,2023-10-29 06:32:27.706382,20,259500.0,0.02
P47T_hogar,mean,M24,2019-02-15,2023-10-29 06:32:27.706382,20,738670.0,0.02
P47T_hogar,median,M24,2019-02-15,2023-10-29 06:32:27.706382,20,402370.0,0.02
P47T_hogar,q10,M24,2019-02-15,2023-10-29 06:32:27.706382,20,126180.0,0.02
P47T_hogar,q25,M24,2019-02-15,2023-10-29 06:32:27.706382,20,230540.0,0.02
P47T_hogar,q75,M24,2019-02-15,2023-10-29 06:32:27.706382,20,658240.0,0.02
P47T_hogar,q90,M24,2019-02-15,2023-10-29 06:32:27.706382,20,996090.0,0.02
P47T_persona,mean,M24,2019-02-15,2023-10-29 06:32:27.706382,20,191210.0,0.02
P47T_persona,median,M24,2019-02-15,2023-10-29 06:32:27.706382,20,148260.0,0.02
P47T_persona,q10,M24,2019-02-15,2023-10-29 06:32:27.706382,20,23470.0,0.02
P47T_persona,q25,M24,2019-02-15,2023-10-29 06:32:27.706382,20,91400.0,0.02
P47T_persona,q75,M24,2019-02-15,2023-10-29 06:32:27.706382,20,251800.0,0.02
P47T_persona,q90,M24,2019-02-15,2023-10-29 06:32:27.706382,20,381130.0,0.02
Pobreza,mean,M24,2019-02-15,2023-10-29 06:32:27.706382,20,0.3059,0.02
Pobreza,sum,M24,2019-02-15,2023-10-29 06:32:27.706382,20,1040350.0,0.02
Total,mean,M24,2019-02-15,2023-10-29 06:32:27.706382,20,1.0,0.02
Total,sum,M24,2019-02-15,2023-10-29 06:32:27.706382,20,3400950.0,0.02
gap_indigencia,mean,M24,2019-02-15,2023-10-29 06:32:27.706382,20,571560.0,0.02
gap_indigencia,median,M24,2019-02-15,2023-10-29 06:32:27.706382,20,279500.0,0.02
gap_pobreza,mean,M24,2019-02-15,2023-10-29 06:32:27.706382,20,324450.0,0.02
gap_pobreza,median,M24,2019-02-15,2023-10-29 06:32:27.706382,20,110110.0,0.02
CBA,mean,M24,2019-05-15,2023-10-29 06:40:26.651371,20,164230.0,0.02
CBA,median,M24,2019-05-15,2023-10-29 06:40:26.651371,20,121180.0,0.02
CBT,mean,M24,2019-05-15,2023-10-29 06:40:26.651371,20,410290.0,0.02
CBT,median,M24,2019-05-15,2023-10-29 06:40:26.651371,20,300660.0,0.02
CB_EQUIV,mean,M24,2019-05-15,2023-10-29 06:40:26.651371,20,3.896,0.02
CB_EQUIV,median,M24,2019-05-15,2023-10-29 06:40:26.651371,20,2.83,0.02
Indigencia,mean,M24,2019-05-15,2023-10-29 06:40:26.651371,20,0.0787,0.02
Indigencia,sum,M24,2019-05-15,2023-10-29 06:40:26.651371,20,267750.0,0.02
P47T_hogar,mean,M24,2019-05-15,2023-10-29 06:40:26.651371,20,742510.0,0.02
P47T_hogar,median,M24,2019-05-15,2023-10-29 06:40:26.651371,20,359560.0,0.02
P47T_hogar,q10,M24,2019-05-15,2023-10-29 06:40:26.651371,20,117760.0,0.02
P47T_hogar,q25,M24,2019-05-15,2023-10-29 06:40:26.651371,20,214560.0,0.02
P47T_hogar,q75,M24,2019-05-15,2023-10-29 06:40:26.651371,20,578240.0,0.02
P47T_hogar,q90,M24,2019-05-15,2023-10-29 06:40:26.651371,20,853150.0,0.02
P47T_persona,mean,M24,2019-05-15,2023-10-29 06:40:26.651371,20,169730.0,0.02
P47T_persona,median,M24,2019-05-15,2023-10-29 06:40:26.651371,20,135210.0,0.02
P47T_persona,q10,M24,2019-05-15,2023-10-29 06:40:26.651371,20,20440.0,0.02
P47T_persona,q25,M24,2019-05-15,2023-10-29 06:40:26.651371,20,89320.0,0.02
P47T_persona,q75,M24,2019-05-15,2023-10-29 06:40:26.651371,20,224410.0,0.02
P47T_persona,q90,M24,2019-05-15,2023-10-29 06:40:26.651371,20,339680.0,0.02
Pobreza,mean,M24,2019-05-15,2023-10-29 06:40:26.651371,20,0.3459,0.02
Pobreza,sum,M24,2019-05-15,2023-10-29 06:40:26.651371,20,1176450.0,0.02
Total,mean,M24,2019-05-15,2023-10-29 06:40:26.651371,20,1.0,0.02
Total,sum,M24,2019-05-15,2023-10-29 06:40:26.651371,20,3400950.0,0.02
gap_indigencia,mean,M24,2019-05-15,2023-10-29 06:40:26.651371,20,578280.0,0.02
gap_indigencia,median,M24,2019-05-15,2023-10-29 06:40:26.651371,20,235270.0,0.02
gap_pobreza,mean,M24,2019-05-15,2023-10-29 06:40:26.651371,20,332220.0,0.02
gap_pobreza,median,M24,2019-05-15,2023-10-29 06:40:26.651371,20,77420.0,0.02
CBA,mean,M24,2019-08-15,2023-10-29 06:48:26.255786,20,165120.0,0.02
CBA,median,M24,2019-08-15,2023-10-29 06:48:26.255786,20,121570.0,0.02
CBT,mean,M24,2019-08-15,2023-10-29 06:48:26.255786,20,411340.0,0.02
CBT,median,M24,2019-08-15,2023-10-29 06:48:26.255786,20,301340.0,0.02
CB_EQUIV,mean,M24,2019-08-15,2023-10-29 06:48:26.255786,20,3.896,0.02
CB_EQUIV,median,M24,2019-08-15,2023-10-29 06:48:26.255786,20,2.83,0.02
Indigencia,mean,M24,2019-08-15,2023-10-29 06:48:26.255786,20,0.0833,0.02
Indigencia,sum,M24,2019-08-15,2023-10-29 06:48:26.255786,20,283150.0,0.02
P47T_hogar,mean,M24,2019-08-15,2023-10-29 06:48:26.255786,20,886100.0,0.02
P47T_hogar,median,M24,2019-08-15,2023-10-29 06:48:26.255786,20,384020.0,0.02
P47T_hogar,q10,M24,2019-08-15,2023-10-29 06:48:26.255786,20,123310.0,0.02
P47T_hogar,q25,M24,2019-08-15,2023-10-29 06:48:26.255786,20,221250.0,0.02
P47T_hogar,q75,M24,2019-08-15,2023-10-29 06:48:26.255786,20,629220.0,0.02
P47T_hogar,q90,M24,2019-08-15,2023-10-29 06:48:26.255786,20,957090.0,0.02
P47T_persona,mean,M24,2019-08-15,2023-10-29 06:48:26.255786,20,184050.0,0.02
P47T_persona,median,M24,2019-08-15,2023-10-29 06:48:26.255786,20,132130.0,0.02
P47T_persona,q10,M24,2019-08-15,2023-10-29 06:48:26.255786,20,20440.0,0.02
P47T_persona,q25,M24,2019-08-15,2023-10-29 06:48:26.255786,20,93530.0,0.02
P47T_persona,q75,M24,2019-08-15,2023-10-29 06:48:26.255786,20,229640.0,0.02
P47T_persona,q90,M24,2019-08-15,2023-10-29 06:48:26.255786,20,355690.0,0.02
Pobreza,mean,M24,2019-08-15,2023-10-29 06:48:26.255786,20,0.3212,0.02
Pobreza,sum,M24,2019-08-15,2023-10-29 06:48:26.255786,20,1092550.0,0.02
Total,mean,M24,2019-08-15,2023-10-29 06:48:26.255786,20,1.0,0.02
Total,sum,M24,2019-08-15,2023-10-29 06:48:26.255786,20,3400950.0,0.02
gap_indigencia,mean,M24,2019-08-15,2023-10-29 06:48:26.255786,20,720980.0,0.02
gap_indigencia,median,M24,2019-08-15,2023-10-29 06:48:26.255786,20,259740.0,0.02
gap_pobreza,mean,M24,2019-08-15,2023-10-29 06:48:26.255786,20,474760.0,0.02
gap_pobreza,median,M24,2019-08-15,2023-10-29 06:48:26.255786,20,99200.0,0.02
CBA,mean,M24,2019-11-15,2023-10-29 06:56:29.132479,20,165030.0,0.02
CBA,median,M24,2019-11-15,2023-10-29 06:56:29.132479,20,121630.0,0.02
CBT,mean,M24,2019-11-15,2023-10-29 06:56:29.132479,20,411430.0,0.02
CBT,median,M24,2019-11-15,2023-10-29 06:56:29.132479,20,301480.0,0.02
CB_EQUIV,mean,M24,2019-11-15,2023-10-29 06:56:29.132479,20,3.896,0.02
CB_EQUIV,median,M24,2019-11-15,2023-10-29 06:56:29.132479,20,2.83,0.02
Indigencia,mean,M24,2019-11-15,2023-10-29 06:56:29.132479,20,0.0973,0.02
Indigencia,sum,M24,2019-11-15,2023-10-29 06:56:29.132479,20,330800.0,0.02
P47T_hogar,mean,M24,2019-11-15,2023-10-29 06:56:29.132479,20,629850.0,0.02
P47T_hogar,median,M24,2019-11-15,2023-10-29 06:56:29.132479,20,342300.0,0.02
P47T_hogar,q10,M24,2019-11-15,2023-10-29 06:56:29.132479,20,114890.0,0.02
P47T_hogar,q25,M24,2019-11-15,2023-10-29 06:56:29.132479,20,206480.0,0.02
P47T_hogar,q75,M24,2019-11-15,2023-10-29 06:56:29.132479,20,542320.0,0.02
P47T_hogar,q90,M24,2019-11-15,2023-10-29 06:56:29.132479,20,811830.0,0.02
P47T_persona,mean,M24,2019-11-15,2023-10-29 06:56:29.132479,20,158800.0,0.02
P47T_persona,median,M24,2019-11-15,2023-10-29 06:56:29.132479,20,117760.0,0.02
P47T_persona,q10,M24,2019-11-15,2023-10-29 06:56:29.132479,20,19970.0,0.02
P47T_persona,q25,M24,2019-11-15,2023-10-29 06:56:29.132479,20,87290.0,0.02
P47T_persona,q75,M24,2019-11-15,2023-10-29 06:56:29.132479,20,209430.0,0.02
P47T_persona,q90,M24,2019-11-15,2023-10-29 06:56:29.132479,20,309790.0,0.02
Pobreza,mean,M24,2019-11-15,2023-10-29 06:56:29.132479,20,0.3806,0.02
Pobreza,sum,M24,2019-11-15,2023-10-29 06:56:29.132479,20,1294400.0,0.02
