observable,sintetico,base,Q,timestamp,P0910,valor,frac
CBA,median,P,2018-08-15,2023-10-29 06:14:36.871036,30,168530.0,0.02
CBT,mean,P,2018-08-15,2023-10-29 06:14:36.871036,30,1345660.0,0.02
CBT,median,P,2018-08-15,2023-10-29 06:14:36.871036,30,418680.0,0.02
CB_EQUIV,mean,P,2018-08-15,2023-10-29 06:14:36.871036,30,13.094,0.02
CB_EQUIV,median,P,2018-08-15,2023-10-29 06:14:36.871036,30,4.12,0.02
Indigencia,mean,P,2018-08-15,2023-10-29 06:14:36.871036,30,0.1369,0.02
Indigencia,sum,P,2018-08-15,2023-10-29 06:14:36.871036,30,181450.0,0.02
P47T_hogar,mean,P,2018-08-15,2023-10-29 06:14:36.871036,30,2130060.0,0.02
P47T_hogar,median,P,2018-08-15,2023-10-29 06:14:36.871036,30,442970.0,0.02
P47T_hogar,q10,P,2018-08-15,2023-10-29 06:14:36.871036,30,126460.0,0.02
P47T_hogar,q25,P,2018-08-15,2023-10-29 06:14:36.871036,30,257670.0,0.02
P47T_hogar,q75,P,2018-08-15,2023-10-29 06:14:36.871036,30,703890.0,0.02
P47T_hogar,q90,P,2018-08-15,2023-10-29 06:14:36.871036,30,1032680.0,0.02
P47T_persona,mean,P,2018-08-15,2023-10-29 06:14:36.871036,30,17220.0,0.02
P47T_persona,median,P,2018-08-15,2023-10-29 06:14:36.871036,30,0.0,0.02
P47T_persona,q10,P,2018-08-15,2023-10-29 06:14:36.871036,30,0.0,0.02
P47T_persona,q25,P,2018-08-15,2023-10-29 06:14:36.871036,30,0.0,0.02
P47T_persona,q75,P,2018-08-15,2023-10-29 06:14:36.871036,30,0.0,0.02
P47T_persona,q90,P,2018-08-15,2023-10-29 06:14:36.871036,30,63220.0,0.02
Pobreza,mean,P,2018-08-15,2023-10-29 06:14:36.871036,30,0.4728,0.02
Pobreza,sum,P,2018-08-15,2023-10-29 06:14:36.871036,30,626500.0,0.02
Total,mean,P,2018-08-15,2023-10-29 06:14:36.871036,30,1.0,0.02
Total,sum,P,2018-08-15,2023-10-29 06:14:36.871036,30,1325050.0,0.02
gap_indigencia,mean,P,2018-08-15,2023-10-29 06:14:36.871036,30,1609590.0,0.02
gap_indigencia,median,P,2018-08-15,2023-10-29 06:14:36.871036,30,264560.0,0.02
gap_pobreza,mean,P,2018-08-15,2023-10-29 06:14:36.871036,30,784390.0,0.02
gap_pobreza,median,P,2018-08-15,2023-10-29 06:14:36.871036,30,19870.0,0.02
CBA,mean,P,2018-11-15,2023-10-29 06:22:17.797239,30,535040.0,0.02
CBA,median,P,2018-11-15,2023-10-29 06:22:17.797239,30,173330.0,0.02
CBT,mean,P,2018-11-15,2023-10-29 06:22:17.797239,30,1385140.0,0.02
CBT,median,P,2018-11-15,2023-10-29 06:22:17.797239,30,430980.0,0.02
CB_EQUIV,mean,P,2018-11-15,2023-10-29 06:22:17.797239,30,13.094,0.02
CB_EQUIV,median,P,2018-11-15,2023-10-29 06:22:17.797239,30,4.12,0.02
Indigencia,mean,P,2018-11-15,2023-10-29 06:22:17.797239,30,0.1652,0.02
Indigencia,sum,P,2018-11-15,2023-10-29 06:22:17.797239,30,218950.0,0.02
P47T_hogar,mean,P,2018-11-15,2023-10-29 06:22:17.797239,30,2288070.0,0.02
P47T_hogar,median,P,2018-11-15,2023-10-29 06:22:17.797239,30,388550.0,0.02
P47T_hogar,q10,P,2018-11-15,2023-10-29 06:22:17.797239,30,117760.0,0.02
P47T_hogar,q25,P,2018-11-15,2023-10-29 06:22:17.797239,30,230210.0,0.02
P47T_hogar,q75,P,2018-11-15,2023-10-29 06:22:17.797239,30,613520.0,0.02
P47T_hogar,q90,P,2018-11-15,2023-10-29 06:22:17.797239,30,880750.0,0.02
P47T_persona,mean,P,2018-11-15,2023-10-29 06:22:17.797239,30,19430.0,0.02
P47T_persona,median,P,2018-11-15,2023-10-29 06:22:17.797239,30,0.0,0.02
P47T_persona,q10,P,2018-11-15,2023-10-29 06:22:17.797239,30,0.0,0.02
P47T_persona,q25,P,2018-11-15,2023-10-29 06:22:17.797239,30,0.0,0.02
P47T_persona,q75,P,2018-11-15,2023-10-29 06:22:17.797239,30,0.0,0.02
P47T_persona,q90,P,2018-11-15,2023-10-29 06:22:17.797239,30,77790.0,0.02
Pobreza,mean,P,2018-11-15,2023-10-29 06:22:17.797239,30,0.5656,0.02
Pobreza,sum,P,2018-11-15,2023-10-29 06:22:17.797239,30,749500.0,0.02
Total,mean,P,2018-11-15,2023-10-29 06:22:17.797239,30,1.0,0.02
Total,sum,P,2018-11-15,2023-10-29 06:22:17.797239,30,1325050.0,0.02
gap_indigencia,mean,P,2018-11-15,2023-10-29 06:22:17.797239,30,1753030.0,0.02
gap_indigencia,median,P,2018-11-15,2023-10-29 06:22:17.797239,30,205550.0,0.02
gap_pobreza,mean,P,2018-11-15,2023-10-29 06:22:17.797239,30,902940.0,0.02
gap_pobreza,median,P,2018-11-15,2023-10-29 06:22:17.797239,30,-45380.0,0.02
CBA,mean,P,2019-02-15,2023-10-29 06:30:04.104585,30,193380.0,0.02
CBA,median,P,2019-02-15,2023-10-29 06:30:04.104585,30,171990.0,0.02
CBT,mean,P,2019-02-15,2023-10-29 06:30:04.104585,30,478040.0,0.02
CBT,median,P,2019-02-15,2023-10-29 06:30:04.104585,30,425170.0,0.02
CB_EQUIV,mean,P,2019-02-15,2023-10-29 06:30:04.104585,30,4.588,0.02
CB_EQUIV,median,P,2019-02-15,2023-10-29 06:30:04.104585,30,4.09,0.02
Indigencia,mean,P,2019-02-15,2023-10-29 06:30:04.104585,30,0.1486,0.02
Indigencia,sum,P,2019-02-15,2023-10-29 06:30:04.104585,30,195400.0,0.02
P47T_hogar,mean,P,2019-02-15,2023-10-29 06:30:04.104585,30,551050.0,0.02
P47T_hogar,median,P,2019-02-15,2023-10-29 06:30:04.104585,30,431490.0,0.02
P47T_hogar,q10,P,2019-02-15,2023-10-29 06:30:04.104585,30,126180.0,0.02
P47T_hogar,q25,P,2019-02-15,2023-10-29 06:30:04.104585,30,249750.0,0.02
P47T_hogar,q75,P,2019-02-15,2023-10-29 06:30:04.104585,30,666900.0,0.02
P47T_hogar,q90,P,2019-02-15,2023-10-29 06:30:04.104585,30,961240.0,0.02
P47T_persona,mean,P,2019-02-15,2023-10-29 06:30:04.104585,30,17600.0,0.02
P47T_persona,median,P,2019-02-15,2023-10-29 06:30:04.104585,30,0.0,0.02
P47T_persona,q10,P,2019-02-15,2023-10-29 06:30:04.104585,30,0.0,0.02
P47T_persona,q25,P,2019-02-15,2023-10-29 06:30:04.104585,30,0.0,0.02
P47T_persona,q75,P,2019-02-15,2023-10-29 06:30:04.104585,30,0.0,0.02
P47T_persona,q90,P,2019-02-15,2023-10-29 06:30:04.104585,30,74290.0,0.02
Pobreza,mean,P,2019-02-15,2023-10-29 06:30:04.104585,30,0.5093,0.02
Pobreza,sum,P,2019-02-15,2023-10-29 06:30:04.104585,30,669650.0,0.02
Total,mean,P,2019-02-15,2023-10-29 06:30:04.104585,30,1.0,0.02
Total,sum,P,2019-02-15,2023-10-29 06:30:04.104585,30,1314800.0,0.02
gap_indigencia,mean,P,2019-02-15,2023-10-29 06:30:04.104585,30,357670.0,0.02
gap_indigencia,median,P,2019-02-15,2023-10-29 06:30:04.104585,30,247135.0,0.02
gap_pobreza,mean,P,2019-02-15,2023-10-29 06:30:04.104585,30,73010.0,0.02
gap_pobreza,median,P,2019-02-15,2023-10-29 06:30:04.104585,30,-7465.0,0.02
CBA,mean,P,2019-05-15,2023-10-29 06:37:59.438162,30,190110.0,0.02
CBA,median,P,2019-05-15,2023-10-29 06:37:59.438162,30,169130.0,0.02
CBT,mean,P,2019-05-15,2023-10-29 06:37:59.438162,30,473710.0,0.02
CBT,median,P,2019-05-15,2023-10-29 06:37:59.438162,30,421440.0,0.02
CB_EQUIV,mean,P,2019-05-15,2023-10-29 06:37:59.438162,30,4.588,0.02
CB_EQUIV,median,P,2019-05-15,2023-10-29 06:37:59.438162,30,4.09,0.02
Indigencia,mean,P,2019-05-15,2023-10-29 06:37:59.438162,30,0.1648,0.02
Indigencia,sum,P,2019-05-15,2023-10-29 06:37:59.438162,30,216700.0,0.02
P47T_hogar,mean,P,2019-05-15,2023-10-29 06:37:59.438162,30,496680.0,0.02
P47T_hogar,median,P,2019-05-15,2023-10-29 06:37:59.438162,30,371850.0,0.02
P47T_hogar,q10,P,2019-05-15,2023-10-29 06:37:59.438162,30,112460.0,0.02
P47T_hogar,q25,P,2019-05-15,2023-10-29 06:37:59.438162,30,224410.0,0.02
P47T_hogar,q75,P,2019-05-15,2023-10-29 06:37:59.438162,30,577120.0,0.02
P47T_hogar,q90,P,2019-05-15,2023-10-29 06:37:59.438162,30,820240.0,0.02
P47T_persona,mean,P,2019-05-15,2023-10-29 06:37:59.438162,30,14210.0,0.02
P47T_persona,median,P,2019-05-15,2023-10-29 06:37:59.438162,30,0.0,0.02
P47T_persona,q10,P,2019-05-15,2023-10-29 06:37:59.438162,30,0.0,0.02
P47T_persona,q25,P,2019-05-15,2023-10-29 06:37:59.438162,30,0.0,0.02
P47T_persona,q75,P,2019-05-15,2023-10-29 06:37:59.438162,30,0.0,0.02
P47T_persona,q90,P,2019-05-15,2023-10-29 06:37:59.438162,30,44750.0,0.02
Pobreza,mean,P,2019-05-15,2023-10-29 06:37:59.438162,30,0.5909,0.02
Pobreza,sum,P,2019-05-15,2023-10-29 06:37:59.438162,30,776850.0,0.02
Total,mean,P,2019-05-15,2023-10-29 06:37:59.438162,30,1.0,0.02
Total,sum,P,2019-05-15,2023-10-29 06:37:59.438162,30,1314800.0,0.02
gap_indigencia,mean,P,2019-05-15,2023-10-29 06:37:59.438162,30,306570.0,0.02
gap_indigencia,median,P,2019-05-15,2023-10-29 06:37:59.438162,30,189945.0,0.02
gap_pobreza,mean,P,2019-05-15,2023-10-29 06:37:59.438162,30,22970.0,0.02
gap_pobreza,median,P,2019-05-15,2023-10-29 06:37:59.438162,30,-56690.0,0.02
CBA,mean,P,2019-08-15,2023-10-29 06:45:59.926503,30,191160.0,0.02
CBA,median,P,2019-08-15,2023-10-29 06:45:59.926503,30,170120.0,0.02
CBT,mean,P,2019-08-15,2023-10-29 06:45:59.926503,30,474880.0,0.02
CBT,median,P,2019-08-15,2023-10-29 06:45:59.926503,30,422540.0,0.02
CB_EQUIV,mean,P,2019-08-15,2023-10-29 06:45:59.926503,30,4.588,0.02
CB_EQUIV,median,P,2019-08-15,2023-10-29 06:45:59.926503,30,4.09,0.02
Indigencia,mean,P,2019-08-15,2023-10-29 06:45:59.926503,30,0.1558,0.02
Indigencia,sum,P,2019-08-15,2023-10-29 06:45:59.926503,30,204850.0,0.02
P47T_hogar,mean,P,2019-08-15,2023-10-29 06:45:59.926503,30,561610.0,0.02
P47T_hogar,median,P,2019-08-15,2023-10-29 06:45:59.926503,30,411060.0,0.02
P47T_hogar,q10,P,2019-08-15,2023-10-29 06:45:59.926503,30,123310.0,0.02
P47T_hogar,q25,P,2019-08-15,2023-10-29 06:45:59.926503,30,238040.0,0.02
P47T_hogar,q75,P,2019-08-15,2023-10-29 06:45:59.926503,30,660230.0,0.02
P47T_hogar,q90,P,2019-08-15,2023-10-29 06:45:59.926503,30,954820.0,0.02
P47T_persona,mean,P,2019-08-15,2023-10-29 06:45:59.926503,30,17230.0,0.02
P47T_persona,median,P,2019-08-15,2023-10-29 06:45:59.926503,30,0.0,0.02
P47T_persona,q10,P,2019-08-15,2023-10-29 06:45:59.926503,30,0.0,0.02
P47T_persona,q25,P,2019-08-15,2023-10-29 06:45:59.926503,30,0.0,0.02
P47T_persona,q75,P,2019-08-15,2023-10-29 06:45:59.926503,30,0.0,0.02
P47T_persona,q90,P,2019-08-15,2023-10-29 06:45:59.926503,30,61780.0,0.02
Pobreza,mean,P,2019-08-15,2023-10-29 06:45:59.926503,30,0.5206,0.02
Pobreza,sum,P,2019-08-15,2023-10-29 06:45:59.926503,30,684450.0,0.02
Total,mean,P,2019-08-15,2023-10-29 06:45:59.926503,30,1.0,0.02
Total,sum,P,2019-08-15,2023-10-29 06:45:59.926503,30,1314800.0,0.02
gap_indigencia,mean,P,2019-08-15,2023-10-29 06:45:59.926503,30,370440.0,0.02
gap_indigencia,median,P,2019-08-15,2023-10-29 06:45:59.926503,30,232525.0,0.02
gap_pobreza,mean,P,2019-08-15,2023-10-29 06:45:59.926503,30,86720.0,0.02
gap_pobreza,median,P,2019-08-15,2023-10-29 06:45:59.926503,30,-15245.0,0.02
CBA,mean,P,2019-11-15,2023-10-29 06:54:00.598163,30,191060.0,0.02
CBA,median,P,2019-11-15,2023-10-29 06:54:00.598163,30,170120.0,0.02
CBT,mean,P,2019-11-15,2023-10-29 06:54:00.598163,30,475080.0,0.02
CBT,median,P,2019-11-15,2023-10-29 06:54:00.598163,30,423240.0,0.02
CB_EQUIV,mean,P,2019-11-15,2023-10-29 06:54:00.598163,30,4.588,0.02
CB_EQUIV,median,P,2019-11-15,2023-10-29 06:54:00.598163,30,4.09,0.02
Indigencia,mean,P,2019-11-15,2023-10-29 06:54:00.598163,30,0.185,0.02
Indigencia,sum,P,2019-11-15,2023-10-29 06:54:00.598163,30,243200.0,0.02
P47T_hogar,mean,P,2019-11-15,2023-10-29 06:54:00.598163,30,465100.0,0.02
P47T_hogar,median,P,2019-11-15,2023-10-29 06:54:00.598163,30,354510.0,0.02
P47T_hogar,q10,P,2019-11-15,2023-10-29 06:54:00.598163,30,111090.0,0.02
P47T_hogar,q25,P,2019-11-15,2023-10-29 06:54:00.598163,30,211030.0,0.02
P47T_hogar,q75,P,2019-11-15,2023-10-29 06:54:00.598163,30,552190.0,0.02
P47T_hogar,q90,P,2019-11-15,2023-10-29 06:54:00.598163,30,802940.0,0.02
P47T_persona,mean,P,2019-11-15,2023-10-29 06:54:00.598163,30,14740.0,0.02
P47T_persona,median,P,2019-11-15,2023-10-29 06:54:00.598163,30,0.0,0.02
P47T_persona,q10,P,2019-11-15,2023-10-29 06:54:00.598163,30,0.0,0.02
P47T_persona,q25,P,2019-11-15,2023-10-29 06:54:00.598163,30,0.0,0.02
P47T_persona,q75,P,2019-11-15,2023-10-29 06:54:00.598163,30,0.0,0.02
P47T_persona,q90,P,2019-11-15,2023-10-29 06:54:00.598163,30,55060.0,0.02
Pobreza,mean,P,2019-11-15,2023-10-29 06:54:00.598163,30,0.6088,0.02
Pobreza,sum,P,2019-11-15,2023-10-29 06:54:00.598163,30,800500.0,0.02
Total,mean,P,2019-11-15,2023-10-29 06:54:00.598163,30,1.0,0.02
Total,sum,P,2019-11-15,2023-10-29 06:54:00.598163,30,1314800.0,0.02
gap_indigencia,mean,P,2019-11-15,2023-10-29 06:54:00.598163,30,274030.0,0.02
gap_indigencia,median,P,2019-11-15,2023-10-29 06:54:00.598163,30,174585.0,0.02
gap_pobreza,mean,P,2019-11-15,2023-10-29 06:54:00.598163,30,-9990.0,0.02
gap_pobreza,median,P,2019-11-15,2023-10-29 06:54:00.598163,30,-68990.0,0.02
CBA,mean,P,2020-02-15,2023-10-29 07:02:16.415593,30,198980.0,0.02
CBA,median,P,2020-02-15,2023-10-29 07:02:16.415593,30,176130.0,0.02
CBT,mean,P,2020-02-15,2023-10-29 07:02:16.415593,30,480320.0,0.02
CBT,median,P,2020-02-15,2023-10-29 07:02:16.415593,30,425730.0,0.02
CB_EQUIV,mean,P,2020-02-15,2023-10-29 07:02:16.415593,30,4.678,0.02
CB_EQUIV,median,P,2020-02-15,2023-10-29 07:02:16.415593,30,4.12,0.02
Indigencia,mean,P,2020-02-15,2023-10-29 07:02:16.415593,30,0.1665,0.02
Indigencia,sum,P,2020-02-15,2023-10-29 07:02:16.415593,30,226600.0,0.02
P47T_hogar,mean,P,2020-02-15,2023-10-29 07:02:16.415593,30,525290.0,0.02
P47T_hogar,median,P,2020-02-15,2023-10-29 07:02:16.415593,30,407740.0,0.02
P47T_hogar,q10,P,2020-02-15,2023-10-29 07:02:16.415593,30,126180.0,0.02
P47T_hogar,q25,P,2020-02-15,2023-10-29 07:02:16.415593,30,234990.0,0.02
P47T_hogar,q75,P,2020-02-15,2023-10-29 07:02:16.415593,30,641730.0,0.02
P47T_hogar,q90,P,2020-02-15,2023-10-29 07:02:16.415593,30,924010.0,0.02
P47T_persona,mean,P,2020-02-15,2023-10-29 07:02:16.415593,30,15800.0,0.02
P47T_persona,median,P,2020-02-15,2023-10-29 07:02:16.415593,30,0.0,0.02
P47T_persona,q10,P,2020-02-15,2023-10-29 07:02:16.415593,30,0.0,0.02
P47T_persona,q25,P,2020-02-15,2023-10-29 07:02:16.415593,30,0.0,0.02
P47T_persona,q75,P,2020-02-15,2023-10-29 07:02:16.415593,30,0.0,0.02
P47T_persona,q90,P,2020-02-15,2023-10-29 07:02:16.415593,30,66210.0,0.02
Pobreza,mean,P,2020-02-15,2023-10-29 07:02:16.415593,30,0.5371,0.02
Pobreza,sum,P,2020-02-15,2023-10-29 07:02:16.415593,30,731050.0,0.02
Total,mean,P,2020-02-15,2023-10-29 07:02:16.415593,30,1.0,0.02
Total,sum,P,2020-02-15,2023-10-29 07:02:16.415593,30,1361150.0,0.02
gap_indigencia,mean,P,2020-02-15,2023-10-29 07:02:16.415593,30,326310.0,0.02
gap_indigencia,median,P,2020-02-15,2023-10-29 07:02:16.415593,30,219780.0,0.02
gap_pobreza,mean,P,2020-02-15,2023-10-29 07:02:16.415593,30,44970.0,0.02
gap_pobreza,median,P,2020-02-15,2023-10-29 07:02:16.415593,30,-26990.0,0.02
CBA,mean,P,2020-05-15,2023-10-29 07:10:37.939397,30,199530.0,0.02
CBA,median,P,2020-05-15,2023-10-29 07:10:37.939397,30,176520.0,0.02
CBT,mean,P,2020-05-15,2023-10-29 07:10:37.939397,30,476620.0,0.02
CBT,median,P,2020-05-15,2023-10-29 07:10:37.939397,30,422440.0,0.02
CB_EQUIV,mean,P,2020-05-15,2023-10-29 07:10:37.939397,30,4.678,0.02
CB_EQUIV,median,P,2020-05-15,2023-10-29 07:10:37.939397,30,4.12,0.02
Indigencia,mean,P,2020-05-15,2023-10-29 07:10:37.939397,30,0.1939,0.02
Indigencia,sum,P,2020-05-15,2023-10-29 07:10:37.939397,30,263900.0,0.02
P47T_hogar,mean,P,2020-05-15,2023-10-29 07:10:37.939397,30,445220.0,0.02
P47T_hogar,median,P,2020-05-15,2023-10-29 07:10:37.939397,30,344880.0,0.02
P47T_hogar,q10,P,2020-05-15,2023-10-29 07:10:37.939397,30,109940.0,0.02
P47T_hogar,q25,P,2020-05-15,2023-10-29 07:10:37.939397,30,208110.0,0.02
P47T_hogar,q75,P,2020-05-15,2023-10-29 07:10:37.939397,30,531310.0,0.02
P47T_hogar,q90,P,2020-05-15,2023-10-29 07:10:37.939397,30,754550.0,0.02
P47T_persona,mean,P,2020-05-15,2023-10-29 07:10:37.939397,30,13160.0,0.02
P47T_persona,median,P,2020-05-15,2023-10-29 07:10:37.939397,30,0.0,0.02
P47T_persona,q10,P,2020-05-15,2023-10-29 07:10:37.939397,30,0.0,0.02
P47T_persona,q25,P,2020-05-15,2023-10-29 07:10:37.939397,30,0.0,0.02
P47T_persona,q75,P,2020-05-15,2023-10-29 07:10:37.939397,30,0.0,0.02
P47T_persona,q90,P,2020-05-15,2023-10-29 07:10:37.939397,30,43730.0,0.02
Pobreza,mean,P,2020-05-15,2023-10-29 07:10:37.939397,30,0.6338,0.02
Pobreza,sum,P,2020-05-15,2023-10-29 07:10:37.939397,30,862750.0,0.02
Total,mean,P,2020-05-15,2023-10-29 07:10:37.939397,30,1.0,0.02
Total,sum,P,2020-05-15,2023-10-29 07:10:37.939397,30,1361150.0,0.02
gap_indigencia,mean,P,2020-05-15,2023-10-29 07:10:37.939397,30,245690.0,0.02
gap_indigencia,median,P,2020-05-15,2023-10-29 07:10:37.939397,30,158150.0,0.02
gap_pobreza,mean,P,2020-05-15,2023-10-29 07:10:37.939397,30,-31400.0,0.02
gap_pobreza,median,P,2020-05-15,2023-10-29 07:10:37.939397,30,-80850.0,0.02
CBA,mean,P,2020-08-15,2023-10-29 07:18:58.508956,30,197550.0,0.02
CBA,median,P,2020-08-15,2023-10-29 07:18:58.508956,30,174660.0,0.02
CBT,mean,P,2020-08-15,2023-10-29 07:18:58.508956,30,476200.0,0.02
CBT,median,P,2020-08-15,2023-10-29 07:18:58.508956,30,422250.0,0.02
CB_EQUIV,mean,P,2020-08-15,2023-10-29 07:18:58.508956,30,4.678,0.02
CB_EQUIV,median,P,2020-08-15,2023-10-29 07:18:58.508956,30,4.12,0.02
Indigencia,mean,P,2020-08-15,2023-10-29 07:18:58.508956,30,0.144,0.02
Indigencia,sum,P,2020-08-15,2023-10-29 07:18:58.508956,30,195950.0,0.02
P47T_hogar,mean,P,2020-08-15,2023-10-29 07:18:58.508956,30,517100.0,0.02
P47T_hogar,median,P,2020-08-15,2023-10-29 07:18:58.508956,30,399090.0,0.02
P47T_hogar,q10,P,2020-08-15,2023-10-29 07:18:58.508956,30,132130.0,0.02
P47T_hogar,q25,P,2020-08-15,2023-10-29 07:18:58.508956,30,237080.0,0.02
P47T_hogar,q75,P,2020-08-15,2023-10-29 07:18:58.508956,30,615920.0,0.02
P47T_hogar,q90,P,2020-08-15,2023-10-29 07:18:58.508956,30,877160.0,0.02
P47T_persona,mean,P,2020-08-15,2023-10-29 07:18:58.508956,30,14470.0,0.02
P47T_persona,median,P,2020-08-15,2023-10-29 07:18:58.508956,30,0.0,0.02
P47T_persona,q10,P,2020-08-15,2023-10-29 07:18:58.508956,30,0.0,0.02
P47T_persona,q25,P,2020-08-15,2023-10-29 07:18:58.508956,30,0.0,0.02
P47T_persona,q75,P,2020-08-15,2023-10-29 07:18:58.508956,30,0.0,0.02
P47T_persona,q90,P,2020-08-15,2023-10-29 07:18:58.508956,30,59000.0,0.02
Pobreza,mean,P,2020-08-15,2023-10-29 07:18:58.508956,30,0.5516,0.02
Pobreza,sum,P,2020-08-15,2023-10-29 07:18:58.508956,30,750800.0,0.02
Total,mean,P,2020-08-15,2023-10-29 07:18:58.508956,30,1.0,0.02
Total,sum,P,2020-08-15,2023-10-29 07:18:58.508956,30,1361150.0,0.02
gap_indigencia,mean,P,2020-08-15,2023-10-29 07:18:58.508956,30,319550.0,0.02
gap_indigencia,median,P,2020-08-15,2023-10-29 07:18:58.508956,30,209710.0,0.02
gap_pobreza,mean,P,2020-08-15,2023-10-29 07:18:58.508956,30,40900.0,0.02
gap_pobreza,median,P,2020-08-15,2023-10-29 07:18:58.508956,30,-33330.0,0.02
CBA,mean,P,2020-11-15,2023-10-29 07:27:36.001368,30,207030.0,0.02
CBA,median,P,2020-11-15,2023-10-29 07:27:36.001368,30,183270.0,0.02
CBT,mean,P,2020-11-15,2023-10-29 07:27:36.001368,30,493060.0,0.02
CBT,median,P,2020-11-15,2023-10-29 07:27:36.001368,30,437570.0,0.02
CB_EQUIV,mean,P,2020-11-15,2023-10-29 07:27:36.001368,30,4.678,0.02
CB_EQUIV,median,P,2020-11-15,2023-10-29 07:27:36.001368,30,4.12,0.02
Indigencia,mean,P,2020-11-15,2023-10-29 07:27:36.001368,30,0.185,0.02
Indigencia,sum,P,2020-11-15,2023-10-29 07:27:36.001368,30,251850.0,0.02
P47T_hogar,mean,P,2020-11-15,2023-10-29 07:27:36.001368,30,443510.0,0.02
P47T_hogar,median,P,2020-11-15,2023-10-29 07:27:36.001368,30,349520.0,0.02
P47T_hogar,q10,P,2020-11-15,2023-10-29 07:27:36.001368,30,120500.0,0.02
P47T_hogar,q25,P,2020-11-15,2023-10-29 07:27:36.001368,30,216960.0,0.02
P47T_hogar,q75,P,2020-11-15,2023-10-29 07:27:36.001368,30,527300.0,0.02
P47T_hogar,q90,P,2020-11-15,2023-10-29 07:27:36.001368,30,748070.0,0.02
P47T_persona,mean,P,2020-11-15,2023-10-29 07:27:36.001368,30,16670.0,0.02
P47T_persona,median,P,2020-11-15,2023-10-29 07:27:36.001368,30,0.0,0.02
P47T_persona,q10,P,2020-11-15,2023-10-29 07:27:36.001368,30,0.0,0.02
P47T_persona,q25,P,2020-11-15,2023-10-29 07:27:36.001368,30,0.0,0.02
P47T_persona,q75,P,2020-11-15,2023-10-29 07:27:36.001368,30,0.0,0.02
P47T_persona,q90,P,2020-11-15,2023-10-29 07:27:36.001368,30,67750.0,0.02
Pobreza,mean,P,2020-11-15,2023-10-29 07:27:36.001368,30,0.6513,0.02
Pobreza,sum,P,2020-11-15,2023-10-29 07:27:36.001368,30,886500.0,0.02
Total,mean,P,2020-11-15,2023-10-29 07:27:36.001368,30,1.0,0.02
Total,sum,P,2020-11-15,2023-10-29 07:27:36.001368,30,1361150.0,0.02
gap_indigencia,mean,P,2020-11-15,2023-10-29 07:27:36.001368,30,236480.0,0.02
gap_indigencia,median,P,2020-11-15,2023-10-29 07:27:36.001368,30,157250.0,0.02
gap_pobreza,mean,P,2020-11-15,2023-10-29 07:27:36.001368,30,-49550.0,0.02
gap_pobreza,median,P,2020-11-15,2023-10-29 07:27:36.001368,30,-87330.0,0.02
CBA,mean,P,2021-02-15,2023-10-29 07:36:18.177976,30,264060.0,0.02
CBA,median,P,2021-02-15,2023-10-29 07:36:18.177976,30,185430.0,0.02
CBT,mean,P,2021-02-15,2023-10-29 07:36:18.177976,30,633340.0,0.02
CBT,median,P,2021-02-15,2023-10-29 07:36:18.177976,30,436120.0,0.02
CB_EQUIV,mean,P,2021-02-15,2023-10-29 07:36:18.177976,30,6.0,0.02
CB_EQUIV,median,P,2021-02-15,2023-10-29 07:36:18.177976,30,4.15,0.02
Indigencia,mean,P,2021-02-15,2023-10-29 07:36:18.177976,30,0.2005,0.02
Indigencia,sum,P,2021-02-15,2023-10-29 07:36:18.177976,30,273650.0,0.02
P47T_hogar,mean,P,2021-02-15,2023-10-29 07:36:18.177976,30,887860.0,0.02
P47T_hogar,median,P,2021-02-15,2023-10-29 07:36:18.177976,30,372450.0,0.02
P47T_hogar,q10,P,2021-02-15,2023-10-29 07:36:18.177976,30,112460.0,0.02
P47T_hogar,q25,P,2021-02-15,2023-10-29 07:36:18.177976,30,214050.0,0.02
P47T_hogar,q75,P,2021-02-15,2023-10-29 07:36:18.177976,30,597230.0,0.02
P47T_hogar,q90,P,2021-02-15,2023-10-29 07:36:18.177976,30,869830.0,0.02
P47T_persona,mean,P,2021-02-15,2023-10-29 07:36:18.177976,30,17190.0,0.02
P47T_persona,median,P,2021-02-15,2023-10-29 07:36:18.177976,30,0.0,0.02
P47T_persona,q10,P,2021-02-15,2023-10-29 07:36:18.177976,30,0.0,0.02
P47T_persona,q25,P,2021-02-15,2023-10-29 07:36:18.177976,30,0.0,0.02
P47T_persona,q75,P,2021-02-15,2023-10-29 07:36:18.177976,30,0.0,0.02
P47T_persona,q90,P,2021-02-15,2023-10-29 07:36:18.177976,30,70940.0,0.02
Pobreza,mean,P,2021-02-15,2023-10-29 07:36:18.177976,30,0.5944,0.02
Pobreza,sum,P,2021-02-15,2023-10-29 07:36:18.177976,30,811300.0,0.02
Total,mean,P,2021-02-15,2023-10-29 07:36:18.177976,30,1.0,0.02
Total,sum,P,2021-02-15,2023-10-29 07:36:18.177976,30,1364950.0,0.02
gap_indigencia,mean,P,2021-02-15,2023-10-29 07:36:18.177976,30,623800.0,0.02
gap_indigencia,median,P,2021-02-15,2023-10-29 07:36:18.177976,30,176540.0,0.02
gap_pobreza,mean,P,2021-02-15,2023-10-29 07:36:18.177976,30,254520.0,0.02
gap_pobreza,median,P,2021-02-15,2023-10-29 07:36:18.177976,30,-67410.0,0.02
CBA,mean,P,2021-05-15,2023-10-29 07:45:11.138505,30,262740.0,0.02
