observable,sintetico,base,Q,timestamp,AGLOMERADO,valor,frac
gap_pobreza,median,Hp,2019-08-15,2023-10-29 06:49:55.051884,9,-116140.0,0.02
CBA,mean,Hp,2019-11-15,2023-10-29 06:58:01.749855,9,142510.0,0.02
CBA,median,Hp,2019-11-15,2023-10-29 06:58:01.749855,9,133310.0,0.02
CBT,mean,Hp,2019-11-15,2023-10-29 06:58:01.749855,9,404250.0,0.02
CBT,median,Hp,2019-11-15,2023-10-29 06:58:01.749855,9,378150.0,0.02
CB_EQUIV,mean,Hp,2019-11-15,2023-10-29 06:58:01.749855,9,3.105,0.02
CB_EQUIV,median,Hp,2019-11-15,2023-10-29 06:58:01.749855,9,2.905,0.02
Indigencia,mean,Hp,2019-11-15,2023-10-29 06:58:01.749855,9,0.1769,0.02
Indigencia,sum,Hp,2019-11-15,2023-10-29 06:58:01.749855,9,2300.0,0.02
P47T_hogar,mean,Hp,2019-11-15,2023-10-29 06:58:01.749855,9,262410.0,0.02
P47T_hogar,median,Hp,2019-11-15,2023-10-29 06:58:01.749855,9,276090.0,0.02
P47T_hogar,q10,Hp,2019-11-15,2023-10-29 06:58:01.749855,9,54130.0,0.02
P47T_hogar,q25,Hp,2019-11-15,2023-10-29 06:58:01.749855,9,141180.0,0.02
P47T_hogar,q75,Hp,2019-11-15,2023-10-29 06:58:01.749855,9,347590.0,0.02
P47T_hogar,q90,Hp,2019-11-15,2023-10-29 06:58:01.749855,9,464880.0,0.02
Pobreza,mean,Hp,2019-11-15,2023-10-29 06:58:01.749855,9,1.0,0.02
Pobreza,sum,Hp,2019-11-15,2023-10-29 06:58:01.749855,9,13000.0,0.02
Total,mean,Hp,2019-11-15,2023-10-29 06:58:01.749855,9,1.0,0.02
Total,sum,Hp,2019-11-15,2023-10-29 06:58:01.749855,9,13000.0,0.02
gap_indigencia,mean,Hp,2019-11-15,2023-10-29 06:58:01.749855,9,119900.0,0.02
gap_indigencia,median,Hp,2019-11-15,2023-10-29 06:58:01.749855,9,132090.0,0.02
gap_pobreza,mean,Hp,2019-11-15,2023-10-29 06:58:01.749855,9,-141840.0,0.02
gap_pobreza,median,Hp,2019-11-15,2023-10-29 06:58:01.749855,9,-113540.0,0.02
CBA,mean,Hp,2020-02-15,2023-10-29 07:06:20.498222,9,147320.0,0.02
CBA,median,Hp,2020-02-15,2023-10-29 07:06:20.498222,9,139625.0,0.02
CBT,mean,Hp,2020-02-15,2023-10-29 07:06:20.498222,9,406590.0,0.02
CBT,median,Hp,2020-02-15,2023-10-29 07:06:20.498222,9,385365.0,0.02
CB_EQUIV,mean,Hp,2020-02-15,2023-10-29 07:06:20.498222,9,3.123,0.02
CB_EQUIV,median,Hp,2020-02-15,2023-10-29 07:06:20.498222,9,2.96,0.02
Indigencia,mean,Hp,2020-02-15,2023-10-29 07:06:20.498222,9,0.255,0.02
Indigencia,sum,Hp,2020-02-15,2023-10-29 07:06:20.498222,9,2550.0,0.02
P47T_hogar,mean,Hp,2020-02-15,2023-10-29 07:06:20.498222,9,241790.0,0.02
P47T_hogar,median,Hp,2020-02-15,2023-10-29 07:06:20.498222,9,234990.0,0.02
P47T_hogar,q10,Hp,2020-02-15,2023-10-29 07:06:20.498222,9,19630.0,0.02
P47T_hogar,q25,Hp,2020-02-15,2023-10-29 07:06:20.498222,9,100220.0,0.02
P47T_hogar,q75,Hp,2020-02-15,2023-10-29 07:06:20.498222,9,355740.0,0.02
P47T_hogar,q90,Hp,2020-02-15,2023-10-29 07:06:20.498222,9,481060.0,0.02
Pobreza,mean,Hp,2020-02-15,2023-10-29 07:06:20.498222,9,1.0,0.02
Pobreza,sum,Hp,2020-02-15,2023-10-29 07:06:20.498222,9,10000.0,0.02
Total,mean,Hp,2020-02-15,2023-10-29 07:06:20.498222,9,1.0,0.02
Total,sum,Hp,2020-02-15,2023-10-29 07:06:20.498222,9,10000.0,0.02
gap_indigencia,mean,Hp,2020-02-15,2023-10-29 07:06:20.498222,9,94470.0,0.02
gap_indigencia,median,Hp,2020-02-15,2023-10-29 07:06:20.498222,9,92665.0,0.02
gap_pobreza,mean,Hp,2020-02-15,2023-10-29 07:06:20.498222,9,-164800.0,0.02
gap_pobreza,median,Hp,2020-02-15,2023-10-29 07:06:20.498222,9,-131440.0,0.02
CBA,mean,Hp,2020-05-15,2023-10-29 07:14:39.119384,9,148670.0,0.02
CBA,median,Hp,2020-05-15,2023-10-29 07:14:39.119384,9,143380.0,0.02
CBT,mean,Hp,2020-05-15,2023-10-29 07:14:39.119384,9,406830.0,0.02
CBT,median,Hp,2020-05-15,2023-10-29 07:14:39.119384,9,392350.0,0.02
CB_EQUIV,mean,Hp,2020-05-15,2023-10-29 07:14:39.119384,9,3.163,0.02
CB_EQUIV,median,Hp,2020-05-15,2023-10-29 07:14:39.119384,9,3.05,0.02
Indigencia,mean,Hp,2020-05-15,2023-10-29 07:14:39.119384,9,0.1694,0.02
Indigencia,sum,Hp,2020-05-15,2023-10-29 07:14:39.119384,9,2600.0,0.02
P47T_hogar,mean,Hp,2020-05-15,2023-10-29 07:14:39.119384,9,258950.0,0.02
P47T_hogar,median,Hp,2020-05-15,2023-10-29 07:14:39.119384,9,242770.0,0.02
P47T_hogar,q10,Hp,2020-05-15,2023-10-29 07:14:39.119384,9,31670.0,0.02
P47T_hogar,q25,Hp,2020-05-15,2023-10-29 07:14:39.119384,9,127650.0,0.02
P47T_hogar,q75,Hp,2020-05-15,2023-10-29 07:14:39.119384,9,358430.0,0.02
P47T_hogar,q90,Hp,2020-05-15,2023-10-29 07:14:39.119384,9,470300.0,0.02
Pobreza,mean,Hp,2020-05-15,2023-10-29 07:14:39.119384,9,1.0,0.02
Pobreza,sum,Hp,2020-05-15,2023-10-29 07:14:39.119384,9,15350.0,0.02
Total,mean,Hp,2020-05-15,2023-10-29 07:14:39.119384,9,1.0,0.02
Total,sum,Hp,2020-05-15,2023-10-29 07:14:39.119384,9,15350.0,0.02
gap_indigencia,mean,Hp,2020-05-15,2023-10-29 07:14:39.119384,9,110290.0,0.02
gap_indigencia,median,Hp,2020-05-15,2023-10-29 07:14:39.119384,9,108740.0,0.02
gap_pobreza,mean,Hp,2020-05-15,2023-10-29 07:14:39.119384,9,-147870.0,0.02
gap_pobreza,median,Hp,2020-05-15,2023-10-29 07:14:39.119384,9,-110870.0,0.02
CBA,mean,Hp,2020-08-15,2023-10-29 07:23:11.225375,9,140790.0,0.02
CBA,median,Hp,2020-08-15,2023-10-29 07:23:11.225375,9,132060.0,0.02
CBT,mean,Hp,2020-08-15,2023-10-29 07:23:11.225375,9,388110.0,0.02
CBT,median,Hp,2020-08-15,2023-10-29 07:23:11.225375,9,364055.0,0.02
CB_EQUIV,mean,Hp,2020-08-15,2023-10-29 07:23:11.225375,9,3.012,0.02
CB_EQUIV,median,Hp,2020-08-15,2023-10-29 07:23:11.225375,9,2.825,0.02
Indigencia,mean,Hp,2020-08-15,2023-10-29 07:23:11.225375,9,0.2636,0.02
Indigencia,sum,Hp,2020-08-15,2023-10-29 07:23:11.225375,9,2900.0,0.02
P47T_hogar,mean,Hp,2020-08-15,2023-10-29 07:23:11.225375,9,223480.0,0.02
P47T_hogar,median,Hp,2020-08-15,2023-10-29 07:23:11.225375,9,200000.0,0.02
P47T_hogar,q10,Hp,2020-08-15,2023-10-29 07:23:11.225375,9,16780.0,0.02
P47T_hogar,q25,Hp,2020-08-15,2023-10-29 07:23:11.225375,9,104950.0,0.02
P47T_hogar,q75,Hp,2020-08-15,2023-10-29 07:23:11.225375,9,321960.0,0.02
P47T_hogar,q90,Hp,2020-08-15,2023-10-29 07:23:11.225375,9,454610.0,0.02
Pobreza,mean,Hp,2020-08-15,2023-10-29 07:23:11.225375,9,1.0,0.02
Pobreza,sum,Hp,2020-08-15,2023-10-29 07:23:11.225375,9,11000.0,0.02
Total,mean,Hp,2020-08-15,2023-10-29 07:23:11.225375,9,1.0,0.02
Total,sum,Hp,2020-08-15,2023-10-29 07:23:11.225375,9,11000.0,0.02
gap_indigencia,mean,Hp,2020-08-15,2023-10-29 07:23:11.225375,9,82690.0,0.02
gap_indigencia,median,Hp,2020-08-15,2023-10-29 07:23:11.225375,9,78520.0,0.02
gap_pobreza,mean,Hp,2020-08-15,2023-10-29 07:23:11.225375,9,-164630.0,0.02
gap_pobreza,median,Hp,2020-08-15,2023-10-29 07:23:11.225375,9,-129895.0,0.02
CBA,mean,Hp,2020-11-15,2023-10-29 07:31:49.993248,9,155220.0,0.02
CBA,median,Hp,2020-11-15,2023-10-29 07:31:49.993248,9,155550.0,0.02
CBT,mean,Hp,2020-11-15,2023-10-29 07:31:49.993248,9,422710.0,0.02
CBT,median,Hp,2020-11-15,2023-10-29 07:31:49.993248,9,423610.0,0.02
CB_EQUIV,mean,Hp,2020-11-15,2023-10-29 07:31:49.993248,9,3.158,0.02
CB_EQUIV,median,Hp,2020-11-15,2023-10-29 07:31:49.993248,9,3.165,0.02
Indigencia,mean,Hp,2020-11-15,2023-10-29 07:31:49.993248,9,0.1971,0.02
Indigencia,sum,Hp,2020-11-15,2023-10-29 07:31:49.993248,9,2700.0,0.02
P47T_hogar,mean,Hp,2020-11-15,2023-10-29 07:31:49.993248,9,266540.0,0.02
P47T_hogar,median,Hp,2020-11-15,2023-10-29 07:31:49.993248,9,269280.0,0.02
P47T_hogar,q10,Hp,2020-11-15,2023-10-29 07:31:49.993248,9,52050.0,0.02
P47T_hogar,q25,Hp,2020-11-15,2023-10-29 07:31:49.993248,9,159300.0,0.02
P47T_hogar,q75,Hp,2020-11-15,2023-10-29 07:31:49.993248,9,359140.0,0.02
P47T_hogar,q90,Hp,2020-11-15,2023-10-29 07:31:49.993248,9,469540.0,0.02
Pobreza,mean,Hp,2020-11-15,2023-10-29 07:31:49.993248,9,1.0,0.02
Pobreza,sum,Hp,2020-11-15,2023-10-29 07:31:49.993248,9,13700.0,0.02
Total,mean,Hp,2020-11-15,2023-10-29 07:31:49.993248,9,1.0,0.02
Total,sum,Hp,2020-11-15,2023-10-29 07:31:49.993248,9,13700.0,0.02
gap_indigencia,mean,Hp,2020-11-15,2023-10-29 07:31:49.993248,9,111320.0,0.02
gap_indigencia,median,Hp,2020-11-15,2023-10-29 07:31:49.993248,9,105875.0,0.02
gap_pobreza,mean,Hp,2020-11-15,2023-10-29 07:31:49.993248,9,-156170.0,0.02
gap_pobreza,median,Hp,2020-11-15,2023-10-29 07:31:49.993248,9,-126100.0,0.02
CBA,mean,Hp,2021-02-15,2023-10-29 07:40:38.498734,9,152410.0,0.02
CBA,median,Hp,2021-02-15,2023-10-29 07:40:38.498734,9,145240.0,0.02
CBT,mean,Hp,2021-02-15,2023-10-29 07:40:38.498734,9,409990.0,0.02
CBT,median,Hp,2021-02-15,2023-10-29 07:40:38.498734,9,390690.0,0.02
CB_EQUIV,mean,Hp,2021-02-15,2023-10-29 07:40:38.498734,9,3.075,0.02
CB_EQUIV,median,Hp,2021-02-15,2023-10-29 07:40:38.498734,9,2.93,0.02
Indigencia,mean,Hp,2021-02-15,2023-10-29 07:40:38.498734,9,0.2886,0.02
Indigencia,sum,Hp,2021-02-15,2023-10-29 07:40:38.498734,9,3550.0,0.02
P47T_hogar,mean,Hp,2021-02-15,2023-10-29 07:40:38.498734,9,229070.0,0.02
P47T_hogar,median,Hp,2021-02-15,2023-10-29 07:40:38.498734,9,200280.0,0.02
P47T_hogar,q10,Hp,2021-02-15,2023-10-29 07:40:38.498734,9,0.0,0.02
P47T_hogar,q25,Hp,2021-02-15,2023-10-29 07:40:38.498734,9,95710.0,0.02
P47T_hogar,q75,Hp,2021-02-15,2023-10-29 07:40:38.498734,9,355690.0,0.02
P47T_hogar,q90,Hp,2021-02-15,2023-10-29 07:40:38.498734,9,448250.0,0.02
Pobreza,mean,Hp,2021-02-15,2023-10-29 07:40:38.498734,9,1.0,0.02
Pobreza,sum,Hp,2021-02-15,2023-10-29 07:40:38.498734,9,12300.0,0.02
Total,mean,Hp,2021-02-15,2023-10-29 07:40:38.498734,9,1.0,0.02
Total,sum,Hp,2021-02-15,2023-10-29 07:40:38.498734,9,12300.0,0.02
gap_indigencia,mean,Hp,2021-02-15,2023-10-29 07:40:38.498734,9,76660.0,0.02
gap_indigencia,median,Hp,2021-02-15,2023-10-29 07:40:38.498734,9,74200.0,0.02
gap_pobreza,mean,Hp,2021-02-15,2023-10-29 07:40:38.498734,9,-180920.0,0.02
gap_pobreza,median,Hp,2021-02-15,2023-10-29 07:40:38.498734,9,-154360.0,0.02
CBA,mean,Hp,2021-05-15,2023-10-29 07:49:31.869084,9,156460.0,0.02
CBA,median,Hp,2021-05-15,2023-10-29 07:49:31.869084,9,147450.0,0.02
CBT,mean,Hp,2021-05-15,2023-10-29 07:49:31.869084,9,417750.0,0.02
CBT,median,Hp,2021-05-15,2023-10-29 07:49:31.869084,9,393710.0,0.02
CB_EQUIV,mean,Hp,2021-05-15,2023-10-29 07:49:31.869084,9,3.204,0.02
CB_EQUIV,median,Hp,2021-05-15,2023-10-29 07:49:31.869084,9,3.02,0.02
Indigencia,mean,Hp,2021-05-15,2023-10-29 07:49:31.869084,9,0.2318,0.02
Indigencia,sum,Hp,2021-05-15,2023-10-29 07:49:31.869084,9,3350.0,0.02
P47T_hogar,mean,Hp,2021-05-15,2023-10-29 07:49:31.869084,9,244630.0,0.02
P47T_hogar,median,Hp,2021-05-15,2023-10-29 07:49:31.869084,9,238950.0,0.02
P47T_hogar,q10,Hp,2021-05-15,2023-10-29 07:49:31.869084,9,0.0,0.02
P47T_hogar,q25,Hp,2021-05-15,2023-10-29 07:49:31.869084,9,117760.0,0.02
P47T_hogar,q75,Hp,2021-05-15,2023-10-29 07:49:31.869084,9,347590.0,0.02
P47T_hogar,q90,Hp,2021-05-15,2023-10-29 07:49:31.869084,9,448220.0,0.02
Pobreza,mean,Hp,2021-05-15,2023-10-29 07:49:31.869084,9,1.0,0.02
Pobreza,sum,Hp,2021-05-15,2023-10-29 07:49:31.869084,9,14450.0,0.02
Total,mean,Hp,2021-05-15,2023-10-29 07:49:31.869084,9,1.0,0.02
Total,sum,Hp,2021-05-15,2023-10-29 07:49:31.869084,9,14450.0,0.02
gap_indigencia,mean,Hp,2021-05-15,2023-10-29 07:49:31.869084,9,88170.0,0.02
gap_indigencia,median,Hp,2021-05-15,2023-10-29 07:49:31.869084,9,81190.0,0.02
gap_pobreza,mean,Hp,2021-05-15,2023-10-29 07:49:31.869084,9,-173120.0,0.02
gap_pobreza,median,Hp,2021-05-15,2023-10-29 07:49:31.869084,9,-148260.0,0.02
CBA,mean,Hp,2021-08-15,2023-10-29 07:58:26.901164,9,156560.0,0.02
CBA,median,Hp,2021-08-15,2023-10-29 07:58:26.901164,9,150640.0,0.02
CBT,mean,Hp,2021-08-15,2023-10-29 07:58:26.901164,9,415400.0,0.02
CBT,median,Hp,2021-08-15,2023-10-29 07:58:26.901164,9,399680.0,0.02
CB_EQUIV,mean,Hp,2021-08-15,2023-10-29 07:58:26.901164,9,3.274,0.02
CB_EQUIV,median,Hp,2021-08-15,2023-10-29 07:58:26.901164,9,3.15,0.02
Indigencia,mean,Hp,2021-08-15,2023-10-29 07:58:26.901164,9,0.2723,0.02
Indigencia,sum,Hp,2021-08-15,2023-10-29 07:58:26.901164,9,3200.0,0.02
P47T_hogar,mean,Hp,2021-08-15,2023-10-29 07:58:26.901164,9,243290.0,0.02
P47T_hogar,median,Hp,2021-08-15,2023-10-29 07:58:26.901164,9,219300.0,0.02
P47T_hogar,q10,Hp,2021-08-15,2023-10-29 07:58:26.901164,9,0.0,0.02
P47T_hogar,q25,Hp,2021-08-15,2023-10-29 07:58:26.901164,9,124200.0,0.02
P47T_hogar,q75,Hp,2021-08-15,2023-10-29 07:58:26.901164,9,363970.0,0.02
P47T_hogar,q90,Hp,2021-08-15,2023-10-29 07:58:26.901164,9,444920.0,0.02
Pobreza,mean,Hp,2021-08-15,2023-10-29 07:58:26.901164,9,1.0,0.02
Pobreza,sum,Hp,2021-08-15,2023-10-29 07:58:26.901164,9,11750.0,0.02
Total,mean,Hp,2021-08-15,2023-10-29 07:58:26.901164,9,1.0,0.02
Total,sum,Hp,2021-08-15,2023-10-29 07:58:26.901164,9,11750.0,0.02
gap_indigencia,mean,Hp,2021-08-15,2023-10-29 07:58:26.901164,9,86720.0,0.02
gap_indigencia,median,Hp,2021-08-15,2023-10-29 07:58:26.901164,9,78630.0,0.02
gap_pobreza,mean,Hp,2021-08-15,2023-10-29 07:58:26.901164,9,-172120.0,0.02
gap_pobreza,median,Hp,2021-08-15,2023-10-29 07:58:26.901164,9,-146710.0,0.02
CBA,mean,Hp,2021-11-15,2023-10-29 08:07:33.518005,9,147360.0,0.02
CBA,median,Hp,2021-11-15,2023-10-29 08:07:33.518005,9,138500.0,0.02
CBT,mean,Hp,2021-11-15,2023-10-29 08:07:33.518005,9,389030.0,0.02
CBT,median,Hp,2021-11-15,2023-10-29 08:07:33.518005,9,365640.0,0.02
CB_EQUIV,mean,Hp,2021-11-15,2023-10-29 08:07:33.518005,9,3.096,0.02
CB_EQUIV,median,Hp,2021-11-15,2023-10-29 08:07:33.518005,9,2.91,0.02
Indigencia,mean,Hp,2021-11-15,2023-10-29 08:07:33.518005,9,0.2443,0.02
Indigencia,sum,Hp,2021-11-15,2023-10-29 08:07:33.518005,9,2700.0,0.02
P47T_hogar,mean,Hp,2021-11-15,2023-10-29 08:07:33.518005,9,237750.0,0.02
P47T_hogar,median,Hp,2021-11-15,2023-10-29 08:07:33.518005,9,229640.0,0.02
P47T_hogar,q10,Hp,2021-11-15,2023-10-29 08:07:33.518005,9,0.0,0.02
P47T_hogar,q25,Hp,2021-11-15,2023-10-29 08:07:33.518005,9,107390.0,0.02
P47T_hogar,q75,Hp,2021-11-15,2023-10-29 08:07:33.518005,9,331940.0,0.02
P47T_hogar,q90,Hp,2021-11-15,2023-10-29 08:07:33.518005,9,448160.0,0.02
Pobreza,mean,Hp,2021-11-15,2023-10-29 08:07:33.518005,9,1.0,0.02
Pobreza,sum,Hp,2021-11-15,2023-10-29 08:07:33.518005,9,11050.0,0.02
Total,mean,Hp,2021-11-15,2023-10-29 08:07:33.518005,9,1.0,0.02
Total,sum,Hp,2021-11-15,2023-10-29 08:07:33.518005,9,11050.0,0.02
gap_indigencia,mean,Hp,2021-11-15,2023-10-29 08:07:33.518005,9,90390.0,0.02
gap_indigencia,median,Hp,2021-11-15,2023-10-29 08:07:33.518005,9,92810.0,0.02
gap_pobreza,mean,Hp,2021-11-15,2023-10-29 08:07:33.518005,9,-151280.0,0.02
gap_pobreza,median,Hp,2021-11-15,2023-10-29 08:07:33.518005,9,-123640.0,0.02
CBA,mean,Hp,2022-02-15,2023-10-29 08:16:39.851262,9,154950.0,0.02
CBA,median,Hp,2022-02-15,2023-10-29 08:16:39.851262,9,147390.0,0.02
CBT,mean,Hp,2022-02-15,2023-10-29 08:16:39.851262,9,397130.0,0.02
CBT,median,Hp,2022-02-15,2023-10-29 08:16:39.851262,9,377770.0,0.02
CB_EQUIV,mean,Hp,2022-02-15,2023-10-29 08:16:39.851262,9,3.185,0.02
CB_EQUIV,median,Hp,2022-02-15,2023-10-29 08:16:39.851262,9,3.03,0.02
Indigencia,mean,Hp,2022-02-15,2023-10-29 08:16:39.851262,9,0.1822,0.02
Indigencia,sum,Hp,2022-02-15,2023-10-29 08:16:39.851262,9,2250.0,0.02
P47T_hogar,mean,Hp,2022-02-15,2023-10-29 08:16:39.851262,9,259380.0,0.02
P47T_hogar,median,Hp,2022-02-15,2023-10-29 08:16:39.851262,9,251800.0,0.02
P47T_hogar,q10,Hp,2022-02-15,2023-10-29 08:16:39.851262,9,33440.0,0.02
P47T_hogar,q25,Hp,2022-02-15,2023-10-29 08:16:39.851262,9,123440.0,0.02
P47T_hogar,q75,Hp,2022-02-15,2023-10-29 08:16:39.851262,9,333580.0,0.02
P47T_hogar,q90,Hp,2022-02-15,2023-10-29 08:16:39.851262,9,468900.0,0.02
Pobreza,mean,Hp,2022-02-15,2023-10-29 08:16:39.851262,9,1.0,0.02
Pobreza,sum,Hp,2022-02-15,2023-10-29 08:16:39.851262,9,12350.0,0.02
Total,mean,Hp,2022-02-15,2023-10-29 08:16:39.851262,9,1.0,0.02
Total,sum,Hp,2022-02-15,2023-10-29 08:16:39.851262,9,12350.0,0.02
gap_indigencia,mean,Hp,2022-02-15,2023-10-29 08:16:39.851262,9,104430.0,0.02
gap_indigencia,median,Hp,2022-02-15,2023-10-29 08:16:39.851262,9,106430.0,0.02
gap_pobreza,mean,Hp,2022-02-15,2023-10-29 08:16:39.851262,9,-137750.0,0.02
gap_pobreza,median,Hp,2022-02-15,2023-10-29 08:16:39.851262,9,-103990.0,0.02
CBA,mean,Hp,2022-05-15,2023-10-29 08:25:55.914309,9,161580.0,0.02
CBA,median,Hp,2022-05-15,2023-10-29 08:25:55.914309,9,154750.0,0.02
CBT,mean,Hp,2022-05-15,2023-10-29 08:25:55.914309,9,410960.0,0.02
CBT,median,Hp,2022-05-15,2023-10-29 08:25:55.914309,9,393570.0,0.02
CB_EQUIV,mean,Hp,2022-05-15,2023-10-29 08:25:55.914309,9,3.3,0.02
CB_EQUIV,median,Hp,2022-05-15,2023-10-29 08:25:55.914309,9,3.16,0.02
Indigencia,mean,Hp,2022-05-15,2023-10-29 08:25:55.914309,9,0.2541,0.02
Indigencia,sum,Hp,2022-05-15,2023-10-29 08:25:55.914309,9,3900.0,0.02
P47T_hogar,mean,Hp,2022-05-15,2023-10-29 08:25:55.914309,9,247280.0,0.02
P47T_hogar,median,Hp,2022-05-15,2023-10-29 08:25:55.914309,9,235330.0,0.02
P47T_hogar,q10,Hp,2022-05-15,2023-10-29 08:25:55.914309,9,56430.0,0.02
P47T_hogar,q25,Hp,2022-05-15,2023-10-29 08:25:55.914309,9,129820.0,0.02
P47T_hogar,q75,Hp,2022-05-15,2023-10-29 08:25:55.914309,9,331940.0,0.02
P47T_hogar,q90,Hp,2022-05-15,2023-10-29 08:25:55.914309,9,434310.0,0.02
Pobreza,mean,Hp,2022-05-15,2023-10-29 08:25:55.914309,9,1.0,0.02
Pobreza,sum,Hp,2022-05-15,2023-10-29 08:25:55.914309,9,15350.0,0.02
Total,mean,Hp,2022-05-15,2023-10-29 08:25:55.914309,9,1.0,0.02
Total,sum,Hp,2022-05-15,2023-10-29 08:25:55.914309,9,15350.0,0.02
gap_indigencia,mean,Hp,2022-05-15,2023-10-29 08:25:55.914309,9,85700.0,0.02
gap_indigencia,median,Hp,2022-05-15,2023-10-29 08:25:55.914309,9,98540.0,0.02
gap_pobreza,mean,Hp,2022-05-15,2023-10-29 08:25:55.914309,9,-163670.0,0.02
gap_pobreza,median,Hp,2022-05-15,2023-10-29 08:25:55.914309,9,-123820.0,0.02
CBA,mean,Hp,2022-08-15,2023-10-29 08:35:20.702179,9,158290.0,0.02
CBA,median,Hp,2022-08-15,2023-10-29 08:35:20.702179,9,151130.0,0.02
CBT,mean,Hp,2022-08-15,2023-10-29 08:35:20.702179,9,405220.0,0.02
CBT,median,Hp,2022-08-15,2023-10-29 08:35:20.702179,9,386890.0,0.02
CB_EQUIV,mean,Hp,2022-08-15,2023-10-29 08:35:20.702179,9,3.226,0.02
CB_EQUIV,median,Hp,2022-08-15,2023-10-29 08:35:20.702179,9,3.08,0.02
Indigencia,mean,Hp,2022-08-15,2023-10-29 08:35:20.702179,9,0.1803,0.02
Indigencia,sum,Hp,2022-08-15,2023-10-29 08:35:20.702179,9,2100.0,0.02
P47T_hogar,mean,Hp,2022-08-15,2023-10-29 08:35:20.702179,9,262040.0,0.02
P47T_hogar,median,Hp,2022-08-15,2023-10-29 08:35:20.702179,9,276090.0,0.02
P47T_hogar,q10,Hp,2022-08-15,2023-10-29 08:35:20.702179,9,62170.0,0.02
P47T_hogar,q25,Hp,2022-08-15,2023-10-29 08:35:20.702179,9,144880.0,0.02
P47T_hogar,q75,Hp,2022-08-15,2023-10-29 08:35:20.702179,9,331940.0,0.02
P47T_hogar,q90,Hp,2022-08-15,2023-10-29 08:35:20.702179,9,490040.0,0.02
Pobreza,mean,Hp,2022-08-15,2023-10-29 08:35:20.702179,9,1.0,0.02
Pobreza,sum,Hp,2022-08-15,2023-10-29 08:35:20.702179,9,11650.0,0.02
Total,mean,Hp,2022-08-15,2023-10-29 08:35:20.702179,9,1.0,0.02
Total,sum,Hp,2022-08-15,2023-10-29 08:35:20.702179,9,11650.0,0.02
gap_indigencia,mean,Hp,2022-08-15,2023-10-29 08:35:20.702179,9,103750.0,0.02
gap_indigencia,median,Hp,2022-08-15,2023-10-29 08:35:20.702179,9,117200.0,0.02
gap_pobreza,mean,Hp,2022-08-15,2023-10-29 08:35:20.702179,9,-143180.0,0.02
gap_pobreza,median,Hp,2022-08-15,2023-10-29 08:35:20.702179,9,-110800.0,0.02
CBA,mean,Hp,2022-11-15,2023-10-29 08:44:55.672884,9,163480.0,0.02
CBA,mean,Hp,2023-02-15,2023-10-29 13:15:16.885623,10,165190.0,0.02
CBA,median,Hp,2022-11-15,2023-10-29 08:44:55.672884,9,156820.0,0.02
CBT,mean,Hp,2022-11-15,2023-10-29 08:44:55.672884,9,420670.0,0.02
CBT,mean,Hp,2023-02-15,2023-10-29 13:15:16.885623,10,389730.0,0.02
CBT,median,Hp,2022-11-15,2023-10-29 08:44:55.672884,9,403520.0,0.02
CB_EQUIV,mean,Hp,2022-11-15,2023-10-29 08:44:55.672884,9,3.242,0.02
CB_EQUIV,mean,Hp,2023-02-15,2023-10-29 13:15:16.885623,10,3.665,0.02
CB_EQUIV,median,Hp,2022-11-15,2023-10-29 08:44:55.672884,9,3.1100000000000003,0.02
Indigencia,mean,Hp,2022-11-15,2023-10-29 08:44:55.672884,9,0.1977,0.02
Indigencia,mean,Hp,2023-02-15,2023-10-29 13:15:16.885623,10,0.1938,0.02
Indigencia,sum,Hp,2022-11-15,2023-10-29 08:44:55.672884,9,3400.0,0.02
P47T_hogar,mean,Hp,2022-11-15,2023-10-29 08:44:55.672884,9,260220.0,0.02
P47T_hogar,mean,Hp,2023-02-15,2023-10-29 13:15:16.885623,10,251540.0,0.02
P47T_hogar,median,Hp,2022-11-15,2023-10-29 08:44:55.672884,9,238920.0,0.02
P47T_hogar,q10,Hp,2022-11-15,2023-10-29 08:44:55.672884,9,71430.0,0.02
P47T_hogar,q25,Hp,2022-11-15,2023-10-29 08:44:55.672884,9,151560.0,0.02
P47T_hogar,q25,Hp,2023-02-15,2023-10-29 13:15:16.885623,10,159740.0,0.02
P47T_hogar,q75,Hp,2022-11-15,2023-10-29 08:44:55.672884,9,347590.0,0.02
P47T_hogar,q75,Hp,2023-02-15,2023-10-29 13:15:16.885623,10,334540.0,0.02
P47T_hogar,q90,Hp,2022-11-15,2023-10-29 08:44:55.672884,9,446480.0,0.02
Pobreza,mean,Hp,2022-11-15,2023-10-29 08:44:55.672884,9,1.0,0.02
Pobreza,mean,Hp,2023-02-15,2023-10-29 13:15:16.885623,10,1.0,0.02
Pobreza,sum,Hp,2022-11-15,2023-10-29 08:44:55.672884,9,17200.0,0.02
Total,mean,Hp,2022-11-15,2023-10-29 08:44:55.672884,9,1.0,0.02
Total,mean,Hp,2023-02-15,2023-10-29 13:15:16.885623,10,1.0,0.02
Total,sum,Hp,2022-11-15,2023-10-29 08:44:55.672884,9,17200.0,0.02
gap_indigencia,mean,Hp,2022-11-15,2023-10-29 08:44:55.672884,9,96740.0,0.02
gap_indigencia,mean,Hp,2023-02-15,2023-10-29 13:15:16.885623,10,86350.0,0.02
gap_indigencia,median,Hp,2022-11-15,2023-10-29 08:44:55.672884,9,101580.0,0.02
gap_pobreza,mean,Hp,2022-11-15,2023-10-29 08:44:55.672884,9,-160450.0,0.02
